evals.q.250.	_.mmIOneMax.100.2.cabea.e.11.best.fitness	_.mmIOneMax.100.2.cabea.e.11.best.fitness.min	_.mmIOneMax.100.2.cabea.e.11.best.fitness.max	_.mmIOneMax.100.2.cabea.cc.11.best.fitness	_.mmIOneMax.100.2.cabea.cc.11.best.fitness.min	_.mmIOneMax.100.2.cabea.cc.11.best.fitness.max	_.mmIOneMax.100.2.cabea.s.11.best.fitness	_.mmIOneMax.100.2.cabea.s.11.best.fitness.min	_.mmIOneMax.100.2.cabea.s.11.best.fitness.max	_.mmIOneMax.100.2.cabea.ttt.11.best.fitness	_.mmIOneMax.100.2.cabea.ttt.11.best.fitness.min	_.mmIOneMax.100.2.cabea.ttt.11.best.fitness.max	_.mmIOneMax.100.3.cabea.e.11.best.fitness	_.mmIOneMax.100.3.cabea.e.11.best.fitness.min	_.mmIOneMax.100.3.cabea.e.11.best.fitness.max	_.mmIOneMax.100.3.cabea.cc.11.best.fitness	_.mmIOneMax.100.3.cabea.cc.11.best.fitness.min	_.mmIOneMax.100.3.cabea.cc.11.best.fitness.max	_.mmIOneMax.100.3.cabea.s.11.best.fitness	_.mmIOneMax.100.3.cabea.s.11.best.fitness.min	_.mmIOneMax.100.3.cabea.s.11.best.fitness.max	_.mmIOneMax.100.3.cabea.ttt.11.best.fitness	_.mmIOneMax.100.3.cabea.ttt.11.best.fitness.min	_.mmIOneMax.100.3.cabea.ttt.11.best.fitness.max	_.mmIOneMax.100.5.cabea.e.11.best.fitness	_.mmIOneMax.100.5.cabea.e.11.best.fitness.min	_.mmIOneMax.100.5.cabea.e.11.best.fitness.max	_.mmIOneMax.100.5.cabea.cc.11.best.fitness	_.mmIOneMax.100.5.cabea.cc.11.best.fitness.min	_.mmIOneMax.100.5.cabea.cc.11.best.fitness.max	_.mmIOneMax.100.5.cabea.s.11.best.fitness	_.mmIOneMax.100.5.cabea.s.11.best.fitness.min	_.mmIOneMax.100.5.cabea.s.11.best.fitness.max	_.mmIOneMax.100.5.cabea.ttt.11.best.fitness	_.mmIOneMax.100.5.cabea.ttt.11.best.fitness.min	_.mmIOneMax.100.5.cabea.ttt.11.best.fitness.max	_.mmIOneMax.100.8.cabea.e.11.best.fitness	_.mmIOneMax.100.8.cabea.e.11.best.fitness.min	_.mmIOneMax.100.8.cabea.e.11.best.fitness.max	_.mmIOneMax.100.8.cabea.cc.11.best.fitness	_.mmIOneMax.100.8.cabea.cc.11.best.fitness.min	_.mmIOneMax.100.8.cabea.cc.11.best.fitness.max	_.mmIOneMax.100.8.cabea.s.11.best.fitness	_.mmIOneMax.100.8.cabea.s.11.best.fitness.min	_.mmIOneMax.100.8.cabea.s.11.best.fitness.max	_.mmIOneMax.100.8.cabea.ttt.11.best.fitness	_.mmIOneMax.100.8.cabea.ttt.11.best.fitness.min	_.mmIOneMax.100.8.cabea.ttt.11.best.fitness.max
1.400e+04	4.100e-01	3.800e-01	4.200e-01	2.600e-01	2.400e-01	2.800e-01	3.300e-01	3.000e-01	3.600e-01	3.200e-01	2.900e-01	3.500e-01	4.100e-01	3.800e-01	4.300e-01	2.500e-01	2.300e-01	2.800e-01	3.500e-01	3.300e-01	3.600e-01	3.300e-01	3.000e-01	3.400e-01	3.900e-01	3.700e-01	4.000e-01	2.600e-01	2.400e-01	2.800e-01	3.200e-01	3.100e-01	3.500e-01	2.900e-01	2.800e-01	3.100e-01	3.600e-01	3.400e-01	3.800e-01	2.300e-01	2.100e-01	2.400e-01	3.000e-01	2.600e-01	3.200e-01	2.800e-01	2.600e-01	3.100e-01
1.425e+04	4.000e-01	3.700e-01	4.100e-01	2.500e-01	2.400e-01	2.600e-01	3.300e-01	3.000e-01	3.500e-01	3.100e-01	2.800e-01	3.300e-01	4.000e-01	3.800e-01	4.200e-01	2.500e-01	2.200e-01	2.800e-01	3.400e-01	3.200e-01	3.600e-01	3.200e-01	2.900e-01	3.400e-01	3.800e-01	3.600e-01	4.000e-01	2.500e-01	2.300e-01	2.600e-01	3.200e-01	3.100e-01	3.400e-01	2.800e-01	2.700e-01	3.000e-01	3.500e-01	3.400e-01	3.700e-01	2.300e-01	2.100e-01	2.400e-01	2.900e-01	2.600e-01	3.100e-01	2.800e-01	2.600e-01	3.000e-01
1.450e+04	3.800e-01	3.700e-01	4.100e-01	2.500e-01	2.300e-01	2.600e-01	3.200e-01	3.000e-01	3.400e-01	2.900e-01	2.700e-01	3.300e-01	4.000e-01	3.700e-01	4.200e-01	2.500e-01	2.200e-01	2.700e-01	3.300e-01	3.100e-01	3.500e-01	3.200e-01	2.900e-01	3.300e-01	3.800e-01	3.600e-01	3.900e-01	2.500e-01	2.300e-01	2.600e-01	3.200e-01	3.000e-01	3.400e-01	2.800e-01	2.500e-01	2.900e-01	3.400e-01	3.400e-01	3.600e-01	2.300e-01	2.100e-01	2.300e-01	2.800e-01	2.500e-01	3.000e-01	2.700e-01	2.500e-01	3.000e-01
1.475e+04	3.800e-01	3.700e-01	4.000e-01	2.400e-01	2.200e-01	2.600e-01	3.200e-01	2.800e-01	3.400e-01	2.900e-01	2.700e-01	3.300e-01	4.000e-01	3.700e-01	4.100e-01	2.400e-01	2.100e-01	2.700e-01	3.300e-01	3.000e-01	3.500e-01	3.200e-01	2.800e-01	3.300e-01	3.700e-01	3.500e-01	3.900e-01	2.400e-01	2.200e-01	2.600e-01	3.100e-01	2.900e-01	3.300e-01	2.700e-01	2.500e-01	2.900e-01	3.400e-01	3.300e-01	3.600e-01	2.200e-01	2.000e-01	2.300e-01	2.800e-01	2.500e-01	2.900e-01	2.600e-01	2.500e-01	2.900e-01
1.500e+04	3.800e-01	3.600e-01	4.000e-01	2.400e-01	2.200e-01	2.500e-01	3.100e-01	2.800e-01	3.300e-01	2.900e-01	2.600e-01	3.200e-01	3.900e-01	3.600e-01	4.100e-01	2.300e-01	2.000e-01	2.700e-01	3.200e-01	3.000e-01	3.500e-01	3.100e-01	2.800e-01	3.200e-01	3.700e-01	3.400e-01	3.800e-01	2.300e-01	2.100e-01	2.500e-01	3.000e-01	2.800e-01	3.200e-01	2.700e-01	2.400e-01	2.900e-01	3.400e-01	3.200e-01	3.500e-01	2.100e-01	1.900e-01	2.300e-01	2.700e-01	2.500e-01	2.900e-01	2.600e-01	2.400e-01	2.900e-01
1.525e+04	3.700e-01	3.600e-01	3.800e-01	2.200e-01	2.100e-01	2.400e-01	3.000e-01	2.700e-01	3.300e-01	2.900e-01	2.600e-01	3.100e-01	3.800e-01	3.500e-01	4.000e-01	2.200e-01	2.000e-01	2.500e-01	3.100e-01	3.000e-01	3.400e-01	3.000e-01	2.800e-01	3.100e-01	3.600e-01	3.400e-01	3.800e-01	2.200e-01	2.100e-01	2.500e-01	3.000e-01	2.800e-01	3.100e-01	2.600e-01	2.400e-01	2.900e-01	3.300e-01	3.100e-01	3.400e-01	2.000e-01	1.700e-01	2.200e-01	2.700e-01	2.400e-01	2.800e-01	2.600e-01	2.300e-01	2.800e-01
1.550e+04	3.700e-01	3.500e-01	3.800e-01	2.200e-01	2.000e-01	2.400e-01	2.900e-01	2.600e-01	3.200e-01	2.800e-01	2.500e-01	3.100e-01	3.700e-01	3.500e-01	4.000e-01	2.200e-01	2.000e-01	2.500e-01	3.000e-01	2.900e-01	3.300e-01	2.900e-01	2.700e-01	3.100e-01	3.400e-01	3.300e-01	3.700e-01	2.200e-01	2.100e-01	2.400e-01	2.900e-01	2.700e-01	3.100e-01	2.500e-01	2.300e-01	2.800e-01	3.300e-01	3.100e-01	3.400e-01	1.900e-01	1.700e-01	2.100e-01	2.600e-01	2.400e-01	2.800e-01	2.500e-01	2.200e-01	2.800e-01
1.575e+04	3.600e-01	3.400e-01	3.700e-01	2.200e-01	2.000e-01	2.300e-01	2.900e-01	2.600e-01	3.200e-01	2.700e-01	2.500e-01	3.000e-01	3.700e-01	3.300e-01	3.900e-01	2.200e-01	1.900e-01	2.400e-01	3.000e-01	2.900e-01	3.300e-01	2.900e-01	2.600e-01	3.100e-01	3.400e-01	3.200e-01	3.700e-01	2.100e-01	1.900e-01	2.300e-01	2.800e-01	2.600e-01	3.100e-01	2.400e-01	2.300e-01	2.700e-01	3.300e-01	3.100e-01	3.400e-01	1.900e-01	1.700e-01	2.100e-01	2.500e-01	2.300e-01	2.700e-01	2.400e-01	2.200e-01	2.700e-01
1.600e+04	3.500e-01	3.300e-01	3.600e-01	2.200e-01	1.900e-01	2.300e-01	2.800e-01	2.600e-01	3.200e-01	2.700e-01	2.400e-01	2.900e-01	3.700e-01	3.300e-01	3.800e-01	2.100e-01	1.900e-01	2.300e-01	2.900e-01	2.800e-01	3.100e-01	2.800e-01	2.600e-01	3.000e-01	3.300e-01	3.200e-01	3.700e-01	2.100e-01	1.900e-01	2.200e-01	2.700e-01	2.500e-01	3.000e-01	2.400e-01	2.200e-01	2.700e-01	3.200e-01	3.000e-01	3.300e-01	1.800e-01	1.500e-01	2.000e-01	2.500e-01	2.300e-01	2.600e-01	2.300e-01	2.200e-01	2.600e-01
1.625e+04	3.400e-01	3.300e-01	3.600e-01	2.100e-01	1.900e-01	2.200e-01	2.700e-01	2.500e-01	3.000e-01	2.600e-01	2.300e-01	2.800e-01	3.500e-01	3.300e-01	3.800e-01	2.000e-01	1.800e-01	2.300e-01	2.900e-01	2.700e-01	3.100e-01	2.700e-01	2.500e-01	3.000e-01	3.300e-01	3.100e-01	3.600e-01	2.100e-01	1.800e-01	2.200e-01	2.700e-01	2.500e-01	2.900e-01	2.400e-01	2.100e-01	2.600e-01	3.100e-01	3.000e-01	3.300e-01	1.700e-01	1.500e-01	2.000e-01	2.400e-01	2.200e-01	2.600e-01	2.300e-01	2.100e-01	2.500e-01
1.650e+04	3.400e-01	3.300e-01	3.500e-01	2.000e-01	1.900e-01	2.200e-01	2.700e-01	2.500e-01	3.000e-01	2.600e-01	2.200e-01	2.800e-01	3.500e-01	3.200e-01	3.800e-01	2.000e-01	1.700e-01	2.200e-01	2.900e-01	2.600e-01	3.100e-01	2.700e-01	2.500e-01	2.900e-01	3.200e-01	3.100e-01	3.500e-01	2.000e-01	1.800e-01	2.200e-01	2.700e-01	2.400e-01	2.900e-01	2.300e-01	2.000e-01	2.600e-01	3.000e-01	2.900e-01	3.200e-01	1.700e-01	1.500e-01	1.900e-01	2.400e-01	2.100e-01	2.600e-01	2.200e-01	2.000e-01	2.500e-01
1.675e+04	3.300e-01	3.200e-01	3.500e-01	2.000e-01	1.900e-01	2.100e-01	2.600e-01	2.300e-01	2.900e-01	2.500e-01	2.200e-01	2.800e-01	3.400e-01	3.100e-01	3.700e-01	1.900e-01	1.700e-01	2.200e-01	2.800e-01	2.600e-01	3.000e-01	2.600e-01	2.300e-01	2.900e-01	3.200e-01	3.000e-01	3.500e-01	1.900e-01	1.700e-01	2.200e-01	2.600e-01	2.300e-01	2.800e-01	2.300e-01	2.000e-01	2.500e-01	3.000e-01	2.800e-01	3.100e-01	1.600e-01	1.500e-01	1.900e-01	2.400e-01	2.000e-01	2.500e-01	2.100e-01	1.900e-01	2.400e-01
1.700e+04	3.300e-01	3.100e-01	3.400e-01	1.900e-01	1.800e-01	2.100e-01	2.500e-01	2.300e-01	2.900e-01	2.400e-01	2.100e-01	2.700e-01	3.300e-01	3.000e-01	3.600e-01	1.800e-01	1.700e-01	2.100e-01	2.700e-01	2.500e-01	2.900e-01	2.500e-01	2.300e-01	2.800e-01	3.100e-01	2.900e-01	3.400e-01	1.800e-01	1.700e-01	2.100e-01	2.600e-01	2.300e-01	2.800e-01	2.200e-01	1.900e-01	2.500e-01	2.900e-01	2.800e-01	3.000e-01	1.500e-01	1.300e-01	1.800e-01	2.300e-01	2.000e-01	2.400e-01	2.000e-01	1.900e-01	2.300e-01
1.725e+04	3.200e-01	3.100e-01	3.400e-01	1.900e-01	1.700e-01	2.000e-01	2.500e-01	2.300e-01	2.900e-01	2.300e-01	2.000e-01	2.700e-01	3.300e-01	3.000e-01	3.500e-01	1.800e-01	1.600e-01	2.100e-01	2.700e-01	2.500e-01	2.900e-01	2.400e-01	2.200e-01	2.600e-01	3.000e-01	2.900e-01	3.400e-01	1.800e-01	1.600e-01	2.000e-01	2.600e-01	2.300e-01	2.700e-01	2.100e-01	1.800e-01	2.500e-01	2.900e-01	2.700e-01	2.900e-01	1.500e-01	1.300e-01	1.800e-01	2.200e-01	1.900e-01	2.400e-01	2.000e-01	1.700e-01	2.300e-01
1.750e+04	3.200e-01	3.000e-01	3.300e-01	1.800e-01	1.700e-01	1.900e-01	2.400e-01	2.200e-01	2.700e-01	2.300e-01	2.000e-01	2.600e-01	3.200e-01	3.000e-01	3.400e-01	1.700e-01	1.500e-01	1.900e-01	2.700e-01	2.400e-01	2.900e-01	2.400e-01	2.200e-01	2.500e-01	3.000e-01	2.800e-01	3.300e-01	1.700e-01	1.600e-01	2.000e-01	2.500e-01	2.300e-01	2.600e-01	2.000e-01	1.800e-01	2.300e-01	2.800e-01	2.700e-01	2.900e-01	1.400e-01	1.200e-01	1.700e-01	2.200e-01	1.800e-01	2.300e-01	1.900e-01	1.700e-01	2.200e-01
1.775e+04	3.100e-01	2.900e-01	3.300e-01	1.700e-01	1.600e-01	1.900e-01	2.400e-01	2.100e-01	2.700e-01	2.200e-01	2.000e-01	2.500e-01	3.200e-01	3.000e-01	3.400e-01	1.600e-01	1.500e-01	1.900e-01	2.500e-01	2.400e-01	2.800e-01	2.300e-01	2.100e-01	2.500e-01	2.900e-01	2.600e-01	3.200e-01	1.700e-01	1.600e-01	1.900e-01	2.400e-01	2.200e-01	2.600e-01	1.900e-01	1.800e-01	2.200e-01	2.700e-01	2.500e-01	2.900e-01	1.300e-01	1.200e-01	1.600e-01	2.100e-01	1.800e-01	2.300e-01	1.900e-01	1.700e-01	2.100e-01
1.800e+04	3.100e-01	2.900e-01	3.200e-01	1.700e-01	1.500e-01	1.800e-01	2.400e-01	2.000e-01	2.700e-01	2.200e-01	1.900e-01	2.500e-01	3.100e-01	2.900e-01	3.400e-01	1.600e-01	1.400e-01	1.800e-01	2.500e-01	2.300e-01	2.700e-01	2.200e-01	2.000e-01	2.400e-01	2.900e-01	2.600e-01	3.200e-01	1.700e-01	1.600e-01	1.800e-01	2.400e-01	2.200e-01	2.600e-01	1.900e-01	1.700e-01	2.200e-01	2.700e-01	2.500e-01	2.800e-01	1.300e-01	1.200e-01	1.600e-01	2.000e-01	1.700e-01	2.200e-01	1.800e-01	1.600e-01	2.100e-01
1.825e+04	3.000e-01	2.900e-01	3.200e-01	1.700e-01	1.400e-01	1.800e-01	2.300e-01	2.000e-01	2.700e-01	2.100e-01	1.900e-01	2.400e-01	3.100e-01	2.700e-01	3.300e-01	1.500e-01	1.300e-01	1.800e-01	2.400e-01	2.300e-01	2.700e-01	2.200e-01	2.000e-01	2.400e-01	2.800e-01	2.500e-01	3.100e-01	1.700e-01	1.500e-01	1.800e-01	2.300e-01	2.100e-01	2.600e-01	1.900e-01	1.700e-01	2.100e-01	2.600e-01	2.500e-01	2.700e-01	1.300e-01	1.100e-01	1.500e-01	2.000e-01	1.700e-01	2.200e-01	1.700e-01	1.500e-01	2.000e-01
1.850e+04	2.900e-01	2.800e-01	3.200e-01	1.600e-01	1.400e-01	1.700e-01	2.300e-01	1.900e-01	2.700e-01	2.000e-01	1.800e-01	2.400e-01	3.100e-01	2.700e-01	3.300e-01	1.500e-01	1.300e-01	1.800e-01	2.400e-01	2.200e-01	2.600e-01	2.100e-01	2.000e-01	2.300e-01	2.800e-01	2.500e-01	3.000e-01	1.600e-01	1.500e-01	1.800e-01	2.300e-01	2.100e-01	2.500e-01	1.900e-01	1.700e-01	2.000e-01	2.600e-01	2.400e-01	2.700e-01	1.200e-01	1.100e-01	1.500e-01	1.900e-01	1.700e-01	2.100e-01	1.700e-01	1.500e-01	2.000e-01
1.875e+04	2.900e-01	2.700e-01	3.000e-01	1.600e-01	1.300e-01	1.700e-01	2.200e-01	1.900e-01	2.500e-01	2.000e-01	1.800e-01	2.300e-01	3.000e-01	2.700e-01	3.200e-01	1.500e-01	1.300e-01	1.700e-01	2.300e-01	2.100e-01	2.600e-01	2.100e-01	2.000e-01	2.300e-01	2.700e-01	2.500e-01	3.000e-01	1.600e-01	1.400e-01	1.600e-01	2.200e-01	2.000e-01	2.400e-01	1.800e-01	1.600e-01	2.000e-01	2.500e-01	2.400e-01	2.700e-01	1.200e-01	1.000e-01	1.400e-01	1.900e-01	1.600e-01	2.100e-01	1.700e-01	1.500e-01	2.000e-01
1.900e+04	2.800e-01	2.700e-01	3.000e-01	1.500e-01	1.300e-01	1.600e-01	2.200e-01	1.700e-01	2.500e-01	1.900e-01	1.700e-01	2.300e-01	3.000e-01	2.700e-01	3.100e-01	1.400e-01	1.200e-01	1.700e-01	2.200e-01	2.100e-01	2.500e-01	2.100e-01	1.900e-01	2.300e-01	2.600e-01	2.400e-01	2.900e-01	1.500e-01	1.400e-01	1.600e-01	2.100e-01	1.900e-01	2.300e-01	1.700e-01	1.600e-01	1.900e-01	2.500e-01	2.300e-01	2.500e-01	1.100e-01	1.000e-01	1.400e-01	1.800e-01	1.500e-01	2.100e-01	1.600e-01	1.400e-01	1.900e-01
1.925e+04	2.700e-01	2.600e-01	2.900e-01	1.400e-01	1.300e-01	1.600e-01	2.100e-01	1.700e-01	2.400e-01	1.900e-01	1.600e-01	2.300e-01	2.800e-01	2.700e-01	3.000e-01	1.400e-01	1.200e-01	1.700e-01	2.200e-01	2.000e-01	2.500e-01	2.000e-01	1.900e-01	2.200e-01	2.600e-01	2.400e-01	2.900e-01	1.500e-01	1.300e-01	1.600e-01	2.100e-01	1.900e-01	2.300e-01	1.700e-01	1.600e-01	1.900e-01	2.400e-01	2.200e-01	2.500e-01	1.100e-01	9.000e-02	1.400e-01	1.800e-01	1.500e-01	1.900e-01	1.500e-01	1.300e-01	1.900e-01
1.950e+04	2.700e-01	2.500e-01	2.900e-01	1.400e-01	1.200e-01	1.600e-01	2.000e-01	1.600e-01	2.400e-01	1.900e-01	1.600e-01	2.300e-01	2.800e-01	2.600e-01	3.000e-01	1.300e-01	1.200e-01	1.600e-01	2.100e-01	2.000e-01	2.400e-01	2.000e-01	1.800e-01	2.100e-01	2.500e-01	2.400e-01	2.800e-01	1.400e-01	1.300e-01	1.600e-01	2.000e-01	1.800e-01	2.300e-01	1.700e-01	1.500e-01	1.900e-01	2.300e-01	2.200e-01	2.500e-01	1.000e-01	9.000e-02	1.400e-01	1.700e-01	1.500e-01	1.900e-01	1.500e-01	1.300e-01	1.800e-01
1.975e+04	2.700e-01	2.500e-01	2.700e-01	1.400e-01	1.200e-01	1.500e-01	2.000e-01	1.500e-01	2.300e-01	1.800e-01	1.500e-01	2.100e-01	2.800e-01	2.600e-01	3.000e-01	1.300e-01	1.100e-01	1.600e-01	2.100e-01	1.900e-01	2.400e-01	2.000e-01	1.700e-01	2.100e-01	2.500e-01	2.300e-01	2.700e-01	1.400e-01	1.200e-01	1.600e-01	2.000e-01	1.800e-01	2.200e-01	1.600e-01	1.500e-01	1.900e-01	2.300e-01	2.100e-01	2.400e-01	1.000e-01	8.000e-02	1.300e-01	1.600e-01	1.400e-01	1.800e-01	1.500e-01	1.300e-01	1.800e-01
2.000e+04	2.700e-01	2.300e-01	2.700e-01	1.300e-01	1.100e-01	1.500e-01	1.900e-01	1.500e-01	2.300e-01	1.800e-01	1.500e-01	2.100e-01	2.700e-01	2.400e-01	3.000e-01	1.300e-01	1.100e-01	1.600e-01	2.100e-01	1.800e-01	2.300e-01	1.800e-01	1.600e-01	2.100e-01	2.400e-01	2.200e-01	2.600e-01	1.300e-01	1.200e-01	1.500e-01	2.000e-01	1.600e-01	2.100e-01	1.600e-01	1.300e-01	1.900e-01	2.300e-01	2.100e-01	2.400e-01	1.000e-01	8.000e-02	1.300e-01	1.600e-01	1.300e-01	1.800e-01	1.500e-01	1.200e-01	1.700e-01
2.025e+04	2.500e-01	2.300e-01	2.700e-01	1.300e-01	1.100e-01	1.400e-01	1.900e-01	1.500e-01	2.300e-01	1.700e-01	1.500e-01	2.000e-01	2.600e-01	2.400e-01	2.900e-01	1.200e-01	1.100e-01	1.600e-01	2.000e-01	1.700e-01	2.300e-01	1.800e-01	1.600e-01	2.100e-01	2.400e-01	2.100e-01	2.500e-01	1.300e-01	1.100e-01	1.500e-01	1.900e-01	1.600e-01	2.100e-01	1.600e-01	1.300e-01	1.800e-01	2.200e-01	2.000e-01	2.300e-01	1.000e-01	7.000e-02	1.300e-01	1.500e-01	1.300e-01	1.800e-01	1.400e-01	1.200e-01	1.700e-01
2.050e+04	2.500e-01	2.300e-01	2.700e-01	1.300e-01	1.000e-01	1.400e-01	1.900e-01	1.400e-01	2.200e-01	1.700e-01	1.500e-01	2.000e-01	2.600e-01	2.300e-01	2.800e-01	1.200e-01	1.000e-01	1.500e-01	2.000e-01	1.700e-01	2.300e-01	1.700e-01	1.600e-01	2.000e-01	2.300e-01	2.100e-01	2.500e-01	1.300e-01	1.100e-01	1.500e-01	1.900e-01	1.600e-01	2.000e-01	1.500e-01	1.300e-01	1.700e-01	2.200e-01	2.000e-01	2.300e-01	1.000e-01	7.000e-02	1.300e-01	1.400e-01	1.300e-01	1.600e-01	1.300e-01	1.100e-01	1.700e-01
2.075e+04	2.500e-01	2.200e-01	2.600e-01	1.200e-01	1.000e-01	1.400e-01	1.800e-01	1.300e-01	2.000e-01	1.600e-01	1.400e-01	1.900e-01	2.500e-01	2.300e-01	2.800e-01	1.200e-01	9.000e-02	1.500e-01	2.000e-01	1.700e-01	2.200e-01	1.700e-01	1.600e-01	1.900e-01	2.300e-01	2.000e-01	2.500e-01	1.200e-01	1.100e-01	1.400e-01	1.900e-01	1.600e-01	2.000e-01	1.400e-01	1.200e-01	1.700e-01	2.100e-01	1.900e-01	2.200e-01	1.000e-01	7.000e-02	1.300e-01	1.400e-01	1.200e-01	1.600e-01	1.200e-01	1.100e-01	1.700e-01
2.100e+04	2.400e-01	2.200e-01	2.600e-01	1.100e-01	1.000e-01	1.400e-01	1.800e-01	1.300e-01	2.000e-01	1.500e-01	1.300e-01	1.900e-01	2.400e-01	2.200e-01	2.700e-01	1.100e-01	9.000e-02	1.400e-01	1.900e-01	1.700e-01	2.200e-01	1.700e-01	1.500e-01	1.900e-01	2.300e-01	2.000e-01	2.400e-01	1.200e-01	1.100e-01	1.400e-01	1.800e-01	1.600e-01	2.000e-01	1.400e-01	1.200e-01	1.600e-01	2.100e-01	1.900e-01	2.200e-01	9.000e-02	7.000e-02	1.100e-01	1.400e-01	1.200e-01	1.600e-01	1.200e-01	1.000e-01	1.500e-01
2.125e+04	2.400e-01	2.200e-01	2.500e-01	1.100e-01	9.000e-02	1.300e-01	1.700e-01	1.200e-01	2.000e-01	1.500e-01	1.300e-01	1.800e-01	2.300e-01	2.200e-01	2.700e-01	1.100e-01	8.000e-02	1.400e-01	1.900e-01	1.700e-01	2.200e-01	1.600e-01	1.400e-01	1.900e-01	2.200e-01	1.900e-01	2.400e-01	1.200e-01	1.000e-01	1.300e-01	1.800e-01	1.500e-01	2.000e-01	1.400e-01	1.200e-01	1.500e-01	2.000e-01	1.900e-01	2.200e-01	9.000e-02	7.000e-02	1.100e-01	1.400e-01	1.200e-01	1.500e-01	1.200e-01	1.000e-01	1.500e-01
2.150e+04	2.300e-01	2.100e-01	2.500e-01	1.100e-01	9.000e-02	1.300e-01	1.700e-01	1.200e-01	1.900e-01	1.400e-01	1.200e-01	1.600e-01	2.300e-01	2.100e-01	2.700e-01	1.100e-01	8.000e-02	1.400e-01	1.800e-01	1.600e-01	2.000e-01	1.600e-01	1.300e-01	1.800e-01	2.100e-01	1.900e-01	2.400e-01	1.100e-01	1.000e-01	1.300e-01	1.700e-01	1.500e-01	1.900e-01	1.300e-01	1.100e-01	1.500e-01	1.900e-01	1.800e-01	2.100e-01	8.000e-02	6.000e-02	1.100e-01	1.400e-01	1.100e-01	1.500e-01	1.100e-01	1.000e-01	1.500e-01
2.175e+04	2.300e-01	2.100e-01	2.500e-01	1.100e-01	9.000e-02	1.200e-01	1.700e-01	1.200e-01	1.900e-01	1.400e-01	1.200e-01	1.600e-01	2.300e-01	2.100e-01	2.600e-01	1.000e-01	8.000e-02	1.300e-01	1.800e-01	1.500e-01	2.000e-01	1.500e-01	1.300e-01	1.800e-01	2.100e-01	1.900e-01	2.400e-01	1.100e-01	9.000e-02	1.200e-01	1.700e-01	1.400e-01	1.900e-01	1.300e-01	1.000e-01	1.500e-01	1.900e-01	1.800e-01	2.000e-01	7.000e-02	6.000e-02	1.000e-01	1.300e-01	1.000e-01	1.500e-01	1.100e-01	1.000e-01	1.400e-01
2.200e+04	2.300e-01	2.000e-01	2.400e-01	1.000e-01	9.000e-02	1.200e-01	1.700e-01	1.200e-01	1.900e-01	1.300e-01	1.200e-01	1.600e-01	2.300e-01	2.100e-01	2.600e-01	1.000e-01	8.000e-02	1.300e-01	1.800e-01	1.500e-01	1.900e-01	1.500e-01	1.300e-01	1.800e-01	2.100e-01	1.700e-01	2.400e-01	1.000e-01	8.000e-02	1.200e-01	1.700e-01	1.400e-01	1.800e-01	1.300e-01	1.000e-01	1.500e-01	1.900e-01	1.800e-01	2.000e-01	7.000e-02	6.000e-02	9.000e-02	1.200e-01	1.000e-01	1.400e-01	1.000e-01	9.000e-02	1.400e-01
2.225e+04	2.200e-01	2.000e-01	2.300e-01	1.000e-01	8.000e-02	1.200e-01	1.700e-01	1.100e-01	1.900e-01	1.300e-01	1.200e-01	1.600e-01	2.200e-01	2.100e-01	2.500e-01	1.000e-01	8.000e-02	1.300e-01	1.800e-01	1.500e-01	1.900e-01	1.400e-01	1.200e-01	1.800e-01	2.100e-01	1.700e-01	2.300e-01	1.000e-01	8.000e-02	1.200e-01	1.600e-01	1.400e-01	1.800e-01	1.200e-01	1.000e-01	1.500e-01	1.800e-01	1.700e-01	1.900e-01	7.000e-02	6.000e-02	9.000e-02	1.200e-01	1.000e-01	1.400e-01	1.000e-01	9.000e-02	1.300e-01
2.250e+04	2.200e-01	1.900e-01	2.300e-01	1.000e-01	8.000e-02	1.100e-01	1.600e-01	1.100e-01	1.900e-01	1.300e-01	1.100e-01	1.600e-01	2.200e-01	2.000e-01	2.500e-01	9.000e-02	7.000e-02	1.200e-01	1.700e-01	1.400e-01	1.900e-01	1.400e-01	1.200e-01	1.800e-01	2.000e-01	1.700e-01	2.200e-01	9.000e-02	8.000e-02	1.100e-01	1.500e-01	1.400e-01	1.800e-01	1.200e-01	1.000e-01	1.400e-01	1.800e-01	1.700e-01	1.900e-01	7.000e-02	5.000e-02	9.000e-02	1.100e-01	1.000e-01	1.400e-01	1.000e-01	8.000e-02	1.300e-01
2.275e+04	2.200e-01	1.800e-01	2.300e-01	9.000e-02	7.000e-02	1.100e-01	1.500e-01	1.100e-01	1.900e-01	1.300e-01	1.000e-01	1.600e-01	2.200e-01	2.000e-01	2.300e-01	8.000e-02	7.000e-02	1.200e-01	1.700e-01	1.300e-01	1.900e-01	1.400e-01	1.200e-01	1.800e-01	1.900e-01	1.700e-01	2.200e-01	9.000e-02	8.000e-02	1.100e-01	1.500e-01	1.300e-01	1.700e-01	1.100e-01	9.000e-02	1.300e-01	1.600e-01	1.500e-01	1.800e-01	7.000e-02	5.000e-02	9.000e-02	1.100e-01	9.000e-02	1.300e-01	9.000e-02	8.000e-02	1.200e-01
