evals.q.250.	_.mmIOneMax.100.2.cabea.e.11.best.fitness	_.mmIOneMax.100.2.cabea.e.11.best.fitness.min	_.mmIOneMax.100.2.cabea.e.11.best.fitness.max	_.mmIOneMax.100.2.cabea.cc.11.best.fitness	_.mmIOneMax.100.2.cabea.cc.11.best.fitness.min	_.mmIOneMax.100.2.cabea.cc.11.best.fitness.max	_.mmIOneMax.100.2.cabea.s.11.best.fitness	_.mmIOneMax.100.2.cabea.s.11.best.fitness.min	_.mmIOneMax.100.2.cabea.s.11.best.fitness.max	_.mmIOneMax.100.2.cabea.ttt.11.best.fitness	_.mmIOneMax.100.2.cabea.ttt.11.best.fitness.min	_.mmIOneMax.100.2.cabea.ttt.11.best.fitness.max	_.mmIOneMax.100.3.cabea.e.11.best.fitness	_.mmIOneMax.100.3.cabea.e.11.best.fitness.min	_.mmIOneMax.100.3.cabea.e.11.best.fitness.max	_.mmIOneMax.100.3.cabea.cc.11.best.fitness	_.mmIOneMax.100.3.cabea.cc.11.best.fitness.min	_.mmIOneMax.100.3.cabea.cc.11.best.fitness.max	_.mmIOneMax.100.3.cabea.s.11.best.fitness	_.mmIOneMax.100.3.cabea.s.11.best.fitness.min	_.mmIOneMax.100.3.cabea.s.11.best.fitness.max	_.mmIOneMax.100.3.cabea.ttt.11.best.fitness	_.mmIOneMax.100.3.cabea.ttt.11.best.fitness.min	_.mmIOneMax.100.3.cabea.ttt.11.best.fitness.max	_.mmIOneMax.100.5.cabea.e.11.best.fitness	_.mmIOneMax.100.5.cabea.e.11.best.fitness.min	_.mmIOneMax.100.5.cabea.e.11.best.fitness.max	_.mmIOneMax.100.5.cabea.cc.11.best.fitness	_.mmIOneMax.100.5.cabea.cc.11.best.fitness.min	_.mmIOneMax.100.5.cabea.cc.11.best.fitness.max	_.mmIOneMax.100.5.cabea.s.11.best.fitness	_.mmIOneMax.100.5.cabea.s.11.best.fitness.min	_.mmIOneMax.100.5.cabea.s.11.best.fitness.max	_.mmIOneMax.100.5.cabea.ttt.11.best.fitness	_.mmIOneMax.100.5.cabea.ttt.11.best.fitness.min	_.mmIOneMax.100.5.cabea.ttt.11.best.fitness.max	_.mmIOneMax.100.8.cabea.e.11.best.fitness	_.mmIOneMax.100.8.cabea.e.11.best.fitness.min	_.mmIOneMax.100.8.cabea.e.11.best.fitness.max	_.mmIOneMax.100.8.cabea.cc.11.best.fitness	_.mmIOneMax.100.8.cabea.cc.11.best.fitness.min	_.mmIOneMax.100.8.cabea.cc.11.best.fitness.max	_.mmIOneMax.100.8.cabea.s.11.best.fitness	_.mmIOneMax.100.8.cabea.s.11.best.fitness.min	_.mmIOneMax.100.8.cabea.s.11.best.fitness.max	_.mmIOneMax.100.8.cabea.ttt.11.best.fitness	_.mmIOneMax.100.8.cabea.ttt.11.best.fitness.min	_.mmIOneMax.100.8.cabea.ttt.11.best.fitness.max
5.000e+03	6.600e-01	6.500e-01	6.700e-01	5.700e-01	5.600e-01	6.000e-01	6.200e-01	5.900e-01	6.400e-01	6.200e-01	5.900e-01	6.300e-01	6.600e-01	6.400e-01	6.700e-01	5.700e-01	5.600e-01	5.900e-01	6.300e-01	6.100e-01	6.400e-01	6.100e-01	6.000e-01	6.200e-01	6.400e-01	6.300e-01	6.500e-01	5.700e-01	5.500e-01	5.900e-01	6.200e-01	6.100e-01	6.300e-01	6.000e-01	5.800e-01	6.100e-01	6.400e-01	6.300e-01	6.500e-01	5.500e-01	5.300e-01	5.700e-01	6.000e-01	5.900e-01	6.100e-01	5.900e-01	5.800e-01	6.100e-01
5.250e+03	6.600e-01	6.500e-01	6.700e-01	5.700e-01	5.500e-01	5.800e-01	6.000e-01	5.900e-01	6.300e-01	6.100e-01	5.900e-01	6.200e-01	6.500e-01	6.400e-01	6.600e-01	5.600e-01	5.500e-01	5.800e-01	6.100e-01	6.000e-01	6.300e-01	6.100e-01	5.900e-01	6.100e-01	6.400e-01	6.300e-01	6.500e-01	5.600e-01	5.400e-01	5.700e-01	6.000e-01	5.900e-01	6.200e-01	5.900e-01	5.700e-01	6.000e-01	6.300e-01	6.100e-01	6.400e-01	5.400e-01	5.200e-01	5.500e-01	5.900e-01	5.800e-01	6.000e-01	5.800e-01	5.700e-01	5.900e-01
5.500e+03	6.400e-01	6.200e-01	6.500e-01	5.600e-01	5.500e-01	5.700e-01	6.000e-01	5.900e-01	6.200e-01	6.000e-01	5.700e-01	6.100e-01	6.400e-01	6.300e-01	6.600e-01	5.500e-01	5.300e-01	5.700e-01	6.100e-01	5.900e-01	6.300e-01	6.000e-01	5.800e-01	6.100e-01	6.400e-01	6.200e-01	6.400e-01	5.400e-01	5.300e-01	5.600e-01	6.000e-01	5.900e-01	6.100e-01	5.800e-01	5.600e-01	5.900e-01	6.200e-01	6.100e-01	6.300e-01	5.300e-01	5.200e-01	5.400e-01	5.800e-01	5.700e-01	6.000e-01	5.700e-01	5.600e-01	5.800e-01
5.750e+03	6.300e-01	6.200e-01	6.400e-01	5.500e-01	5.400e-01	5.600e-01	5.900e-01	5.800e-01	6.100e-01	5.900e-01	5.600e-01	6.000e-01	6.300e-01	6.200e-01	6.500e-01	5.400e-01	5.100e-01	5.600e-01	6.000e-01	5.900e-01	6.100e-01	5.900e-01	5.700e-01	6.000e-01	6.200e-01	6.100e-01	6.400e-01	5.300e-01	5.100e-01	5.500e-01	5.900e-01	5.800e-01	6.000e-01	5.700e-01	5.600e-01	5.800e-01	6.100e-01	6.000e-01	6.200e-01	5.200e-01	5.100e-01	5.300e-01	5.700e-01	5.500e-01	5.900e-01	5.600e-01	5.500e-01	5.800e-01
6.000e+03	6.200e-01	6.100e-01	6.400e-01	5.400e-01	5.100e-01	5.500e-01	5.900e-01	5.700e-01	6.000e-01	5.700e-01	5.600e-01	5.900e-01	6.300e-01	6.100e-01	6.500e-01	5.300e-01	5.000e-01	5.500e-01	5.900e-01	5.800e-01	6.000e-01	5.800e-01	5.600e-01	5.900e-01	6.200e-01	6.000e-01	6.300e-01	5.300e-01	5.000e-01	5.400e-01	5.800e-01	5.600e-01	5.900e-01	5.600e-01	5.500e-01	5.700e-01	6.000e-01	5.900e-01	6.200e-01	5.100e-01	5.000e-01	5.200e-01	5.600e-01	5.400e-01	5.700e-01	5.500e-01	5.400e-01	5.700e-01
6.250e+03	6.200e-01	6.000e-01	6.300e-01	5.200e-01	5.000e-01	5.400e-01	5.800e-01	5.500e-01	5.900e-01	5.700e-01	5.500e-01	5.900e-01	6.200e-01	6.100e-01	6.300e-01	5.100e-01	5.000e-01	5.300e-01	5.900e-01	5.700e-01	6.000e-01	5.700e-01	5.500e-01	5.900e-01	6.100e-01	6.000e-01	6.200e-01	5.100e-01	4.900e-01	5.400e-01	5.700e-01	5.600e-01	5.800e-01	5.500e-01	5.400e-01	5.600e-01	5.900e-01	5.800e-01	6.100e-01	5.000e-01	4.800e-01	5.200e-01	5.500e-01	5.400e-01	5.600e-01	5.400e-01	5.300e-01	5.600e-01
6.500e+03	6.100e-01	6.000e-01	6.300e-01	5.200e-01	5.000e-01	5.300e-01	5.700e-01	5.400e-01	5.800e-01	5.600e-01	5.400e-01	5.700e-01	6.100e-01	6.000e-01	6.200e-01	5.100e-01	4.800e-01	5.200e-01	5.800e-01	5.600e-01	5.900e-01	5.600e-01	5.300e-01	5.800e-01	6.000e-01	5.900e-01	6.100e-01	5.000e-01	4.800e-01	5.200e-01	5.600e-01	5.500e-01	5.700e-01	5.400e-01	5.300e-01	5.500e-01	5.800e-01	5.800e-01	5.900e-01	4.900e-01	4.700e-01	5.000e-01	5.400e-01	5.200e-01	5.600e-01	5.400e-01	5.200e-01	5.500e-01
6.750e+03	6.000e-01	6.000e-01	6.100e-01	5.100e-01	4.800e-01	5.200e-01	5.500e-01	5.300e-01	5.700e-01	5.500e-01	5.300e-01	5.600e-01	6.000e-01	5.900e-01	6.200e-01	4.900e-01	4.700e-01	5.100e-01	5.700e-01	5.600e-01	5.800e-01	5.500e-01	5.300e-01	5.700e-01	5.900e-01	5.800e-01	6.100e-01	5.000e-01	4.700e-01	5.100e-01	5.600e-01	5.400e-01	5.700e-01	5.300e-01	5.200e-01	5.400e-01	5.800e-01	5.700e-01	5.900e-01	4.800e-01	4.700e-01	4.900e-01	5.400e-01	5.200e-01	5.500e-01	5.300e-01	5.000e-01	5.400e-01
7.000e+03	6.000e-01	5.900e-01	6.100e-01	4.900e-01	4.800e-01	5.100e-01	5.500e-01	5.200e-01	5.700e-01	5.400e-01	5.200e-01	5.500e-01	6.000e-01	5.800e-01	6.100e-01	4.800e-01	4.700e-01	5.100e-01	5.600e-01	5.500e-01	5.700e-01	5.400e-01	5.300e-01	5.600e-01	5.900e-01	5.800e-01	6.000e-01	4.900e-01	4.600e-01	5.100e-01	5.500e-01	5.200e-01	5.600e-01	5.300e-01	5.100e-01	5.300e-01	5.700e-01	5.700e-01	5.800e-01	4.700e-01	4.600e-01	4.800e-01	5.200e-01	5.000e-01	5.300e-01	5.200e-01	5.000e-01	5.300e-01
7.250e+03	5.900e-01	5.700e-01	6.100e-01	4.800e-01	4.600e-01	5.000e-01	5.400e-01	5.100e-01	5.600e-01	5.300e-01	5.200e-01	5.500e-01	5.900e-01	5.700e-01	6.000e-01	4.700e-01	4.600e-01	4.900e-01	5.500e-01	5.300e-01	5.600e-01	5.400e-01	5.200e-01	5.600e-01	5.800e-01	5.700e-01	5.900e-01	4.700e-01	4.500e-01	4.900e-01	5.400e-01	5.200e-01	5.600e-01	5.100e-01	5.000e-01	5.300e-01	5.600e-01	5.500e-01	5.700e-01	4.700e-01	4.400e-01	4.800e-01	5.100e-01	5.000e-01	5.200e-01	5.100e-01	4.900e-01	5.200e-01
7.500e+03	5.700e-01	5.700e-01	5.900e-01	4.700e-01	4.600e-01	4.900e-01	5.300e-01	5.100e-01	5.500e-01	5.200e-01	5.000e-01	5.300e-01	5.800e-01	5.700e-01	6.000e-01	4.600e-01	4.500e-01	4.800e-01	5.400e-01	5.200e-01	5.500e-01	5.200e-01	5.100e-01	5.400e-01	5.700e-01	5.600e-01	5.800e-01	4.700e-01	4.500e-01	4.800e-01	5.200e-01	5.100e-01	5.500e-01	5.000e-01	4.900e-01	5.100e-01	5.500e-01	5.400e-01	5.600e-01	4.500e-01	4.400e-01	4.600e-01	5.000e-01	4.900e-01	5.200e-01	5.000e-01	4.700e-01	5.100e-01
7.750e+03	5.700e-01	5.600e-01	5.900e-01	4.600e-01	4.400e-01	4.700e-01	5.200e-01	5.000e-01	5.400e-01	5.100e-01	5.000e-01	5.300e-01	5.700e-01	5.700e-01	5.900e-01	4.500e-01	4.400e-01	4.800e-01	5.300e-01	5.100e-01	5.500e-01	5.200e-01	5.100e-01	5.300e-01	5.700e-01	5.600e-01	5.800e-01	4.600e-01	4.300e-01	4.700e-01	5.200e-01	5.000e-01	5.400e-01	4.900e-01	4.800e-01	5.100e-01	5.500e-01	5.300e-01	5.600e-01	4.400e-01	4.300e-01	4.500e-01	4.900e-01	4.800e-01	5.100e-01	4.900e-01	4.700e-01	5.000e-01
8.000e+03	5.700e-01	5.500e-01	5.800e-01	4.500e-01	4.300e-01	4.700e-01	5.100e-01	4.900e-01	5.300e-01	5.000e-01	4.800e-01	5.200e-01	5.700e-01	5.600e-01	5.800e-01	4.400e-01	4.300e-01	4.600e-01	5.300e-01	5.000e-01	5.400e-01	5.100e-01	4.900e-01	5.300e-01	5.600e-01	5.500e-01	5.700e-01	4.500e-01	4.200e-01	4.600e-01	5.100e-01	4.900e-01	5.200e-01	4.800e-01	4.700e-01	5.000e-01	5.400e-01	5.200e-01	5.500e-01	4.300e-01	4.200e-01	4.400e-01	4.900e-01	4.700e-01	5.000e-01	4.900e-01	4.700e-01	4.900e-01
8.250e+03	5.500e-01	5.400e-01	5.800e-01	4.400e-01	4.300e-01	4.600e-01	5.000e-01	4.800e-01	5.300e-01	5.000e-01	4.700e-01	5.100e-01	5.700e-01	5.500e-01	5.800e-01	4.300e-01	4.200e-01	4.500e-01	5.200e-01	4.900e-01	5.300e-01	5.000e-01	4.800e-01	5.200e-01	5.600e-01	5.400e-01	5.700e-01	4.400e-01	4.200e-01	4.500e-01	5.000e-01	4.800e-01	5.100e-01	4.800e-01	4.600e-01	4.900e-01	5.300e-01	5.200e-01	5.500e-01	4.200e-01	4.000e-01	4.400e-01	4.700e-01	4.600e-01	4.900e-01	4.800e-01	4.600e-01	4.900e-01
8.500e+03	5.500e-01	5.400e-01	5.600e-01	4.300e-01	4.200e-01	4.600e-01	4.900e-01	4.700e-01	5.200e-01	4.900e-01	4.600e-01	5.000e-01	5.600e-01	5.400e-01	5.700e-01	4.200e-01	4.100e-01	4.500e-01	5.100e-01	4.900e-01	5.300e-01	4.900e-01	4.700e-01	5.200e-01	5.500e-01	5.300e-01	5.600e-01	4.300e-01	4.100e-01	4.500e-01	4.900e-01	4.800e-01	5.100e-01	4.700e-01	4.600e-01	4.800e-01	5.200e-01	5.100e-01	5.400e-01	4.200e-01	3.900e-01	4.300e-01	4.700e-01	4.600e-01	4.800e-01	4.700e-01	4.400e-01	4.800e-01
8.750e+03	5.400e-01	5.300e-01	5.600e-01	4.300e-01	4.100e-01	4.500e-01	4.800e-01	4.600e-01	5.000e-01	4.800e-01	4.600e-01	4.900e-01	5.500e-01	5.300e-01	5.700e-01	4.100e-01	4.000e-01	4.400e-01	5.000e-01	4.700e-01	5.200e-01	4.800e-01	4.600e-01	5.000e-01	5.400e-01	5.300e-01	5.500e-01	4.200e-01	4.000e-01	4.400e-01	4.900e-01	4.700e-01	5.100e-01	4.600e-01	4.400e-01	4.700e-01	5.200e-01	5.000e-01	5.200e-01	4.000e-01	3.800e-01	4.200e-01	4.600e-01	4.400e-01	4.700e-01	4.600e-01	4.400e-01	4.700e-01
9.000e+03	5.400e-01	5.200e-01	5.500e-01	4.100e-01	3.900e-01	4.300e-01	4.700e-01	4.600e-01	4.900e-01	4.700e-01	4.500e-01	4.900e-01	5.400e-01	5.200e-01	5.600e-01	4.100e-01	3.900e-01	4.200e-01	4.900e-01	4.700e-01	5.100e-01	4.800e-01	4.600e-01	5.000e-01	5.400e-01	5.200e-01	5.500e-01	4.200e-01	3.900e-01	4.300e-01	4.700e-01	4.600e-01	5.000e-01	4.500e-01	4.300e-01	4.600e-01	5.100e-01	4.900e-01	5.200e-01	3.900e-01	3.700e-01	4.100e-01	4.500e-01	4.400e-01	4.700e-01	4.500e-01	4.200e-01	4.700e-01
9.250e+03	5.300e-01	5.100e-01	5.400e-01	4.100e-01	3.900e-01	4.200e-01	4.600e-01	4.500e-01	4.900e-01	4.700e-01	4.400e-01	4.800e-01	5.300e-01	5.200e-01	5.600e-01	4.000e-01	3.900e-01	4.200e-01	4.900e-01	4.600e-01	5.100e-01	4.700e-01	4.400e-01	4.800e-01	5.300e-01	5.100e-01	5.400e-01	4.000e-01	3.900e-01	4.200e-01	4.700e-01	4.500e-01	4.900e-01	4.400e-01	4.300e-01	4.600e-01	5.000e-01	4.900e-01	5.100e-01	3.800e-01	3.700e-01	3.900e-01	4.400e-01	4.200e-01	4.600e-01	4.400e-01	4.200e-01	4.600e-01
9.500e+03	5.200e-01	5.000e-01	5.300e-01	4.000e-01	3.700e-01	4.200e-01	4.600e-01	4.400e-01	4.900e-01	4.600e-01	4.300e-01	4.700e-01	5.300e-01	5.100e-01	5.500e-01	3.900e-01	3.800e-01	4.100e-01	4.800e-01	4.600e-01	5.000e-01	4.600e-01	4.400e-01	4.700e-01	5.100e-01	5.000e-01	5.300e-01	4.000e-01	3.800e-01	4.100e-01	4.500e-01	4.300e-01	4.800e-01	4.300e-01	4.200e-01	4.500e-01	5.000e-01	4.800e-01	5.100e-01	3.700e-01	3.500e-01	3.800e-01	4.300e-01	4.200e-01	4.500e-01	4.300e-01	4.100e-01	4.500e-01
9.750e+03	5.100e-01	5.000e-01	5.200e-01	3.900e-01	3.700e-01	4.100e-01	4.400e-01	4.300e-01	4.800e-01	4.500e-01	4.200e-01	4.700e-01	5.300e-01	5.100e-01	5.400e-01	3.800e-01	3.700e-01	4.000e-01	4.700e-01	4.500e-01	4.900e-01	4.500e-01	4.300e-01	4.600e-01	5.000e-01	4.900e-01	5.200e-01	3.900e-01	3.700e-01	4.000e-01	4.500e-01	4.300e-01	4.700e-01	4.300e-01	4.100e-01	4.400e-01	4.800e-01	4.600e-01	5.000e-01	3.600e-01	3.400e-01	3.700e-01	4.200e-01	4.100e-01	4.400e-01	4.200e-01	4.000e-01	4.400e-01
1.000e+04	5.000e-01	4.900e-01	5.200e-01	3.900e-01	3.600e-01	4.000e-01	4.400e-01	4.200e-01	4.700e-01	4.400e-01	4.100e-01	4.600e-01	5.200e-01	5.000e-01	5.400e-01	3.800e-01	3.500e-01	4.000e-01	4.600e-01	4.400e-01	4.800e-01	4.400e-01	4.300e-01	4.600e-01	4.900e-01	4.800e-01	5.100e-01	3.800e-01	3.600e-01	4.000e-01	4.400e-01	4.200e-01	4.700e-01	4.200e-01	3.900e-01	4.400e-01	4.800e-01	4.600e-01	4.900e-01	3.600e-01	3.300e-01	3.700e-01	4.200e-01	3.900e-01	4.300e-01	4.100e-01	3.900e-01	4.300e-01
1.025e+04	5.000e-01	4.800e-01	5.100e-01	3.800e-01	3.600e-01	3.900e-01	4.400e-01	4.200e-01	4.600e-01	4.300e-01	4.100e-01	4.500e-01	5.100e-01	4.900e-01	5.300e-01	3.700e-01	3.400e-01	4.000e-01	4.500e-01	4.300e-01	4.700e-01	4.400e-01	4.200e-01	4.500e-01	4.800e-01	4.700e-01	5.100e-01	3.700e-01	3.500e-01	3.900e-01	4.300e-01	4.100e-01	4.600e-01	4.100e-01	3.900e-01	4.200e-01	4.700e-01	4.500e-01	4.800e-01	3.500e-01	3.300e-01	3.600e-01	4.000e-01	3.900e-01	4.200e-01	4.000e-01	3.800e-01	4.200e-01
1.050e+04	4.900e-01	4.800e-01	5.100e-01	3.700e-01	3.500e-01	3.900e-01	4.300e-01	4.200e-01	4.600e-01	4.200e-01	4.100e-01	4.400e-01	5.100e-01	4.900e-01	5.200e-01	3.600e-01	3.400e-01	3.900e-01	4.400e-01	4.300e-01	4.700e-01	4.300e-01	4.100e-01	4.500e-01	4.800e-01	4.700e-01	5.000e-01	3.600e-01	3.400e-01	3.800e-01	4.300e-01	4.100e-01	4.500e-01	4.100e-01	3.800e-01	4.200e-01	4.600e-01	4.400e-01	4.700e-01	3.400e-01	3.100e-01	3.500e-01	4.000e-01	3.800e-01	4.100e-01	4.000e-01	3.700e-01	4.200e-01
1.075e+04	4.900e-01	4.700e-01	5.000e-01	3.600e-01	3.400e-01	3.800e-01	4.200e-01	4.100e-01	4.400e-01	4.200e-01	4.000e-01	4.300e-01	5.000e-01	4.800e-01	5.100e-01	3.500e-01	3.400e-01	3.800e-01	4.400e-01	4.200e-01	4.500e-01	4.200e-01	4.000e-01	4.400e-01	4.800e-01	4.700e-01	4.900e-01	3.500e-01	3.300e-01	3.700e-01	4.200e-01	4.000e-01	4.400e-01	3.900e-01	3.700e-01	4.100e-01	4.600e-01	4.300e-01	4.700e-01	3.200e-01	3.100e-01	3.400e-01	4.000e-01	3.700e-01	4.000e-01	3.900e-01	3.600e-01	4.100e-01
1.100e+04	4.800e-01	4.600e-01	5.000e-01	3.500e-01	3.300e-01	3.700e-01	4.100e-01	3.800e-01	4.400e-01	4.100e-01	3.900e-01	4.200e-01	4.900e-01	4.700e-01	5.100e-01	3.500e-01	3.300e-01	3.700e-01	4.300e-01	4.000e-01	4.500e-01	4.100e-01	3.900e-01	4.300e-01	4.700e-01	4.500e-01	4.900e-01	3.400e-01	3.300e-01	3.600e-01	4.100e-01	4.000e-01	4.400e-01	3.900e-01	3.600e-01	4.000e-01	4.500e-01	4.300e-01	4.700e-01	3.100e-01	3.000e-01	3.300e-01	3.800e-01	3.600e-01	4.000e-01	3.700e-01	3.500e-01	3.900e-01
1.125e+04	4.700e-01	4.600e-01	4.900e-01	3.500e-01	3.300e-01	3.600e-01	4.100e-01	3.800e-01	4.400e-01	4.000e-01	3.800e-01	4.200e-01	4.800e-01	4.700e-01	5.000e-01	3.400e-01	3.200e-01	3.600e-01	4.200e-01	3.900e-01	4.400e-01	4.000e-01	3.800e-01	4.300e-01	4.600e-01	4.300e-01	4.800e-01	3.300e-01	3.200e-01	3.500e-01	4.100e-01	3.900e-01	4.200e-01	3.800e-01	3.500e-01	3.900e-01	4.400e-01	4.200e-01	4.600e-01	3.100e-01	3.000e-01	3.200e-01	3.800e-01	3.600e-01	4.000e-01	3.700e-01	3.500e-01	3.800e-01
1.150e+04	4.600e-01	4.500e-01	4.900e-01	3.400e-01	3.200e-01	3.500e-01	4.000e-01	3.800e-01	4.300e-01	3.900e-01	3.700e-01	4.100e-01	4.700e-01	4.600e-01	4.800e-01	3.300e-01	3.100e-01	3.500e-01	4.000e-01	3.900e-01	4.300e-01	3.900e-01	3.700e-01	4.100e-01	4.600e-01	4.300e-01	4.700e-01	3.300e-01	3.000e-01	3.400e-01	4.000e-01	3.800e-01	4.200e-01	3.700e-01	3.500e-01	3.900e-01	4.300e-01	4.100e-01	4.500e-01	3.000e-01	2.900e-01	3.200e-01	3.700e-01	3.500e-01	3.800e-01	3.600e-01	3.400e-01	3.700e-01
1.175e+04	4.500e-01	4.400e-01	4.800e-01	3.200e-01	3.100e-01	3.500e-01	4.000e-01	3.600e-01	4.200e-01	3.900e-01	3.600e-01	4.100e-01	4.700e-01	4.500e-01	4.800e-01	3.200e-01	3.100e-01	3.400e-01	4.000e-01	3.800e-01	4.300e-01	3.900e-01	3.600e-01	4.000e-01	4.500e-01	4.200e-01	4.700e-01	3.200e-01	3.000e-01	3.400e-01	3.900e-01	3.700e-01	4.100e-01	3.600e-01	3.400e-01	3.800e-01	4.200e-01	4.100e-01	4.400e-01	2.900e-01	2.800e-01	3.100e-01	3.600e-01	3.500e-01	3.800e-01	3.500e-01	3.300e-01	3.600e-01
1.200e+04	4.500e-01	4.400e-01	4.700e-01	3.100e-01	2.900e-01	3.300e-01	3.900e-01	3.500e-01	4.100e-01	3.800e-01	3.600e-01	4.000e-01	4.600e-01	4.400e-01	4.700e-01	3.200e-01	3.000e-01	3.400e-01	4.000e-01	3.800e-01	4.200e-01	3.900e-01	3.600e-01	3.900e-01	4.300e-01	4.200e-01	4.600e-01	3.200e-01	2.900e-01	3.300e-01	3.700e-01	3.600e-01	4.000e-01	3.500e-01	3.300e-01	3.700e-01	4.100e-01	4.000e-01	4.300e-01	2.900e-01	2.700e-01	3.000e-01	3.500e-01	3.400e-01	3.700e-01	3.400e-01	3.200e-01	3.500e-01
1.225e+04	4.500e-01	4.300e-01	4.600e-01	3.100e-01	2.800e-01	3.300e-01	3.800e-01	3.500e-01	4.100e-01	3.800e-01	3.500e-01	3.900e-01	4.600e-01	4.300e-01	4.700e-01	3.100e-01	2.900e-01	3.300e-01	3.900e-01	3.800e-01	4.200e-01	3.800e-01	3.500e-01	3.900e-01	4.200e-01	4.100e-01	4.600e-01	3.100e-01	2.900e-01	3.200e-01	3.700e-01	3.500e-01	3.900e-01	3.400e-01	3.200e-01	3.600e-01	4.100e-01	4.000e-01	4.200e-01	2.800e-01	2.600e-01	3.000e-01	3.500e-01	3.400e-01	3.600e-01	3.400e-01	3.200e-01	3.500e-01
1.250e+04	4.400e-01	4.200e-01	4.500e-01	3.000e-01	2.800e-01	3.200e-01	3.700e-01	3.500e-01	4.000e-01	3.600e-01	3.400e-01	3.900e-01	4.500e-01	4.200e-01	4.600e-01	3.000e-01	2.800e-01	3.300e-01	3.900e-01	3.700e-01	4.100e-01	3.700e-01	3.500e-01	3.900e-01	4.200e-01	4.000e-01	4.600e-01	3.000e-01	2.800e-01	3.100e-01	3.700e-01	3.400e-01	3.900e-01	3.400e-01	3.200e-01	3.600e-01	4.000e-01	4.000e-01	4.100e-01	2.700e-01	2.600e-01	2.900e-01	3.400e-01	3.300e-01	3.600e-01	3.300e-01	3.000e-01	3.400e-01
1.275e+04	4.400e-01	4.200e-01	4.500e-01	3.000e-01	2.700e-01	3.100e-01	3.700e-01	3.400e-01	3.900e-01	3.600e-01	3.300e-01	3.800e-01	4.300e-01	4.200e-01	4.600e-01	3.000e-01	2.800e-01	3.200e-01	3.800e-01	3.600e-01	4.000e-01	3.600e-01	3.400e-01	3.800e-01	4.200e-01	3.900e-01	4.400e-01	2.900e-01	2.800e-01	3.100e-01	3.600e-01	3.400e-01	3.800e-01	3.300e-01	3.100e-01	3.500e-01	4.000e-01	3.800e-01	4.100e-01	2.700e-01	2.500e-01	2.800e-01	3.400e-01	3.300e-01	3.500e-01	3.200e-01	3.000e-01	3.300e-01
1.300e+04	4.300e-01	4.200e-01	4.500e-01	2.900e-01	2.700e-01	3.000e-01	3.600e-01	3.300e-01	3.800e-01	3.400e-01	3.200e-01	3.800e-01	4.300e-01	4.100e-01	4.600e-01	2.900e-01	2.700e-01	3.100e-01	3.700e-01	3.600e-01	3.900e-01	3.600e-01	3.300e-01	3.600e-01	4.000e-01	3.900e-01	4.400e-01	2.800e-01	2.700e-01	3.000e-01	3.500e-01	3.300e-01	3.700e-01	3.200e-01	3.000e-01	3.400e-01	3.900e-01	3.800e-01	4.000e-01	2.600e-01	2.400e-01	2.700e-01	3.300e-01	3.100e-01	3.400e-01	3.100e-01	3.000e-01	3.300e-01
1.325e+04	4.200e-01	4.100e-01	4.400e-01	2.800e-01	2.600e-01	3.000e-01	3.500e-01	3.300e-01	3.800e-01	3.400e-01	3.100e-01	3.700e-01	4.300e-01	4.100e-01	4.500e-01	2.800e-01	2.500e-01	3.000e-01	3.700e-01	3.500e-01	3.900e-01	3.500e-01	3.200e-01	3.600e-01	4.000e-01	3.800e-01	4.400e-01	2.700e-01	2.600e-01	2.900e-01	3.500e-01	3.300e-01	3.700e-01	3.000e-01	2.900e-01	3.400e-01	3.800e-01	3.700e-01	4.000e-01	2.600e-01	2.400e-01	2.700e-01	3.300e-01	3.000e-01	3.400e-01	3.100e-01	2.900e-01	3.300e-01
1.350e+04	4.200e-01	4.000e-01	4.300e-01	2.700e-01	2.600e-01	2.900e-01	3.500e-01	3.200e-01	3.800e-01	3.400e-01	3.000e-01	3.600e-01	4.300e-01	4.000e-01	4.400e-01	2.800e-01	2.500e-01	3.000e-01	3.600e-01	3.400e-01	3.800e-01	3.400e-01	3.100e-01	3.500e-01	3.900e-01	3.800e-01	4.200e-01	2.700e-01	2.600e-01	2.900e-01	3.300e-01	3.200e-01	3.700e-01	3.000e-01	2.800e-01	3.200e-01	3.800e-01	3.600e-01	3.900e-01	2.400e-01	2.300e-01	2.600e-01	3.200e-01	2.900e-01	3.300e-01	3.000e-01	2.800e-01	3.200e-01
1.375e+04	4.100e-01	3.900e-01	4.200e-01	2.600e-01	2.500e-01	2.800e-01	3.400e-01	3.200e-01	3.700e-01	3.200e-01	2.900e-01	3.500e-01	4.200e-01	3.900e-01	4.400e-01	2.600e-01	2.500e-01	3.000e-01	3.500e-01	3.300e-01	3.600e-01	3.400e-01	3.000e-01	3.500e-01	3.900e-01	3.800e-01	4.100e-01	2.600e-01	2.500e-01	2.800e-01	3.300e-01	3.200e-01	3.600e-01	2.900e-01	2.800e-01	3.100e-01	3.700e-01	3.500e-01	3.800e-01	2.400e-01	2.200e-01	2.600e-01	3.100e-01	2.800e-01	3.300e-01	2.900e-01	2.800e-01	3.100e-01
