x	y	0.fitness.0.	0.fitness.1.	5000.fitness.0.	5000.fitness.1.	10000.fitness.0.	10000.fitness.1.	15000.fitness.0.	15000.fitness.1.	25000.fitness.0.	25000.fitness.1.	50000.fitness.0.	50000.fitness.1.
0	0	6.059e+00	6.166e+00	4.365e+00	3.849e+00	3.533e+00	3.656e+00	3.533e+00	3.656e+00	3.031e+00	3.013e+00	2.915e+00	2.979e+00
0	1	7.111e+00	6.607e+00	4.081e+00	3.681e+00	4.073e+00	3.337e+00	3.706e+00	2.664e+00	3.706e+00	2.664e+00	3.558e+00	2.615e+00
0	2	6.341e+00	6.485e+00	4.929e+00	3.799e+00	3.688e+00	3.076e+00	3.686e+00	2.933e+00	3.686e+00	2.933e+00	3.109e+00	2.804e+00
0	3	5.938e+00	5.737e+00	4.153e+00	3.483e+00	2.991e+00	3.224e+00	2.777e+00	3.221e+00	2.728e+00	3.171e+00	2.718e+00	3.125e+00
0	4	6.646e+00	6.024e+00	4.849e+00	3.782e+00	4.175e+00	3.632e+00	4.021e+00	3.427e+00	3.187e+00	3.356e+00	3.022e+00	3.311e+00
0	5	6.693e+00	6.494e+00	4.633e+00	3.877e+00	3.938e+00	3.148e+00	3.835e+00	3.126e+00	3.593e+00	2.989e+00	3.425e+00	2.547e+00
0	6	6.998e+00	6.937e+00	4.510e+00	4.282e+00	3.369e+00	3.815e+00	3.061e+00	3.732e+00	2.961e+00	3.265e+00	2.946e+00	2.943e+00
0	7	6.903e+00	5.973e+00	4.553e+00	3.924e+00	4.186e+00	3.690e+00	3.457e+00	2.715e+00	3.457e+00	2.715e+00	3.067e+00	2.632e+00
0	8	6.779e+00	6.737e+00	4.563e+00	3.979e+00	3.790e+00	3.440e+00	3.390e+00	2.602e+00	3.390e+00	2.602e+00	3.390e+00	2.602e+00
0	9	6.575e+00	6.094e+00	4.637e+00	3.171e+00	4.571e+00	3.127e+00	4.408e+00	2.343e+00	4.105e+00	2.275e+00	3.911e+00	2.069e+00
0	10	6.441e+00	6.070e+00	4.982e+00	4.061e+00	4.008e+00	2.980e+00	3.779e+00	2.744e+00	3.716e+00	2.612e+00	3.716e+00	2.612e+00
1	0	6.058e+00	6.492e+00	4.103e+00	3.670e+00	4.026e+00	3.625e+00	3.714e+00	2.860e+00	3.714e+00	2.860e+00	3.503e+00	2.555e+00
1	1	6.481e+00	6.485e+00	4.790e+00	4.121e+00	3.206e+00	3.629e+00	3.206e+00	3.629e+00	2.825e+00	3.103e+00	2.825e+00	3.103e+00
1	2	5.938e+00	5.756e+00	4.546e+00	4.373e+00	4.255e+00	2.890e+00	4.255e+00	2.890e+00	3.443e+00	2.644e+00	3.443e+00	2.644e+00
1	3	6.150e+00	4.685e+00	5.364e+00	3.866e+00	3.572e+00	3.204e+00	3.509e+00	3.000e+00	3.509e+00	3.000e+00	3.027e+00	2.831e+00
1	4	5.724e+00	4.946e+00	4.112e+00	3.623e+00	3.649e+00	3.387e+00	3.334e+00	3.164e+00	3.064e+00	3.075e+00	3.064e+00	3.075e+00
1	5	6.552e+00	6.224e+00	5.317e+00	3.960e+00	4.361e+00	3.382e+00	3.760e+00	3.319e+00	3.430e+00	3.082e+00	3.011e+00	3.016e+00
1	6	7.014e+00	6.394e+00	4.254e+00	3.772e+00	3.903e+00	3.414e+00	3.546e+00	3.006e+00	3.428e+00	2.890e+00	3.335e+00	2.722e+00
1	7	7.326e+00	6.618e+00	4.312e+00	4.107e+00	3.516e+00	3.585e+00	2.961e+00	3.317e+00	2.961e+00	3.317e+00	2.961e+00	3.317e+00
1	8	6.576e+00	6.263e+00	3.960e+00	4.011e+00	3.471e+00	3.000e+00	3.471e+00	3.000e+00	3.396e+00	2.810e+00	3.189e+00	2.713e+00
1	9	6.016e+00	5.783e+00	4.354e+00	4.451e+00	3.487e+00	3.485e+00	2.876e+00	3.140e+00	2.876e+00	3.140e+00	2.876e+00	3.140e+00
1	10	5.860e+00	5.330e+00	5.119e+00	4.282e+00	3.613e+00	3.244e+00	3.513e+00	3.174e+00	2.956e+00	2.959e+00	2.956e+00	2.959e+00
2	0	5.493e+00	5.596e+00	4.722e+00	4.066e+00	3.426e+00	3.332e+00	3.083e+00	3.125e+00	3.083e+00	3.125e+00	2.925e+00	3.033e+00
2	1	6.859e+00	6.423e+00	4.675e+00	5.125e+00	3.466e+00	3.539e+00	3.202e+00	3.362e+00	3.136e+00	3.152e+00	2.967e+00	2.564e+00
2	2	6.808e+00	6.402e+00	4.903e+00	4.211e+00	3.860e+00	3.063e+00	3.599e+00	2.863e+00	3.599e+00	2.863e+00	3.534e+00	2.447e+00
