x	y	0.fitness.0.	0.fitness.1.	5000.fitness.0.	5000.fitness.1.	10000.fitness.0.	10000.fitness.1.	15000.fitness.0.	15000.fitness.1.	25000.fitness.0.	25000.fitness.1.	50000.fitness.0.	50000.fitness.1.
0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	10	6.162e+00	6.016e+00	6.112e+00	5.184e+00	4.456e+00	4.177e+00	4.348e+00	4.066e+00	3.831e+00	3.752e+00	3.469e+00	2.985e+00
0	11	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	12	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	13	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	14	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	20	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	1	7.660e+00	6.732e+00	5.942e+00	5.698e+00	4.817e+00	4.107e+00	4.517e+00	3.689e+00	4.112e+00	3.353e+00	3.170e+00	3.176e+00
1	2	6.918e+00	5.269e+00	4.880e+00	4.431e+00	4.265e+00	4.300e+00	4.265e+00	4.300e+00	3.924e+00	2.952e+00	3.486e+00	2.933e+00
1	3	6.462e+00	6.314e+00	4.556e+00	4.333e+00	4.151e+00	4.200e+00	3.977e+00	4.168e+00	3.589e+00	3.221e+00	3.589e+00	3.221e+00
1	4	5.895e+00	4.894e+00	5.189e+00	3.828e+00	5.031e+00	3.795e+00	4.656e+00	3.593e+00	4.606e+00	3.278e+00	3.779e+00	2.986e+00
1	5	5.992e+00	6.411e+00	5.080e+00	5.760e+00	4.381e+00	3.770e+00	4.292e+00	3.481e+00	4.086e+00	3.223e+00	3.709e+00	3.115e+00
1	6	7.301e+00	6.044e+00	5.858e+00	4.188e+00	4.964e+00	3.750e+00	4.348e+00	3.260e+00	4.348e+00	3.260e+00	3.753e+00	3.022e+00
1	7	5.887e+00	5.927e+00	4.493e+00	4.357e+00	4.493e+00	4.357e+00	4.234e+00	4.040e+00	3.937e+00	3.865e+00	3.498e+00	3.053e+00
1	8	7.015e+00	6.778e+00	5.107e+00	4.478e+00	5.021e+00	4.122e+00	4.373e+00	4.085e+00	3.902e+00	4.004e+00	3.108e+00	3.348e+00
1	9	7.523e+00	6.682e+00	5.908e+00	5.678e+00	4.664e+00	4.010e+00	4.311e+00	3.698e+00	4.210e+00	3.684e+00	3.377e+00	3.047e+00
1	10	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	11	7.336e+00	6.261e+00	5.720e+00	5.265e+00	5.659e+00	5.157e+00	4.104e+00	4.221e+00	3.677e+00	3.792e+00	3.606e+00	3.363e+00
1	12	6.586e+00	6.269e+00	5.998e+00	4.671e+00	5.651e+00	4.054e+00	4.394e+00	3.050e+00	4.172e+00	2.916e+00	4.110e+00	2.895e+00
1	13	6.861e+00	5.132e+00	6.315e+00	4.147e+00	5.636e+00	3.354e+00	5.058e+00	3.209e+00	4.373e+00	3.099e+00	3.637e+00	2.751e+00
1	14	6.772e+00	6.355e+00	5.926e+00	5.676e+00	5.852e+00	3.972e+00	5.582e+00	3.665e+00	3.841e+00	2.923e+00	3.694e+00	2.755e+00
1	15	5.716e+00	5.731e+00	4.977e+00	4.767e+00	4.549e+00	3.842e+00	4.172e+00	3.692e+00	4.081e+00	3.381e+00	3.679e+00	2.928e+00
1	16	5.703e+00	5.090e+00	5.048e+00	4.553e+00	4.329e+00	3.915e+00	3.618e+00	3.476e+00	3.618e+00	3.476e+00	2.910e+00	3.225e+00
1	17	7.161e+00	6.226e+00	5.956e+00	5.233e+00	5.621e+00	5.122e+00	4.691e+00	3.935e+00	3.661e+00	3.328e+00	3.602e+00	3.302e+00
1	18	5.944e+00	6.291e+00	5.381e+00	5.829e+00	4.992e+00	4.879e+00	4.363e+00	3.848e+00	3.758e+00	3.806e+00	3.725e+00	3.702e+00
1	19	7.436e+00	5.950e+00	5.636e+00	5.280e+00	4.865e+00	4.819e+00	4.794e+00	4.803e+00	3.344e+00	3.892e+00	2.966e+00	3.250e+00
1	20	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	1	6.023e+00	5.184e+00	5.658e+00	4.997e+00	5.071e+00	4.773e+00	4.609e+00	4.166e+00	3.635e+00	3.566e+00	3.413e+00	2.944e+00
2	2	6.285e+00	6.045e+00	5.251e+00	5.423e+00	5.011e+00	5.229e+00	4.047e+00	3.967e+00	3.205e+00	3.520e+00	2.968e+00	3.248e+00
2	3	6.729e+00	6.309e+00	5.610e+00	5.152e+00	4.762e+00	4.406e+00	4.462e+00	4.125e+00	4.408e+00	3.565e+00	3.784e+00	2.341e+00
2	4	7.707e+00	7.123e+00	5.455e+00	5.208e+00	4.916e+00	4.150e+00	4.619e+00	3.701e+00	3.962e+00	3.496e+00	3.531e+00	3.029e+00
2	5	6.072e+00	4.936e+00	5.462e+00	4.568e+00	5.250e+00	4.505e+00	4.788e+00	3.941e+00	3.879e+00	3.591e+00	3.392e+00	3.266e+00
2	6	6.227e+00	5.862e+00	5.448e+00	4.774e+00	5.034e+00	4.570e+00	4.471e+00	4.109e+00	4.057e+00	3.763e+00	3.227e+00	3.420e+00
2	7	6.776e+00	5.254e+00	5.290e+00	4.337e+00	4.656e+00	3.476e+00	4.526e+00	3.388e+00	3.871e+00	3.087e+00	3.871e+00	3.087e+00
2	8	4.883e+00	4.739e+00	4.870e+00	4.642e+00	4.428e+00	4.485e+00	4.315e+00	3.975e+00	3.917e+00	3.480e+00	3.744e+00	3.223e+00
2	9	5.901e+00	5.202e+00	5.196e+00	4.727e+00	4.786e+00	4.502e+00	4.329e+00	3.774e+00	4.329e+00	3.774e+00	4.063e+00	2.493e+00
2	10	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	11	5.380e+00	5.158e+00	5.089e+00	4.673e+00	5.089e+00	4.673e+00	4.876e+00	4.072e+00	3.843e+00	3.246e+00	3.843e+00	3.246e+00
2	12	7.635e+00	6.552e+00	6.494e+00	5.715e+00	5.373e+00	4.407e+00	5.347e+00	3.570e+00	4.751e+00	3.088e+00	4.596e+00	2.874e+00
