x	y	0.fitness.0.	0.fitness.1.	5000.fitness.0.	5000.fitness.1.	10000.fitness.0.	10000.fitness.1.	15000.fitness.0.	15000.fitness.1.	25000.fitness.0.	25000.fitness.1.	50000.fitness.0.	50000.fitness.1.
0	0	9.200e-01	8.900e-01	8.700e-01	8.900e-01	8.200e-01	8.300e-01	8.200e-01	8.000e-01	7.900e-01	7.800e-01	7.100e-01	6.500e-01
0	1	9.000e-01	9.000e-01	8.800e-01	8.800e-01	8.600e-01	8.400e-01	8.200e-01	8.100e-01	7.900e-01	7.700e-01	7.400e-01	6.800e-01
0	2	8.300e-01	8.700e-01	8.200e-01	8.300e-01	8.200e-01	8.200e-01	8.200e-01	8.200e-01	7.800e-01	7.300e-01	6.900e-01	6.700e-01
0	3	9.100e-01	8.900e-01	9.100e-01	8.800e-01	8.800e-01	8.600e-01	8.600e-01	7.900e-01	7.700e-01	7.600e-01	6.900e-01	7.000e-01
0	4	9.500e-01	8.600e-01	9.200e-01	8.400e-01	9.200e-01	8.300e-01	9.100e-01	8.200e-01	9.100e-01	8.100e-01	6.700e-01	7.200e-01
0	5	8.700e-01	9.000e-01	8.500e-01	9.000e-01	8.300e-01	8.900e-01	7.700e-01	8.400e-01	7.500e-01	8.100e-01	6.900e-01	7.200e-01
0	6	8.700e-01	9.300e-01	8.000e-01	9.300e-01	7.900e-01	9.300e-01	7.500e-01	9.200e-01	7.200e-01	8.700e-01	6.700e-01	7.600e-01
0	7	8.700e-01	9.300e-01	8.700e-01	9.200e-01	8.300e-01	8.800e-01	8.000e-01	8.700e-01	7.500e-01	7.400e-01	7.100e-01	6.700e-01
0	8	8.200e-01	9.500e-01	8.100e-01	9.200e-01	8.100e-01	9.100e-01	8.000e-01	9.100e-01	7.600e-01	7.900e-01	7.200e-01	6.900e-01
0	9	8.700e-01	9.200e-01	8.300e-01	8.700e-01	8.300e-01	8.700e-01	8.300e-01	8.400e-01	8.100e-01	8.200e-01	6.900e-01	7.300e-01
0	10	8.900e-01	9.000e-01	8.900e-01	9.000e-01	8.900e-01	9.000e-01	8.900e-01	8.600e-01	7.900e-01	7.700e-01	7.000e-01	6.900e-01
0	11	9.400e-01	9.300e-01	8.300e-01	9.100e-01	7.900e-01	8.600e-01	7.900e-01	8.600e-01	7.700e-01	8.100e-01	6.900e-01	7.000e-01
0	12	8.800e-01	9.300e-01	8.400e-01	8.900e-01	8.300e-01	8.500e-01	8.200e-01	8.500e-01	7.800e-01	8.300e-01	6.700e-01	7.200e-01
0	13	8.600e-01	8.800e-01	8.600e-01	8.600e-01	8.500e-01	8.300e-01	8.000e-01	8.200e-01	7.600e-01	8.200e-01	6.400e-01	7.100e-01
0	14	8.900e-01	9.200e-01	8.500e-01	8.800e-01	7.900e-01	8.600e-01	7.800e-01	8.500e-01	7.700e-01	7.700e-01	6.700e-01	7.300e-01
0	15	8.900e-01	8.700e-01	8.700e-01	8.700e-01	8.500e-01	8.600e-01	8.400e-01	8.600e-01	7.800e-01	8.200e-01	6.400e-01	7.400e-01
0	16	8.900e-01	9.400e-01	8.900e-01	9.100e-01	8.900e-01	9.100e-01	8.800e-01	9.000e-01	7.300e-01	8.400e-01	6.400e-01	7.600e-01
0	17	8.800e-01	9.200e-01	8.800e-01	9.100e-01	8.700e-01	9.100e-01	8.100e-01	8.400e-01	7.800e-01	7.400e-01	7.700e-01	6.200e-01
