x	y	0.fitness.0.	0.fitness.1.	5000.fitness.0.	5000.fitness.1.	10000.fitness.0.	10000.fitness.1.	15000.fitness.0.	15000.fitness.1.	25000.fitness.0.	25000.fitness.1.	50000.fitness.0.	50000.fitness.1.
0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	10	8.423e+00	9.830e+00	6.882e+00	8.830e+00	6.095e+00	7.741e+00	5.777e+00	7.740e+00	5.427e+00	6.261e+00	4.469e+00	4.936e+00
0	11	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	12	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	13	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	14	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	20	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	1	8.086e+00	9.865e+00	8.086e+00	9.865e+00	7.052e+00	8.238e+00	6.811e+00	8.155e+00	5.028e+00	6.157e+00	4.634e+00	5.315e+00
1	2	8.664e+00	1.034e+01	6.666e+00	8.618e+00	6.572e+00	8.055e+00	6.493e+00	7.938e+00	4.917e+00	6.315e+00	4.334e+00	5.632e+00
1	3	8.810e+00	1.052e+01	6.964e+00	8.142e+00	6.571e+00	8.130e+00	6.571e+00	8.130e+00	4.729e+00	6.286e+00	4.125e+00	5.699e+00
1	4	8.639e+00	1.016e+01	7.363e+00	8.892e+00	6.412e+00	7.683e+00	6.214e+00	7.405e+00	5.294e+00	6.175e+00	4.449e+00	5.648e+00
1	5	8.442e+00	9.725e+00	7.707e+00	8.486e+00	6.669e+00	7.830e+00	6.152e+00	7.594e+00	4.815e+00	6.566e+00	4.307e+00	6.432e+00
1	6	8.198e+00	9.968e+00	6.884e+00	8.448e+00	6.302e+00	7.872e+00	5.874e+00	7.304e+00	4.921e+00	6.817e+00	3.729e+00	5.581e+00
1	7	7.161e+00	8.908e+00	7.161e+00	8.908e+00	5.817e+00	7.873e+00	5.315e+00	6.965e+00	4.981e+00	6.917e+00	3.936e+00	5.432e+00
1	8	8.587e+00	1.030e+01	7.289e+00	8.775e+00	6.654e+00	7.899e+00	5.162e+00	7.206e+00	4.754e+00	6.581e+00	4.247e+00	5.993e+00
1	9	8.932e+00	9.665e+00	7.945e+00	9.236e+00	6.379e+00	7.754e+00	5.734e+00	7.414e+00	4.667e+00	6.478e+00	4.152e+00	5.684e+00
1	10	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	11	7.539e+00	9.346e+00	6.591e+00	8.464e+00	6.333e+00	8.241e+00	5.525e+00	7.063e+00	4.722e+00	6.371e+00	3.677e+00	6.166e+00
1	12	7.991e+00	9.664e+00	7.602e+00	9.347e+00	6.609e+00	9.073e+00	5.402e+00	8.001e+00	4.991e+00	6.970e+00	3.726e+00	6.189e+00
1	13	8.846e+00	1.014e+01	7.510e+00	9.144e+00	6.023e+00	8.108e+00	5.798e+00	7.359e+00	5.640e+00	7.079e+00	4.212e+00	5.813e+00
1	14	9.053e+00	1.044e+01	7.546e+00	8.869e+00	6.757e+00	8.062e+00	5.730e+00	7.102e+00	4.466e+00	5.989e+00	4.091e+00	5.333e+00
1	15	8.035e+00	9.843e+00	7.214e+00	8.865e+00	6.421e+00	8.182e+00	5.393e+00	7.067e+00	4.710e+00	6.269e+00	4.382e+00	5.903e+00
1	16	8.199e+00	9.587e+00	8.151e+00	9.444e+00	6.690e+00	8.614e+00	5.140e+00	6.944e+00	4.726e+00	6.610e+00	4.137e+00	5.253e+00
1	17	7.648e+00	9.279e+00	7.593e+00	9.266e+00	6.647e+00	8.065e+00	5.357e+00	7.132e+00	4.719e+00	6.886e+00	4.372e+00	5.953e+00
1	18	8.034e+00	9.643e+00	7.280e+00	8.781e+00	5.976e+00	7.661e+00	5.976e+00	7.661e+00	4.768e+00	7.005e+00	3.877e+00	6.278e+00
1	19	8.197e+00	9.822e+00	7.052e+00	8.510e+00	6.466e+00	8.161e+00	5.925e+00	7.323e+00	5.054e+00	6.597e+00	4.681e+00	6.024e+00
1	20	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	1	7.868e+00	9.784e+00	6.691e+00	8.592e+00	6.372e+00	8.052e+00	5.980e+00	6.367e+00	4.691e+00	5.567e+00	4.691e+00	5.567e+00
2	2	7.855e+00	1.006e+01	7.120e+00	9.060e+00	7.120e+00	9.060e+00	5.765e+00	6.591e+00	4.926e+00	6.106e+00	4.276e+00	5.666e+00
2	3	8.089e+00	9.675e+00	7.360e+00	8.515e+00	7.321e+00	8.515e+00	6.098e+00	7.146e+00	4.695e+00	6.532e+00	4.238e+00	5.893e+00
2	4	8.149e+00	1.005e+01	7.354e+00	8.962e+00	6.937e+00	8.314e+00	6.046e+00	7.398e+00	5.083e+00	6.867e+00	4.310e+00	5.529e+00
2	5	7.929e+00	9.570e+00	7.366e+00	9.139e+00	7.040e+00	8.712e+00	6.755e+00	8.628e+00	4.876e+00	7.423e+00	3.873e+00	5.487e+00
2	6	8.139e+00	9.589e+00	7.168e+00	8.560e+00	6.478e+00	8.153e+00	5.195e+00	7.114e+00	5.118e+00	6.545e+00	3.894e+00	5.864e+00
2	7	7.935e+00	9.745e+00	7.164e+00	8.863e+00	6.502e+00	7.656e+00	5.320e+00	7.039e+00	4.480e+00	6.709e+00	4.131e+00	5.554e+00
2	8	7.763e+00	9.289e+00	7.627e+00	9.123e+00	5.768e+00	7.478e+00	5.095e+00	6.692e+00	4.819e+00	6.601e+00	4.338e+00	5.871e+00
2	9	7.949e+00	9.688e+00	7.544e+00	9.396e+00	6.503e+00	8.400e+00	5.739e+00	7.938e+00	4.763e+00	6.901e+00	4.339e+00	5.907e+00
2	10	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	11	7.814e+00	9.049e+00	6.772e+00	8.173e+00	6.519e+00	7.528e+00	5.660e+00	6.791e+00	4.844e+00	6.347e+00	4.356e+00	5.046e+00
2	12	9.001e+00	1.094e+01	7.219e+00	9.343e+00	6.647e+00	8.490e+00	5.240e+00	6.803e+00	5.149e+00	6.691e+00	4.370e+00	5.590e+00
