x	y	0.fitness.0.	0.fitness.1.	5000.fitness.0.	5000.fitness.1.	10000.fitness.0.	10000.fitness.1.	15000.fitness.0.	15000.fitness.1.	25000.fitness.0.	25000.fitness.1.	50000.fitness.0.	50000.fitness.1.
0	0	9.200e-01	9.200e-01	9.200e-01	8.800e-01	7.600e-01	8.000e-01	7.600e-01	7.600e-01	6.400e-01	6.800e-01	5.200e-01	4.800e-01
0	1	7.600e-01	9.600e-01	7.600e-01	9.200e-01	7.600e-01	8.800e-01	7.200e-01	6.800e-01	6.400e-01	6.400e-01	4.800e-01	4.800e-01
0	2	9.600e-01	9.200e-01	9.200e-01	8.000e-01	8.400e-01	8.000e-01	7.200e-01	7.600e-01	6.800e-01	6.400e-01	5.600e-01	5.600e-01
0	3	8.000e-01	9.200e-01	7.600e-01	8.800e-01	7.200e-01	8.800e-01	6.800e-01	7.600e-01	6.400e-01	7.200e-01	5.200e-01	4.800e-01
0	4	9.200e-01	9.200e-01	8.800e-01	8.400e-01	7.600e-01	7.600e-01	7.600e-01	7.200e-01	6.800e-01	6.400e-01	4.000e-01	6.000e-01
0	5	8.800e-01	9.200e-01	8.000e-01	8.400e-01	7.600e-01	8.400e-01	7.200e-01	6.800e-01	6.800e-01	6.400e-01	5.600e-01	5.600e-01
0	6	9.600e-01	9.600e-01	8.400e-01	9.200e-01	8.400e-01	8.800e-01	7.600e-01	6.400e-01	7.200e-01	6.000e-01	5.600e-01	5.600e-01
0	7	9.200e-01	7.200e-01	8.400e-01	7.200e-01	7.200e-01	7.200e-01	6.800e-01	6.800e-01	6.800e-01	6.000e-01	6.000e-01	4.800e-01
0	8	9.200e-01	8.400e-01	8.800e-01	7.600e-01	8.800e-01	6.800e-01	8.800e-01	6.400e-01	7.600e-01	6.000e-01	5.600e-01	4.400e-01
0	9	9.200e-01	8.000e-01	8.000e-01	8.000e-01	8.000e-01	8.000e-01	8.000e-01	7.200e-01	5.600e-01	6.800e-01	4.800e-01	6.000e-01
0	10	8.000e-01	9.600e-01	7.600e-01	8.400e-01	7.600e-01	8.400e-01	7.600e-01	8.400e-01	6.800e-01	6.400e-01	5.600e-01	5.200e-01
0	11	9.600e-01	8.800e-01	8.800e-01	8.800e-01	8.400e-01	8.800e-01	6.400e-01	8.400e-01	6.000e-01	8.000e-01	5.200e-01	5.600e-01
0	12	1.000e+00	8.800e-01	1.000e+00	8.800e-01	7.600e-01	8.000e-01	7.200e-01	7.600e-01	6.800e-01	6.800e-01	5.600e-01	6.400e-01
0	13	6.400e-01	9.600e-01	6.400e-01	9.200e-01	6.000e-01	8.000e-01	5.600e-01	8.000e-01	5.600e-01	8.000e-01	5.600e-01	5.200e-01
0	14	8.400e-01	8.800e-01	6.800e-01	8.400e-01	6.800e-01	8.400e-01	6.800e-01	8.400e-01	6.000e-01	6.000e-01	6.000e-01	4.800e-01
0	15	8.800e-01	9.200e-01	8.000e-01	8.400e-01	8.000e-01	8.400e-01	6.800e-01	8.400e-01	5.600e-01	8.400e-01	4.400e-01	6.000e-01
0	16	8.800e-01	8.800e-01	8.400e-01	7.600e-01	8.400e-01	7.200e-01	8.400e-01	5.600e-01	7.200e-01	4.800e-01	6.400e-01	4.800e-01
0	17	9.600e-01	9.200e-01	8.000e-01	7.200e-01	7.200e-01	6.800e-01	7.200e-01	6.400e-01	6.000e-01	6.400e-01	5.200e-01	6.000e-01
0	18	8.800e-01	8.400e-01	7.600e-01	7.200e-01	7.600e-01	6.800e-01	7.600e-01	6.800e-01	6.800e-01	6.800e-01	6.000e-01	5.600e-01
0	19	9.200e-01	9.600e-01	8.400e-01	8.400e-01	8.000e-01	7.600e-01	7.600e-01	7.600e-01	6.800e-01	6.000e-01	5.600e-01	6.000e-01
0	20	9.200e-01	8.800e-01	9.200e-01	8.800e-01	7.600e-01	8.400e-01	7.200e-01	8.000e-01	6.400e-01	6.000e-01	5.600e-01	5.200e-01
1	0	7.600e-01	8.400e-01	7.600e-01	8.400e-01	7.600e-01	6.800e-01	7.600e-01	6.800e-01	6.000e-01	6.800e-01	5.200e-01	5.600e-01
1	1	8.400e-01	8.800e-01	8.400e-01	8.400e-01	7.600e-01	7.600e-01	7.200e-01	7.600e-01	6.400e-01	6.400e-01	6.400e-01	4.800e-01
1	2	8.400e-01	9.600e-01	7.600e-01	9.200e-01	7.200e-01	8.400e-01	7.200e-01	8.000e-01	6.000e-01	7.600e-01	5.200e-01	6.000e-01
1	3	9.200e-01	1.000e+00	8.800e-01	8.400e-01	8.000e-01	8.400e-01	6.800e-01	7.600e-01	6.000e-01	6.000e-01	5.200e-01	5.600e-01
1	4	9.200e-01	8.400e-01	9.200e-01	8.400e-01	8.400e-01	8.000e-01	8.000e-01	7.200e-01	7.600e-01	5.200e-01	6.000e-01	5.200e-01
1	5	9.200e-01	8.400e-01	8.400e-01	8.000e-01	8.400e-01	8.000e-01	7.200e-01	6.400e-01	6.400e-01	5.600e-01	5.600e-01	5.600e-01
