evals.q.250.	_.circularPointsAiming.10.3.ga.best.fitness	_.circularPointsAiming.10.3.ga.best.fitness.min	_.circularPointsAiming.10.3.ga.best.fitness.max	_.circularPointsAiming.10.3.ga.33.best.fitness	_.circularPointsAiming.10.3.ga.33.best.fitness.min	_.circularPointsAiming.10.3.ga.33.best.fitness.max	_.circularPointsAiming.10.3.pso.best.fitness	_.circularPointsAiming.10.3.pso.best.fitness.min	_.circularPointsAiming.10.3.pso.best.fitness.max	_.circularPointsAiming.10.3.de.best.fitness	_.circularPointsAiming.10.3.de.best.fitness.min	_.circularPointsAiming.10.3.de.best.fitness.max	_.circularPointsAiming.10.3.me.2.best.fitness	_.circularPointsAiming.10.3.me.2.best.fitness.min	_.circularPointsAiming.10.3.me.2.best.fitness.max	_.circularPointsAiming.10.3.cabea.e.11.best.fitness	_.circularPointsAiming.10.3.cabea.e.11.best.fitness.min	_.circularPointsAiming.10.3.cabea.e.11.best.fitness.max	_.circularPointsAiming.10.3.cabea.cc.11.best.fitness	_.circularPointsAiming.10.3.cabea.cc.11.best.fitness.min	_.circularPointsAiming.10.3.cabea.cc.11.best.fitness.max	_.circularPointsAiming.10.3.cabea.e.21.best.fitness	_.circularPointsAiming.10.3.cabea.e.21.best.fitness.min	_.circularPointsAiming.10.3.cabea.e.21.best.fitness.max	_.circularPointsAiming.10.3.cabea.cc.21.best.fitness	_.circularPointsAiming.10.3.cabea.cc.21.best.fitness.min	_.circularPointsAiming.10.3.cabea.cc.21.best.fitness.max
1.650e+04	3.282e-01	3.080e-01	3.428e-01	3.255e-01	2.816e-01	3.671e-01	8.433e-06	6.122e-06	1.204e-05	4.152e-01	8.799e-02	1.023e+00	5.055e-01	4.718e-01	5.265e-01	3.765e-01	3.569e-01	3.934e-01	3.668e-01	3.301e-01	3.873e-01	nan	nan	nan	4.931e-01	4.704e-01	5.265e-01
1.675e+04	3.282e-01	3.080e-01	3.428e-01	3.255e-01	2.816e-01	3.671e-01	7.401e-06	5.288e-06	1.109e-05	4.152e-01	8.799e-02	1.023e+00	5.055e-01	4.718e-01	5.187e-01	3.765e-01	3.569e-01	3.934e-01	3.668e-01	3.261e-01	3.873e-01	5.389e-01	4.641e-01	5.625e-01	4.931e-01	4.704e-01	5.261e-01
1.700e+04	3.267e-01	3.080e-01	3.387e-01	3.255e-01	2.816e-01	3.671e-01	6.539e-06	4.775e-06	8.953e-06	4.152e-01	8.799e-02	1.023e+00	5.055e-01	4.718e-01	5.187e-01	3.734e-01	3.569e-01	3.934e-01	3.668e-01	3.261e-01	3.873e-01	nan	nan	nan	4.920e-01	4.686e-01	5.204e-01
1.725e+04	3.267e-01	3.080e-01	3.387e-01	3.255e-01	2.816e-01	3.671e-01	5.705e-06	3.935e-06	7.472e-06	4.152e-01	8.799e-02	1.023e+00	4.901e-01	4.646e-01	5.183e-01	3.728e-01	3.302e-01	3.890e-01	3.668e-01	3.261e-01	3.873e-01	5.389e-01	4.641e-01	5.625e-01	nan	nan	nan
1.750e+04	3.265e-01	3.080e-01	3.346e-01	3.255e-01	2.816e-01	3.671e-01	4.961e-06	3.368e-06	6.702e-06	4.152e-01	8.799e-02	1.023e+00	4.858e-01	4.646e-01	5.173e-01	3.728e-01	3.285e-01	3.875e-01	3.668e-01	3.261e-01	3.870e-01	nan	nan	nan	4.920e-01	4.686e-01	5.204e-01
1.775e+04	3.265e-01	3.080e-01	3.346e-01	3.164e-01	2.816e-01	3.506e-01	4.412e-06	2.828e-06	6.123e-06	4.152e-01	8.799e-02	1.023e+00	4.845e-01	4.602e-01	5.166e-01	3.666e-01	3.285e-01	3.863e-01	3.668e-01	3.261e-01	3.870e-01	5.344e-01	4.641e-01	5.558e-01	4.920e-01	4.530e-01	5.204e-01
1.800e+04	3.234e-01	3.080e-01	3.346e-01	3.164e-01	2.816e-01	3.506e-01	3.689e-06	2.393e-06	5.113e-06	4.152e-01	8.799e-02	1.023e+00	4.845e-01	4.550e-01	5.166e-01	3.666e-01	3.285e-01	3.863e-01	3.601e-01	3.261e-01	3.858e-01	5.229e-01	4.641e-01	5.558e-01	4.862e-01	4.416e-01	5.122e-01
1.825e+04	3.234e-01	2.880e-01	3.346e-01	3.164e-01	2.816e-01	3.506e-01	3.220e-06	2.103e-06	4.637e-06	4.152e-01	8.799e-02	1.023e+00	4.792e-01	4.537e-01	5.092e-01	3.666e-01	3.285e-01	3.863e-01	3.567e-01	3.261e-01	3.838e-01	nan	nan	nan	nan	nan	nan
1.850e+04	3.234e-01	2.880e-01	3.346e-01	3.164e-01	2.816e-01	3.504e-01	2.722e-06	1.860e-06	3.726e-06	4.152e-01	8.799e-02	1.023e+00	4.777e-01	4.537e-01	5.070e-01	3.666e-01	3.285e-01	3.829e-01	3.560e-01	3.261e-01	3.830e-01	5.163e-01	4.641e-01	5.440e-01	4.796e-01	4.399e-01	5.083e-01
1.875e+04	3.234e-01	2.880e-01	3.346e-01	3.164e-01	2.816e-01	3.504e-01	2.246e-06	1.502e-06	2.884e-06	4.152e-01	8.799e-02	1.023e+00	4.773e-01	4.470e-01	5.055e-01	3.666e-01	3.285e-01	3.829e-01	3.560e-01	3.261e-01	3.830e-01	nan	nan	nan	4.768e-01	4.399e-01	5.045e-01
1.900e+04	3.234e-01	2.880e-01	3.346e-01	3.164e-01	2.816e-01	3.455e-01	1.832e-06	1.342e-06	2.541e-06	4.152e-01	8.799e-02	1.023e+00	4.773e-01	4.470e-01	5.055e-01	3.653e-01	3.285e-01	3.792e-01	3.557e-01	3.192e-01	3.830e-01	5.149e-01	4.641e-01	5.440e-01	4.768e-01	4.399e-01	5.045e-01
1.925e+04	3.234e-01	2.880e-01	3.346e-01	3.164e-01	2.816e-01	3.455e-01	1.520e-06	1.034e-06	1.998e-06	4.152e-01	8.799e-02	1.023e+00	4.718e-01	4.449e-01	4.943e-01	3.653e-01	3.285e-01	3.792e-01	3.557e-01	3.192e-01	3.811e-01	nan	nan	nan	nan	nan	nan
1.950e+04	3.234e-01	2.880e-01	3.346e-01	3.159e-01	2.816e-01	3.329e-01	1.258e-06	8.244e-07	1.787e-06	4.152e-01	8.799e-02	1.023e+00	4.718e-01	4.258e-01	4.901e-01	3.653e-01	3.285e-01	3.792e-01	3.557e-01	3.192e-01	3.811e-01	5.051e-01	4.639e-01	5.185e-01	4.757e-01	4.399e-01	4.920e-01
1.975e+04	3.234e-01	2.880e-01	3.346e-01	3.159e-01	2.816e-01	3.329e-01	1.137e-06	6.010e-07	1.651e-06	4.152e-01	8.799e-02	1.023e+00	4.621e-01	4.258e-01	4.845e-01	3.653e-01	3.285e-01	3.792e-01	3.557e-01	3.192e-01	3.811e-01	5.020e-01	4.628e-01	5.149e-01	4.757e-01	4.379e-01	4.920e-01
2.000e+04	3.234e-01	2.880e-01	3.346e-01	3.159e-01	2.816e-01	3.329e-01	9.775e-07	4.701e-07	1.563e-06	4.152e-01	8.799e-02	1.023e+00	4.621e-01	4.258e-01	4.845e-01	3.653e-01	3.285e-01	3.781e-01	3.473e-01	3.192e-01	3.811e-01	nan	nan	nan	4.633e-01	4.355e-01	4.880e-01
2.025e+04	3.234e-01	2.880e-01	3.346e-01	3.159e-01	2.816e-01	3.329e-01	9.110e-07	3.299e-07	1.471e-06	4.152e-01	8.799e-02	1.023e+00	4.550e-01	4.258e-01	4.845e-01	3.653e-01	3.285e-01	3.781e-01	3.436e-01	3.192e-01	3.811e-01	4.969e-01	4.628e-01	5.149e-01	nan	nan	nan
2.050e+04	3.234e-01	2.880e-01	3.346e-01	3.159e-01	2.816e-01	3.329e-01	7.938e-07	3.356e-07	1.259e-06	4.152e-01	8.799e-02	1.023e+00	4.537e-01	4.093e-01	4.792e-01	3.653e-01	3.285e-01	3.781e-01	3.436e-01	3.192e-01	3.811e-01	nan	nan	nan	4.633e-01	4.355e-01	4.844e-01
2.075e+04	3.234e-01	2.880e-01	3.346e-01	3.159e-01	2.816e-01	3.329e-01	6.288e-07	2.933e-07	1.078e-06	4.152e-01	8.799e-02	1.023e+00	4.537e-01	4.093e-01	4.777e-01	3.653e-01	3.285e-01	3.781e-01	3.392e-01	3.192e-01	3.668e-01	4.933e-01	4.628e-01	5.139e-01	4.530e-01	4.355e-01	4.839e-01
2.100e+04	3.234e-01	2.814e-01	3.346e-01	3.159e-01	2.816e-01	3.329e-01	5.275e-07	2.689e-07	8.276e-07	4.152e-01	8.799e-02	1.023e+00	4.521e-01	4.093e-01	4.763e-01	3.605e-01	3.285e-01	3.781e-01	3.392e-01	3.102e-01	3.668e-01	nan	nan	nan	4.526e-01	4.331e-01	4.821e-01
2.125e+04	3.234e-01	2.814e-01	3.346e-01	3.159e-01	2.816e-01	3.329e-01	4.573e-07	2.476e-07	6.948e-07	4.152e-01	8.799e-02	1.023e+00	4.520e-01	4.093e-01	4.763e-01	3.605e-01	3.285e-01	3.781e-01	3.392e-01	3.102e-01	3.668e-01	4.926e-01	4.628e-01	5.139e-01	nan	nan	nan
2.150e+04	3.234e-01	2.814e-01	3.346e-01	3.053e-01	2.816e-01	3.326e-01	3.726e-07	1.768e-07	6.018e-07	4.152e-01	8.799e-02	1.023e+00	4.520e-01	4.093e-01	4.763e-01	3.605e-01	3.285e-01	3.781e-01	3.392e-01	3.102e-01	3.668e-01	4.834e-01	4.593e-01	5.073e-01	4.478e-01	4.220e-01	4.778e-01
2.175e+04	3.234e-01	2.814e-01	3.346e-01	3.053e-01	2.816e-01	3.326e-01	3.202e-07	1.423e-07	4.747e-07	4.152e-01	8.799e-02	1.023e+00	4.520e-01	4.093e-01	4.763e-01	3.605e-01	3.285e-01	3.781e-01	3.392e-01	3.102e-01	3.668e-01	nan	nan	nan	4.399e-01	4.114e-01	4.778e-01
2.200e+04	3.234e-01	2.814e-01	3.346e-01	3.053e-01	2.816e-01	3.326e-01	2.879e-07	1.197e-07	4.318e-07	4.152e-01	8.799e-02	1.023e+00	4.520e-01	4.093e-01	4.763e-01	3.605e-01	3.285e-01	3.781e-01	3.371e-01	3.102e-01	3.668e-01	4.829e-01	4.552e-01	5.073e-01	4.399e-01	3.914e-01	4.757e-01
2.225e+04	3.234e-01	2.814e-01	3.346e-01	3.053e-01	2.816e-01	3.325e-01	2.308e-07	9.860e-08	3.787e-07	4.152e-01	8.799e-02	1.023e+00	4.520e-01	4.093e-01	4.763e-01	3.605e-01	3.285e-01	3.781e-01	3.371e-01	3.102e-01	3.668e-01	nan	nan	nan	4.399e-01	3.914e-01	4.751e-01
2.250e+04	3.234e-01	2.814e-01	3.346e-01	3.053e-01	2.816e-01	3.325e-01	1.807e-07	8.147e-08	3.174e-07	4.152e-01	8.799e-02	1.023e+00	4.520e-01	4.093e-01	4.763e-01	3.605e-01	3.285e-01	3.781e-01	3.371e-01	3.102e-01	3.668e-01	4.775e-01	4.551e-01	5.073e-01	nan	nan	nan
2.275e+04	3.234e-01	2.814e-01	3.346e-01	3.053e-01	2.816e-01	3.325e-01	1.535e-07	6.892e-08	2.915e-07	4.152e-01	8.799e-02	1.023e+00	4.520e-01	4.093e-01	4.763e-01	3.600e-01	3.285e-01	3.765e-01	3.360e-01	3.102e-01	3.668e-01	nan	nan	nan	4.399e-01	3.914e-01	4.751e-01
2.300e+04	3.234e-01	2.814e-01	3.346e-01	3.053e-01	2.816e-01	3.325e-01	1.240e-07	6.122e-08	2.417e-07	4.152e-01	8.799e-02	1.023e+00	4.520e-01	4.093e-01	4.763e-01	3.600e-01	3.285e-01	3.765e-01	3.360e-01	3.102e-01	3.668e-01	4.656e-01	4.445e-01	4.969e-01	4.399e-01	3.914e-01	4.751e-01
2.325e+04	3.234e-01	2.814e-01	3.346e-01	3.053e-01	2.816e-01	3.325e-01	1.106e-07	5.538e-08	1.921e-07	4.152e-01	8.799e-02	1.023e+00	4.470e-01	4.052e-01	4.763e-01	3.600e-01	3.285e-01	3.741e-01	3.360e-01	3.102e-01	3.668e-01	4.641e-01	4.430e-01	4.891e-01	4.355e-01	3.780e-01	4.633e-01
2.350e+04	3.234e-01	2.814e-01	3.346e-01	3.053e-01	2.816e-01	3.325e-01	8.164e-08	4.757e-08	1.651e-07	4.152e-01	8.799e-02	1.023e+00	4.470e-01	4.052e-01	4.763e-01	3.600e-01	3.285e-01	3.741e-01	3.360e-01	3.102e-01	3.668e-01	nan	nan	nan	nan	nan	nan
2.375e+04	3.234e-01	2.814e-01	3.346e-01	3.053e-01	2.816e-01	3.325e-01	6.583e-08	3.703e-08	1.381e-07	4.152e-01	8.799e-02	1.023e+00	4.449e-01	4.052e-01	4.718e-01	3.600e-01	3.285e-01	3.741e-01	3.360e-01	3.102e-01	3.668e-01	4.641e-01	4.430e-01	4.872e-01	4.326e-01	3.770e-01	4.526e-01
2.400e+04	3.182e-01	2.797e-01	3.327e-01	3.053e-01	2.799e-01	3.325e-01	5.956e-08	3.172e-08	1.092e-07	4.152e-01	8.799e-02	1.023e+00	4.449e-01	4.052e-01	4.718e-01	3.600e-01	3.285e-01	3.741e-01	3.360e-01	3.102e-01	3.668e-01	nan	nan	nan	4.270e-01	3.618e-01	4.526e-01
2.425e+04	3.182e-01	2.797e-01	3.327e-01	2.989e-01	2.746e-01	3.325e-01	4.815e-08	2.762e-08	9.505e-08	4.152e-01	8.799e-02	1.023e+00	4.449e-01	4.052e-01	4.718e-01	3.595e-01	3.285e-01	3.741e-01	3.344e-01	3.050e-01	3.668e-01	4.593e-01	4.217e-01	4.843e-01	4.270e-01	3.604e-01	4.526e-01
2.450e+04	3.182e-01	2.797e-01	3.304e-01	2.989e-01	2.746e-01	3.325e-01	3.927e-08	2.240e-08	8.268e-08	4.152e-01	8.799e-02	1.023e+00	4.449e-01	4.052e-01	4.718e-01	3.595e-01	3.285e-01	3.739e-01	3.344e-01	3.050e-01	3.668e-01	nan	nan	nan	nan	nan	nan
2.475e+04	3.182e-01	2.797e-01	3.304e-01	2.989e-01	2.746e-01	3.325e-01	3.248e-08	1.633e-08	7.312e-08	4.152e-01	8.799e-02	1.023e+00	4.449e-01	4.052e-01	4.718e-01	3.595e-01	3.285e-01	3.739e-01	3.344e-01	3.050e-01	3.668e-01	4.593e-01	4.217e-01	4.843e-01	4.111e-01	3.604e-01	4.399e-01
2.500e+04	3.182e-01	2.797e-01	3.304e-01	2.989e-01	2.746e-01	3.325e-01	2.670e-08	1.347e-08	5.747e-08	4.152e-01	8.799e-02	1.023e+00	4.449e-01	4.052e-01	4.718e-01	3.595e-01	3.285e-01	3.739e-01	3.344e-01	3.050e-01	3.668e-01	nan	nan	nan	4.111e-01	3.604e-01	4.399e-01
2.525e+04	3.175e-01	2.797e-01	3.304e-01	2.989e-01	2.746e-01	3.325e-01	2.453e-08	1.225e-08	4.888e-08	4.152e-01	8.799e-02	1.023e+00	4.334e-01	4.052e-01	4.718e-01	3.595e-01	3.285e-01	3.739e-01	3.344e-01	3.050e-01	3.668e-01	4.552e-01	4.151e-01	4.829e-01	4.071e-01	3.604e-01	4.399e-01
2.550e+04	3.175e-01	2.797e-01	3.297e-01	2.989e-01	2.746e-01	3.325e-01	2.139e-08	1.015e-08	3.876e-08	4.152e-01	8.799e-02	1.023e+00	4.334e-01	4.052e-01	4.718e-01	3.595e-01	3.285e-01	3.739e-01	3.344e-01	3.050e-01	3.668e-01	4.522e-01	4.151e-01	4.656e-01	nan	nan	nan
2.575e+04	3.175e-01	2.797e-01	3.297e-01	2.989e-01	2.746e-01	3.325e-01	1.814e-08	9.095e-09	3.538e-08	4.152e-01	8.799e-02	1.023e+00	4.334e-01	4.013e-01	4.537e-01	3.595e-01	3.285e-01	3.739e-01	3.339e-01	3.050e-01	3.611e-01	nan	nan	nan	4.071e-01	3.490e-01	4.355e-01
2.600e+04	3.175e-01	2.797e-01	3.297e-01	2.989e-01	2.746e-01	3.325e-01	1.629e-08	7.937e-09	2.961e-08	4.152e-01	8.799e-02	1.023e+00	4.334e-01	4.013e-01	4.537e-01	3.595e-01	3.285e-01	3.739e-01	3.339e-01	3.050e-01	3.611e-01	4.435e-01	4.114e-01	4.656e-01	3.914e-01	3.478e-01	4.337e-01
2.625e+04	3.175e-01	2.797e-01	3.297e-01	2.989e-01	2.746e-01	3.325e-01	1.473e-08	7.090e-09	2.379e-08	4.152e-01	8.799e-02	1.023e+00	4.334e-01	4.013e-01	4.537e-01	3.595e-01	3.285e-01	3.739e-01	3.339e-01	3.047e-01	3.611e-01	nan	nan	nan	3.914e-01	3.478e-01	4.331e-01
2.650e+04	3.175e-01	2.797e-01	3.297e-01	2.986e-01	2.746e-01	3.325e-01	9.833e-09	4.966e-09	1.990e-08	4.152e-01	8.799e-02	1.023e+00	4.334e-01	4.013e-01	4.537e-01	3.595e-01	3.285e-01	3.739e-01	3.339e-01	3.047e-01	3.611e-01	4.409e-01	4.114e-01	4.638e-01	nan	nan	nan
2.675e+04	3.175e-01	2.797e-01	3.297e-01	2.986e-01	2.746e-01	3.311e-01	8.038e-09	4.088e-09	1.844e-08	4.152e-01	8.799e-02	1.023e+00	4.302e-01	4.013e-01	4.521e-01	3.569e-01	3.285e-01	3.739e-01	3.339e-01	3.047e-01	3.611e-01	nan	nan	nan	3.914e-01	3.478e-01	4.331e-01
2.700e+04	3.175e-01	2.797e-01	3.297e-01	2.986e-01	2.746e-01	3.311e-01	7.636e-09	3.445e-09	1.567e-08	4.152e-01	8.799e-02	1.023e+00	4.302e-01	4.013e-01	4.520e-01	3.569e-01	3.285e-01	3.739e-01	3.339e-01	3.047e-01	3.611e-01	4.409e-01	4.001e-01	4.593e-01	3.914e-01	3.471e-01	4.331e-01
2.725e+04	3.175e-01	2.797e-01	3.297e-01	2.986e-01	2.746e-01	3.311e-01	7.112e-09	3.370e-09	1.303e-08	4.152e-01	8.799e-02	1.023e+00	4.285e-01	3.906e-01	4.474e-01	3.569e-01	3.285e-01	3.739e-01	3.339e-01	3.047e-01	3.611e-01	4.359e-01	3.998e-01	4.585e-01	3.914e-01	3.471e-01	4.331e-01
2.750e+04	3.161e-01	2.797e-01	3.297e-01	2.986e-01	2.746e-01	3.311e-01	6.330e-09	2.776e-09	1.103e-08	4.152e-01	8.799e-02	1.023e+00	4.285e-01	3.906e-01	4.474e-01	3.569e-01	3.285e-01	3.739e-01	3.339e-01	3.047e-01	3.611e-01	nan	nan	nan	nan	nan	nan
2.775e+04	3.105e-01	2.797e-01	3.297e-01	2.986e-01	2.746e-01	3.311e-01	5.872e-09	2.327e-09	9.668e-09	4.152e-01	8.799e-02	1.023e+00	4.273e-01	3.891e-01	4.474e-01	3.569e-01	3.285e-01	3.739e-01	3.339e-01	3.047e-01	3.611e-01	4.262e-01	3.998e-01	4.553e-01	3.914e-01	3.471e-01	4.331e-01
2.800e+04	3.105e-01	2.797e-01	3.282e-01	2.986e-01	2.746e-01	3.311e-01	4.124e-09	2.123e-09	8.484e-09	4.152e-01	8.799e-02	1.023e+00	4.273e-01	3.891e-01	4.474e-01	3.559e-01	3.285e-01	3.739e-01	3.325e-01	3.047e-01	3.611e-01	nan	nan	nan	3.914e-01	3.471e-01	4.270e-01
2.825e+04	3.105e-01	2.797e-01	3.282e-01	2.986e-01	2.746e-01	3.311e-01	3.222e-09	1.854e-09	7.868e-09	4.152e-01	8.799e-02	1.023e+00	4.273e-01	3.891e-01	4.474e-01	3.559e-01	3.285e-01	3.739e-01	3.325e-01	3.047e-01	3.611e-01	4.200e-01	3.964e-01	4.470e-01	3.914e-01	3.471e-01	4.270e-01
2.850e+04	3.105e-01	2.797e-01	3.282e-01	2.986e-01	2.746e-01	3.311e-01	2.410e-09	1.633e-09	6.548e-09	4.152e-01	8.799e-02	1.023e+00	4.273e-01	3.891e-01	4.474e-01	3.559e-01	3.285e-01	3.739e-01	3.325e-01	3.047e-01	3.611e-01	nan	nan	nan	3.893e-01	3.471e-01	4.189e-01
2.875e+04	3.104e-01	2.797e-01	3.282e-01	2.986e-01	2.746e-01	3.311e-01	2.121e-09	1.414e-09	5.105e-09	4.152e-01	8.799e-02	1.023e+00	4.273e-01	3.891e-01	4.474e-01	3.559e-01	3.285e-01	3.739e-01	3.325e-01	3.047e-01	3.611e-01	4.200e-01	3.917e-01	4.459e-01	nan	nan	nan
2.900e+04	3.104e-01	2.774e-01	3.282e-01	2.986e-01	2.746e-01	3.311e-01	1.821e-09	1.180e-09	4.270e-09	4.152e-01	8.799e-02	1.023e+00	4.273e-01	3.891e-01	4.474e-01	3.491e-01	3.154e-01	3.739e-01	3.325e-01	3.047e-01	3.611e-01	4.151e-01	3.853e-01	4.359e-01	3.893e-01	3.471e-01	4.188e-01
2.925e+04	3.104e-01	2.774e-01	3.282e-01	2.986e-01	2.746e-01	3.311e-01	1.686e-09	8.416e-10	3.933e-09	4.152e-01	8.799e-02	1.023e+00	4.116e-01	3.870e-01	4.449e-01	3.491e-01	3.154e-01	3.739e-01	3.301e-01	3.047e-01	3.611e-01	nan	nan	nan	3.859e-01	3.471e-01	4.188e-01
2.950e+04	3.104e-01	2.774e-01	3.282e-01	2.986e-01	2.746e-01	3.311e-01	1.491e-09	7.559e-10	3.496e-09	4.152e-01	8.799e-02	1.023e+00	4.116e-01	3.870e-01	4.449e-01	3.427e-01	3.132e-01	3.731e-01	3.301e-01	3.015e-01	3.603e-01	4.017e-01	3.811e-01	4.262e-01	3.770e-01	3.471e-01	4.188e-01
2.975e+04	3.104e-01	2.774e-01	3.282e-01	2.986e-01	2.746e-01	3.311e-01	1.393e-09	6.987e-10	3.157e-09	4.152e-01	8.799e-02	1.023e+00	4.116e-01	3.870e-01	4.449e-01	3.427e-01	3.132e-01	3.731e-01	3.301e-01	3.015e-01	3.603e-01	nan	nan	nan	nan	nan	nan
3.000e+04	3.080e-01	2.774e-01	3.282e-01	2.986e-01	2.746e-01	3.311e-01	1.186e-09	6.367e-10	2.627e-09	4.152e-01	8.799e-02	1.023e+00	4.116e-01	3.870e-01	4.449e-01	3.427e-01	3.132e-01	3.731e-01	3.301e-01	3.015e-01	3.603e-01	3.998e-01	3.811e-01	4.217e-01	3.770e-01	3.427e-01	4.188e-01
3.025e+04	3.080e-01	2.774e-01	3.268e-01	2.986e-01	2.746e-01	3.311e-01	1.185e-09	4.624e-10	2.273e-09	4.152e-01	8.799e-02	1.023e+00	4.111e-01	3.811e-01	4.435e-01	3.427e-01	3.132e-01	3.731e-01	3.301e-01	3.015e-01	3.603e-01	nan	nan	nan	3.770e-01	3.427e-01	4.188e-01
3.050e+04	3.080e-01	2.774e-01	3.268e-01	2.986e-01	2.746e-01	3.311e-01	8.621e-10	4.339e-10	1.950e-09	4.152e-01	8.799e-02	1.023e+00	4.111e-01	3.811e-01	4.435e-01	3.427e-01	3.132e-01	3.731e-01	3.301e-01	3.015e-01	3.603e-01	3.998e-01	3.811e-01	4.217e-01	3.663e-01	3.427e-01	4.071e-01
3.075e+04	3.080e-01	2.731e-01	3.268e-01	2.986e-01	2.746e-01	3.311e-01	7.524e-10	4.148e-10	1.540e-09	4.152e-01	8.799e-02	1.023e+00	4.111e-01	3.811e-01	4.435e-01	3.427e-01	3.132e-01	3.731e-01	3.273e-01	3.015e-01	3.603e-01	3.998e-01	3.811e-01	4.211e-01	nan	nan	nan
3.100e+04	3.080e-01	2.731e-01	3.268e-01	2.986e-01	2.746e-01	3.311e-01	6.093e-10	3.599e-10	1.205e-09	4.152e-01	8.799e-02	1.023e+00	4.111e-01	3.811e-01	4.435e-01	3.427e-01	3.132e-01	3.731e-01	3.273e-01	2.920e-01	3.450e-01	nan	nan	nan	3.663e-01	3.427e-01	4.071e-01
3.125e+04	3.080e-01	2.731e-01	3.268e-01	2.986e-01	2.746e-01	3.311e-01	4.855e-10	3.465e-10	1.086e-09	4.152e-01	8.799e-02	1.023e+00	4.093e-01	3.811e-01	4.334e-01	3.427e-01	3.132e-01	3.731e-01	3.273e-01	2.920e-01	3.450e-01	3.880e-01	3.618e-01	4.181e-01	3.663e-01	3.427e-01	4.071e-01
3.150e+04	3.080e-01	2.731e-01	3.268e-01	2.986e-01	2.746e-01	3.311e-01	3.822e-10	2.854e-10	8.289e-10	4.152e-01	8.799e-02	1.023e+00	4.093e-01	3.811e-01	4.334e-01	3.427e-01	3.132e-01	3.731e-01	3.261e-01	2.920e-01	3.450e-01	nan	nan	nan	3.663e-01	3.427e-01	4.071e-01
3.175e+04	3.080e-01	2.731e-01	3.268e-01	2.986e-01	2.746e-01	3.311e-01	3.741e-10	2.168e-10	7.787e-10	4.152e-01	8.799e-02	1.023e+00	4.093e-01	3.811e-01	4.334e-01	3.427e-01	3.132e-01	3.731e-01	3.261e-01	2.920e-01	3.450e-01	3.880e-01	3.618e-01	4.181e-01	nan	nan	nan
3.200e+04	3.080e-01	2.731e-01	3.267e-01	2.976e-01	2.746e-01	3.205e-01	3.334e-10	1.872e-10	6.548e-10	4.152e-01	8.799e-02	1.023e+00	4.093e-01	3.811e-01	4.334e-01	3.427e-01	3.132e-01	3.731e-01	3.261e-01	2.920e-01	3.450e-01	nan	nan	nan	3.663e-01	3.427e-01	4.071e-01
3.225e+04	3.080e-01	2.731e-01	3.267e-01	2.976e-01	2.744e-01	3.205e-01	2.914e-10	1.689e-10	6.352e-10	4.152e-01	8.799e-02	1.023e+00	4.093e-01	3.811e-01	4.334e-01	3.427e-01	3.132e-01	3.731e-01	3.207e-01	2.920e-01	3.450e-01	3.880e-01	3.618e-01	4.181e-01	3.663e-01	3.427e-01	4.064e-01
3.250e+04	3.067e-01	2.731e-01	3.267e-01	2.976e-01	2.744e-01	3.205e-01	2.572e-10	1.517e-10	5.408e-10	4.152e-01	8.799e-02	1.023e+00	4.093e-01	3.811e-01	4.334e-01	3.427e-01	3.132e-01	3.731e-01	3.207e-01	2.920e-01	3.371e-01	nan	nan	nan	3.663e-01	3.427e-01	4.064e-01
3.275e+04	3.067e-01	2.731e-01	3.265e-01	2.976e-01	2.744e-01	3.205e-01	2.409e-10	1.328e-10	5.095e-10	4.152e-01	8.799e-02	1.023e+00	4.093e-01	3.811e-01	4.334e-01	3.427e-01	3.132e-01	3.731e-01	3.207e-01	2.920e-01	3.371e-01	3.854e-01	3.545e-01	4.107e-01	nan	nan	nan
3.300e+04	3.067e-01	2.731e-01	3.265e-01	2.976e-01	2.744e-01	3.205e-01	2.181e-10	9.815e-11	4.227e-10	4.152e-01	8.799e-02	1.023e+00	4.093e-01	3.811e-01	4.334e-01	3.427e-01	3.132e-01	3.731e-01	3.207e-01	2.920e-01	3.371e-01	3.854e-01	3.545e-01	4.107e-01	3.663e-01	3.427e-01	4.052e-01
3.325e+04	3.067e-01	2.731e-01	3.203e-01	2.976e-01	2.744e-01	3.205e-01	1.991e-10	9.133e-11	3.835e-10	4.152e-01	8.799e-02	1.023e+00	4.093e-01	3.811e-01	4.334e-01	3.427e-01	3.132e-01	3.731e-01	3.113e-01	2.920e-01	3.371e-01	nan	nan	nan	3.663e-01	3.427e-01	4.052e-01
3.350e+04	3.067e-01	2.731e-01	3.203e-01	2.976e-01	2.744e-01	3.205e-01	1.566e-10	7.249e-11	2.810e-10	4.152e-01	8.799e-02	1.023e+00	4.061e-01	3.811e-01	4.334e-01	3.358e-01	3.054e-01	3.731e-01	3.113e-01	2.920e-01	3.371e-01	3.854e-01	3.545e-01	4.107e-01	3.663e-01	3.427e-01	4.052e-01
3.375e+04	3.021e-01	2.731e-01	3.184e-01	2.976e-01	2.744e-01	3.205e-01	1.352e-10	6.569e-11	2.131e-10	4.152e-01	8.799e-02	1.023e+00	4.061e-01	3.811e-01	4.334e-01	3.358e-01	3.054e-01	3.731e-01	3.113e-01	2.920e-01	3.371e-01	nan	nan	nan	nan	nan	nan
