evals.q.250.	_.mt.25.3.ga.all.each.solution.overall.target.distance	_.mt.25.3.ga.all.each.solution.overall.target.distance.min	_.mt.25.3.ga.all.each.solution.overall.target.distance.max	_.mt.25.3.ga.33.all.each.solution.overall.target.distance	_.mt.25.3.ga.33.all.each.solution.overall.target.distance.min	_.mt.25.3.ga.33.all.each.solution.overall.target.distance.max	_.mt.25.3.me.2.all.each.solution.overall.target.distance	_.mt.25.3.me.2.all.each.solution.overall.target.distance.min	_.mt.25.3.me.2.all.each.solution.overall.target.distance.max	_.mt.25.3.cabea.e.11.all.each.solution.overall.target.distance	_.mt.25.3.cabea.e.11.all.each.solution.overall.target.distance.min	_.mt.25.3.cabea.e.11.all.each.solution.overall.target.distance.max	_.mt.25.3.cabea.cc.11.all.each.solution.overall.target.distance	_.mt.25.3.cabea.cc.11.all.each.solution.overall.target.distance.min	_.mt.25.3.cabea.cc.11.all.each.solution.overall.target.distance.max	_.mt.25.3.cabea.e.21.all.each.solution.overall.target.distance	_.mt.25.3.cabea.e.21.all.each.solution.overall.target.distance.min	_.mt.25.3.cabea.e.21.all.each.solution.overall.target.distance.max	_.mt.25.3.cabea.cc.21.all.each.solution.overall.target.distance	_.mt.25.3.cabea.cc.21.all.each.solution.overall.target.distance.min	_.mt.25.3.cabea.cc.21.all.each.solution.overall.target.distance.max
9.000e+03	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.400e-01	4.000e-01	4.533e-01	2.400e-01	2.133e-01	2.533e-01	1.067e-01	9.333e-02	1.600e-01	nan	nan	nan	4.800e-01	4.533e-01	4.800e-01
9.250e+03	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.867e-01	4.533e-01	2.267e-01	2.000e-01	2.400e-01	1.067e-01	9.333e-02	1.467e-01	5.067e-01	4.933e-01	5.200e-01	4.667e-01	4.400e-01	4.800e-01
9.500e+03	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.133e-01	3.867e-01	4.533e-01	2.133e-01	2.000e-01	2.400e-01	1.067e-01	8.000e-02	1.467e-01	nan	nan	nan	4.667e-01	4.267e-01	4.800e-01
9.750e+03	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.133e-01	3.867e-01	4.533e-01	2.133e-01	1.867e-01	2.267e-01	9.333e-02	8.000e-02	1.333e-01	5.067e-01	4.933e-01	5.067e-01	4.533e-01	4.133e-01	4.533e-01
1.000e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.133e-01	3.867e-01	4.400e-01	2.000e-01	1.867e-01	2.267e-01	9.333e-02	6.667e-02	1.200e-01	nan	nan	nan	nan	nan	nan
1.025e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.133e-01	3.867e-01	4.400e-01	2.000e-01	1.867e-01	2.133e-01	9.333e-02	6.667e-02	1.200e-01	4.933e-01	4.800e-01	5.067e-01	4.400e-01	4.133e-01	4.533e-01
1.050e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.133e-01	3.867e-01	4.400e-01	1.867e-01	1.733e-01	2.000e-01	9.333e-02	6.667e-02	1.200e-01	4.933e-01	4.667e-01	4.933e-01	4.267e-01	4.133e-01	4.533e-01
1.075e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.000e-01	3.733e-01	4.400e-01	1.867e-01	1.600e-01	2.000e-01	8.000e-02	6.667e-02	1.200e-01	nan	nan	nan	4.267e-01	4.133e-01	4.400e-01
1.100e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.000e-01	3.733e-01	4.400e-01	1.733e-01	1.600e-01	1.867e-01	8.000e-02	5.333e-02	1.200e-01	4.667e-01	4.533e-01	4.933e-01	nan	nan	nan
1.125e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.000e-01	3.733e-01	4.400e-01	1.733e-01	1.467e-01	1.867e-01	8.000e-02	5.333e-02	1.067e-01	nan	nan	nan	4.267e-01	4.133e-01	4.400e-01
1.150e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.000e-01	3.733e-01	4.267e-01	1.600e-01	1.467e-01	1.733e-01	6.667e-02	5.333e-02	1.067e-01	4.667e-01	4.400e-01	4.800e-01	4.133e-01	4.000e-01	4.267e-01
1.175e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.000e-01	3.600e-01	4.267e-01	1.600e-01	1.333e-01	1.733e-01	6.667e-02	4.000e-02	1.067e-01	nan	nan	nan	4.133e-01	3.867e-01	4.133e-01
1.200e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.000e-01	3.600e-01	4.267e-01	1.600e-01	1.333e-01	1.733e-01	5.333e-02	4.000e-02	1.067e-01	4.533e-01	4.400e-01	4.800e-01	nan	nan	nan
1.225e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.000e-01	3.467e-01	4.267e-01	1.467e-01	1.333e-01	1.600e-01	5.333e-02	4.000e-02	9.333e-02	4.533e-01	4.267e-01	4.667e-01	4.133e-01	3.867e-01	4.133e-01
1.250e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.000e-01	3.467e-01	4.133e-01	1.467e-01	1.200e-01	1.600e-01	5.333e-02	2.667e-02	9.333e-02	nan	nan	nan	4.000e-01	3.867e-01	4.133e-01
1.275e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.867e-01	3.467e-01	4.267e-01	1.333e-01	1.067e-01	1.467e-01	5.333e-02	2.667e-02	9.333e-02	4.400e-01	4.267e-01	4.667e-01	3.867e-01	3.867e-01	4.000e-01
1.300e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.867e-01	3.467e-01	4.133e-01	1.333e-01	1.067e-01	1.467e-01	4.000e-02	2.667e-02	9.333e-02	nan	nan	nan	nan	nan	nan
1.325e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.867e-01	3.467e-01	4.133e-01	1.333e-01	1.067e-01	1.467e-01	4.000e-02	2.667e-02	9.333e-02	4.400e-01	4.133e-01	4.667e-01	3.867e-01	3.733e-01	4.000e-01
1.350e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.867e-01	3.333e-01	4.133e-01	1.200e-01	9.333e-02	1.333e-01	4.000e-02	2.667e-02	9.333e-02	nan	nan	nan	3.867e-01	3.733e-01	4.000e-01
1.375e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.867e-01	3.333e-01	4.000e-01	1.200e-01	9.333e-02	1.333e-01	4.000e-02	1.333e-02	9.333e-02	4.267e-01	4.133e-01	4.400e-01	3.733e-01	3.600e-01	3.867e-01
1.400e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.867e-01	3.333e-01	4.000e-01	1.067e-01	8.000e-02	1.200e-01	4.000e-02	1.333e-02	8.000e-02	4.267e-01	4.000e-01	4.400e-01	nan	nan	nan
1.425e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.867e-01	3.333e-01	4.000e-01	1.067e-01	8.000e-02	1.200e-01	4.000e-02	1.333e-02	8.000e-02	nan	nan	nan	3.600e-01	3.600e-01	3.867e-01
1.450e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.867e-01	3.333e-01	4.000e-01	9.333e-02	6.667e-02	1.200e-01	4.000e-02	1.333e-02	8.000e-02	4.133e-01	3.867e-01	4.267e-01	3.600e-01	3.333e-01	3.733e-01
1.475e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.867e-01	3.333e-01	4.000e-01	9.333e-02	6.667e-02	1.067e-01	2.667e-02	1.333e-02	8.000e-02	nan	nan	nan	3.600e-01	3.333e-01	3.600e-01
1.500e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.733e-01	3.333e-01	4.000e-01	9.333e-02	6.667e-02	1.067e-01	2.667e-02	1.333e-02	8.000e-02	4.000e-01	3.867e-01	4.267e-01	nan	nan	nan
1.525e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.733e-01	3.333e-01	4.000e-01	8.000e-02	6.667e-02	9.333e-02	2.667e-02	1.333e-02	8.000e-02	nan	nan	nan	3.467e-01	3.200e-01	3.600e-01
1.550e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.733e-01	3.333e-01	3.867e-01	6.667e-02	5.333e-02	9.333e-02	2.667e-02	1.333e-02	8.000e-02	4.000e-01	3.867e-01	4.133e-01	3.467e-01	3.200e-01	3.600e-01
1.575e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.733e-01	3.200e-01	3.867e-01	6.667e-02	5.333e-02	9.333e-02	2.667e-02	1.333e-02	6.667e-02	nan	nan	nan	3.333e-01	3.200e-01	3.467e-01
1.600e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.600e-01	3.200e-01	3.867e-01	6.667e-02	5.333e-02	9.333e-02	2.667e-02	0.000e+00	6.667e-02	3.867e-01	3.733e-01	4.000e-01	3.200e-01	3.067e-01	3.467e-01
1.625e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.600e-01	3.200e-01	3.867e-01	6.667e-02	5.333e-02	8.000e-02	2.667e-02	0.000e+00	6.667e-02	3.867e-01	3.733e-01	4.000e-01	nan	nan	nan
1.650e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.600e-01	3.200e-01	3.867e-01	6.667e-02	4.000e-02	8.000e-02	2.667e-02	0.000e+00	6.667e-02	nan	nan	nan	3.200e-01	2.933e-01	3.333e-01
1.675e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.600e-01	3.200e-01	3.867e-01	6.667e-02	4.000e-02	8.000e-02	2.667e-02	0.000e+00	6.667e-02	3.867e-01	3.733e-01	4.000e-01	3.067e-01	2.933e-01	3.200e-01
1.700e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.600e-01	3.200e-01	3.867e-01	5.333e-02	4.000e-02	8.000e-02	2.667e-02	0.000e+00	6.667e-02	nan	nan	nan	3.067e-01	2.933e-01	3.200e-01
1.725e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.600e-01	3.067e-01	3.867e-01	5.333e-02	4.000e-02	8.000e-02	2.667e-02	0.000e+00	6.667e-02	3.733e-01	3.600e-01	3.867e-01	nan	nan	nan
1.750e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.467e-01	3.067e-01	3.867e-01	5.333e-02	2.667e-02	8.000e-02	2.667e-02	0.000e+00	6.667e-02	nan	nan	nan	3.067e-01	2.933e-01	3.200e-01
1.775e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.467e-01	3.067e-01	3.867e-01	5.333e-02	2.667e-02	6.667e-02	2.667e-02	0.000e+00	6.667e-02	3.733e-01	3.467e-01	3.867e-01	3.067e-01	2.800e-01	3.067e-01
1.800e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.467e-01	3.067e-01	3.867e-01	5.333e-02	2.667e-02	6.667e-02	2.667e-02	0.000e+00	6.667e-02	3.600e-01	3.467e-01	3.733e-01	2.933e-01	2.667e-01	3.067e-01
1.825e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.467e-01	3.067e-01	3.733e-01	5.333e-02	2.667e-02	6.667e-02	2.667e-02	0.000e+00	6.667e-02	nan	nan	nan	nan	nan	nan
1.850e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.467e-01	3.067e-01	3.733e-01	4.000e-02	2.667e-02	6.667e-02	2.667e-02	0.000e+00	6.667e-02	3.467e-01	3.333e-01	3.733e-01	2.800e-01	2.667e-01	3.067e-01
1.875e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.467e-01	3.067e-01	3.733e-01	4.000e-02	2.667e-02	6.667e-02	1.333e-02	0.000e+00	6.667e-02	nan	nan	nan	2.800e-01	2.667e-01	2.933e-01
1.900e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.467e-01	2.933e-01	3.600e-01	4.000e-02	2.667e-02	5.333e-02	1.333e-02	0.000e+00	5.333e-02	3.467e-01	3.333e-01	3.733e-01	2.667e-01	2.533e-01	2.800e-01
1.925e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.467e-01	2.933e-01	3.600e-01	4.000e-02	1.333e-02	5.333e-02	1.333e-02	0.000e+00	5.333e-02	nan	nan	nan	nan	nan	nan
1.950e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.467e-01	2.933e-01	3.600e-01	4.000e-02	1.333e-02	5.333e-02	1.333e-02	0.000e+00	5.333e-02	3.467e-01	3.200e-01	3.600e-01	2.667e-01	2.533e-01	2.800e-01
1.975e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.333e-01	2.933e-01	3.600e-01	2.667e-02	1.333e-02	5.333e-02	1.333e-02	0.000e+00	5.333e-02	3.333e-01	3.200e-01	3.600e-01	2.667e-01	2.533e-01	2.667e-01
2.000e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.333e-01	2.800e-01	3.600e-01	2.667e-02	1.333e-02	5.333e-02	1.333e-02	0.000e+00	4.000e-02	nan	nan	nan	2.667e-01	2.400e-01	2.667e-01
2.025e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.333e-01	2.800e-01	3.467e-01	2.667e-02	1.333e-02	5.333e-02	1.333e-02	0.000e+00	4.000e-02	3.333e-01	3.200e-01	3.467e-01	nan	nan	nan
2.050e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.200e-01	2.800e-01	3.467e-01	2.667e-02	1.333e-02	5.333e-02	1.333e-02	0.000e+00	4.000e-02	nan	nan	nan	2.533e-01	2.400e-01	2.667e-01
2.075e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.200e-01	2.800e-01	3.467e-01	2.667e-02	1.333e-02	5.333e-02	1.333e-02	0.000e+00	4.000e-02	3.333e-01	2.933e-01	3.467e-01	2.533e-01	2.400e-01	2.667e-01
2.100e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.200e-01	2.800e-01	3.467e-01	1.333e-02	1.333e-02	4.000e-02	1.333e-02	0.000e+00	4.000e-02	nan	nan	nan	2.400e-01	2.267e-01	2.533e-01
2.125e+04	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	4.267e-01	3.200e-01	2.800e-01	3.467e-01	1.333e-02	1.333e-02	4.000e-02	1.333e-02	0.000e+00	4.000e-02	3.200e-01	2.933e-01	3.333e-01	nan	nan	nan
