evals.q.250.	_.circularPointsAiming.10.3.ga.all.each.solution.overall.target.distance	_.circularPointsAiming.10.3.ga.all.each.solution.overall.target.distance.min	_.circularPointsAiming.10.3.ga.all.each.solution.overall.target.distance.max	_.circularPointsAiming.10.3.ga.33.all.each.solution.overall.target.distance	_.circularPointsAiming.10.3.ga.33.all.each.solution.overall.target.distance.min	_.circularPointsAiming.10.3.ga.33.all.each.solution.overall.target.distance.max	_.circularPointsAiming.10.3.pso.all.each.solution.overall.target.distance	_.circularPointsAiming.10.3.pso.all.each.solution.overall.target.distance.min	_.circularPointsAiming.10.3.pso.all.each.solution.overall.target.distance.max	_.circularPointsAiming.10.3.de.all.each.solution.overall.target.distance	_.circularPointsAiming.10.3.de.all.each.solution.overall.target.distance.min	_.circularPointsAiming.10.3.de.all.each.solution.overall.target.distance.max	_.circularPointsAiming.10.3.me.2.all.each.solution.overall.target.distance	_.circularPointsAiming.10.3.me.2.all.each.solution.overall.target.distance.min	_.circularPointsAiming.10.3.me.2.all.each.solution.overall.target.distance.max	_.circularPointsAiming.10.3.cabea.e.11.all.each.solution.overall.target.distance	_.circularPointsAiming.10.3.cabea.e.11.all.each.solution.overall.target.distance.min	_.circularPointsAiming.10.3.cabea.e.11.all.each.solution.overall.target.distance.max	_.circularPointsAiming.10.3.cabea.cc.11.all.each.solution.overall.target.distance	_.circularPointsAiming.10.3.cabea.cc.11.all.each.solution.overall.target.distance.min	_.circularPointsAiming.10.3.cabea.cc.11.all.each.solution.overall.target.distance.max	_.circularPointsAiming.10.3.cabea.e.21.all.each.solution.overall.target.distance	_.circularPointsAiming.10.3.cabea.e.21.all.each.solution.overall.target.distance.min	_.circularPointsAiming.10.3.cabea.e.21.all.each.solution.overall.target.distance.max	_.circularPointsAiming.10.3.cabea.cc.21.all.each.solution.overall.target.distance	_.circularPointsAiming.10.3.cabea.cc.21.all.each.solution.overall.target.distance.min	_.circularPointsAiming.10.3.cabea.cc.21.all.each.solution.overall.target.distance.max
3.300e+04	3.616e+00	3.599e+00	3.624e+00	3.604e+00	3.586e+00	3.621e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.122e-01	4.840e-01	1.920e+00	2.016e+00	1.971e+00	2.067e+00	2.038e+00	1.984e+00	3.583e+00	6.261e-01	5.728e-01	6.710e-01	5.591e-01	5.040e-01	6.764e-01
3.325e+04	3.616e+00	3.598e+00	3.631e+00	3.604e+00	3.586e+00	3.621e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.122e-01	4.840e-01	1.920e+00	2.019e+00	1.971e+00	2.067e+00	2.038e+00	1.984e+00	3.583e+00	nan	nan	nan	5.591e-01	5.040e-01	6.700e-01
3.350e+04	3.617e+00	3.598e+00	3.631e+00	3.608e+00	3.586e+00	3.620e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.122e-01	4.840e-01	1.920e+00	2.016e+00	1.925e+00	2.067e+00	2.038e+00	1.984e+00	3.583e+00	6.261e-01	5.728e-01	6.710e-01	5.591e-01	5.040e-01	6.700e-01
3.375e+04	3.616e+00	3.598e+00	3.631e+00	3.608e+00	3.587e+00	3.620e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.122e-01	4.832e-01	1.920e+00	2.016e+00	1.925e+00	2.067e+00	2.038e+00	1.984e+00	3.583e+00	nan	nan	nan	nan	nan	nan
3.400e+04	3.616e+00	3.598e+00	3.631e+00	3.608e+00	3.588e+00	3.620e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.122e-01	4.832e-01	1.920e+00	2.016e+00	1.925e+00	2.067e+00	2.028e+00	1.982e+00	3.583e+00	6.261e-01	5.728e-01	6.710e-01	5.591e-01	5.040e-01	6.700e-01
3.425e+04	3.616e+00	3.598e+00	3.631e+00	3.608e+00	3.588e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.122e-01	4.832e-01	1.920e+00	2.016e+00	1.925e+00	2.069e+00	2.032e+00	1.982e+00	3.583e+00	nan	nan	nan	5.591e-01	5.040e-01	6.700e-01
3.450e+04	3.616e+00	3.598e+00	3.631e+00	3.608e+00	3.588e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.122e-01	4.832e-01	1.920e+00	2.016e+00	1.925e+00	2.069e+00	2.038e+00	1.982e+00	3.583e+00	6.261e-01	5.728e-01	6.710e-01	5.591e-01	4.983e-01	6.700e-01
3.475e+04	3.616e+00	3.599e+00	3.634e+00	3.608e+00	3.594e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.122e-01	4.755e-01	1.920e+00	2.016e+00	1.925e+00	2.069e+00	2.038e+00	1.982e+00	3.583e+00	6.261e-01	5.641e-01	6.679e-01	5.591e-01	4.922e-01	6.700e-01
3.500e+04	3.617e+00	3.599e+00	3.634e+00	3.608e+00	3.588e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.122e-01	4.755e-01	1.920e+00	2.016e+00	1.925e+00	2.059e+00	2.038e+00	1.984e+00	3.583e+00	nan	nan	nan	nan	nan	nan
3.525e+04	3.617e+00	3.599e+00	3.634e+00	3.608e+00	3.588e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	5.122e-01	4.755e-01	1.920e+00	2.016e+00	1.925e+00	2.059e+00	2.038e+00	1.984e+00	3.583e+00	6.261e-01	5.641e-01	6.679e-01	5.591e-01	4.922e-01	6.700e-01
3.550e+04	3.617e+00	3.599e+00	3.637e+00	3.608e+00	3.588e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.989e-01	4.755e-01	1.920e+00	2.016e+00	1.925e+00	2.059e+00	2.038e+00	1.984e+00	3.583e+00	nan	nan	nan	5.591e-01	4.922e-01	6.700e-01
3.575e+04	3.617e+00	3.599e+00	3.637e+00	3.608e+00	3.594e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.989e-01	4.755e-01	1.920e+00	2.016e+00	1.925e+00	2.059e+00	2.038e+00	1.984e+00	3.583e+00	6.132e-01	5.531e-01	6.545e-01	5.591e-01	4.922e-01	6.700e-01
3.600e+04	3.616e+00	3.599e+00	3.637e+00	3.608e+00	3.594e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.989e-01	4.755e-01	1.920e+00	2.016e+00	1.925e+00	2.059e+00	2.038e+00	1.984e+00	3.583e+00	nan	nan	nan	nan	nan	nan
3.625e+04	3.616e+00	3.599e+00	3.637e+00	3.608e+00	3.594e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.977e-01	4.755e-01	1.913e+00	2.016e+00	1.925e+00	2.059e+00	2.038e+00	1.982e+00	3.583e+00	6.110e-01	5.531e-01	6.545e-01	5.591e-01	4.922e-01	6.700e-01
3.650e+04	3.616e+00	3.598e+00	3.634e+00	3.609e+00	3.594e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.977e-01	4.755e-01	1.913e+00	2.016e+00	1.925e+00	2.059e+00	2.038e+00	1.982e+00	3.583e+00	6.110e-01	5.531e-01	6.545e-01	5.591e-01	4.922e-01	6.700e-01
3.675e+04	3.616e+00	3.598e+00	3.634e+00	3.608e+00	3.594e+00	3.625e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.977e-01	4.755e-01	1.904e+00	2.016e+00	1.925e+00	2.059e+00	2.038e+00	1.982e+00	3.583e+00	nan	nan	nan	5.591e-01	4.922e-01	6.700e-01
3.700e+04	3.616e+00	3.598e+00	3.634e+00	3.608e+00	3.590e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.977e-01	4.755e-01	1.904e+00	2.016e+00	1.925e+00	2.059e+00	2.017e+00	1.982e+00	3.583e+00	6.110e-01	5.531e-01	6.545e-01	nan	nan	nan
3.725e+04	3.616e+00	3.598e+00	3.633e+00	3.608e+00	3.590e+00	3.620e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.977e-01	4.755e-01	1.904e+00	2.016e+00	1.925e+00	2.059e+00	2.015e+00	1.982e+00	3.583e+00	nan	nan	nan	5.520e-01	4.813e-01	6.700e-01
3.750e+04	3.616e+00	3.598e+00	3.634e+00	3.608e+00	3.590e+00	3.620e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.977e-01	4.652e-01	1.904e+00	2.016e+00	1.925e+00	2.059e+00	2.014e+00	1.982e+00	3.583e+00	6.008e-01	5.346e-01	6.545e-01	5.520e-01	4.813e-01	6.700e-01
3.775e+04	3.616e+00	3.598e+00	3.634e+00	3.608e+00	3.594e+00	3.620e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.977e-01	4.652e-01	1.904e+00	2.016e+00	1.925e+00	2.059e+00	2.014e+00	1.982e+00	3.583e+00	nan	nan	nan	5.520e-01	4.813e-01	6.700e-01
3.800e+04	3.616e+00	3.598e+00	3.634e+00	3.608e+00	3.594e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.977e-01	4.652e-01	1.904e+00	2.016e+00	1.925e+00	2.059e+00	2.014e+00	1.982e+00	3.583e+00	6.008e-01	5.346e-01	6.363e-01	nan	nan	nan
3.825e+04	3.614e+00	3.598e+00	3.634e+00	3.609e+00	3.590e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.977e-01	4.652e-01	1.904e+00	2.016e+00	1.925e+00	2.050e+00	2.014e+00	1.982e+00	3.583e+00	5.989e-01	5.323e-01	6.363e-01	5.520e-01	4.813e-01	6.700e-01
3.850e+04	3.614e+00	3.598e+00	3.633e+00	3.609e+00	3.590e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.977e-01	4.652e-01	1.904e+00	2.016e+00	1.925e+00	2.050e+00	2.014e+00	1.982e+00	3.583e+00	nan	nan	nan	5.459e-01	4.813e-01	6.700e-01
3.875e+04	3.614e+00	3.601e+00	3.633e+00	3.608e+00	3.590e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.977e-01	4.652e-01	1.904e+00	2.016e+00	1.925e+00	2.049e+00	2.014e+00	1.982e+00	3.583e+00	5.989e-01	5.323e-01	6.363e-01	5.459e-01	4.806e-01	6.700e-01
3.900e+04	3.614e+00	3.601e+00	3.631e+00	3.608e+00	3.590e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.977e-01	4.598e-01	1.904e+00	2.016e+00	1.925e+00	2.047e+00	2.017e+00	1.982e+00	3.583e+00	nan	nan	nan	nan	nan	nan
3.925e+04	3.616e+00	3.607e+00	3.632e+00	3.608e+00	3.590e+00	3.621e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.977e-01	4.598e-01	1.904e+00	2.016e+00	1.925e+00	2.047e+00	2.017e+00	1.982e+00	3.583e+00	5.989e-01	5.323e-01	6.363e-01	5.459e-01	4.806e-01	6.700e-01
3.950e+04	3.616e+00	3.607e+00	3.632e+00	3.608e+00	3.594e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.977e-01	4.598e-01	1.903e+00	2.016e+00	1.925e+00	2.049e+00	2.017e+00	1.982e+00	3.583e+00	nan	nan	nan	5.404e-01	4.806e-01	6.700e-01
3.975e+04	3.616e+00	3.601e+00	3.631e+00	3.609e+00	3.602e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.977e-01	4.598e-01	1.903e+00	2.016e+00	1.925e+00	2.063e+00	2.017e+00	1.982e+00	3.583e+00	5.989e-01	5.200e-01	6.363e-01	5.404e-01	4.806e-01	6.700e-01
4.000e+04	3.616e+00	3.601e+00	3.631e+00	3.611e+00	3.603e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.977e-01	4.598e-01	1.903e+00	2.015e+00	1.925e+00	2.063e+00	2.017e+00	1.982e+00	3.590e+00	nan	nan	nan	nan	nan	nan
4.025e+04	3.616e+00	3.601e+00	3.631e+00	3.609e+00	3.603e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.962e-01	4.598e-01	1.903e+00	2.015e+00	1.925e+00	2.063e+00	2.017e+00	1.982e+00	3.590e+00	5.989e-01	5.200e-01	6.315e-01	5.404e-01	4.806e-01	6.697e-01
4.050e+04	3.616e+00	3.601e+00	3.626e+00	3.609e+00	3.594e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.956e-01	4.598e-01	1.903e+00	2.008e+00	1.925e+00	2.063e+00	2.017e+00	1.982e+00	3.590e+00	5.989e-01	5.200e-01	6.239e-01	5.404e-01	4.806e-01	6.683e-01
4.075e+04	3.616e+00	3.601e+00	3.626e+00	3.609e+00	3.594e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.903e-01	4.598e-01	1.903e+00	2.006e+00	1.925e+00	2.063e+00	2.017e+00	1.982e+00	3.590e+00	nan	nan	nan	5.293e-01	4.806e-01	6.683e-01
4.100e+04	3.616e+00	3.601e+00	3.626e+00	3.609e+00	3.594e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.903e-01	4.598e-01	1.903e+00	2.008e+00	1.925e+00	2.063e+00	2.017e+00	1.982e+00	3.590e+00	5.711e-01	5.200e-01	6.239e-01	nan	nan	nan
4.125e+04	3.616e+00	3.601e+00	3.626e+00	3.609e+00	3.594e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.903e-01	4.598e-01	1.903e+00	2.008e+00	1.925e+00	2.063e+00	2.020e+00	1.982e+00	3.590e+00	nan	nan	nan	5.293e-01	4.806e-01	6.664e-01
4.150e+04	3.616e+00	3.607e+00	3.628e+00	3.616e+00	3.592e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.903e-01	4.598e-01	1.903e+00	2.008e+00	1.925e+00	2.063e+00	2.020e+00	1.982e+00	3.590e+00	5.680e-01	5.200e-01	6.217e-01	5.293e-01	4.806e-01	6.664e-01
4.175e+04	3.616e+00	3.601e+00	3.628e+00	3.616e+00	3.593e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.903e-01	4.598e-01	1.903e+00	2.008e+00	1.925e+00	2.063e+00	2.020e+00	1.982e+00	3.590e+00	nan	nan	nan	5.293e-01	4.806e-01	6.664e-01
4.200e+04	3.616e+00	3.601e+00	3.626e+00	3.616e+00	3.593e+00	3.624e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.903e-01	4.598e-01	1.903e+00	2.008e+00	1.925e+00	2.063e+00	2.020e+00	1.982e+00	3.590e+00	5.680e-01	5.200e-01	6.217e-01	5.293e-01	4.806e-01	6.664e-01
4.225e+04	3.616e+00	3.601e+00	3.626e+00	3.616e+00	3.593e+00	3.625e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.903e-01	4.598e-01	1.903e+00	2.008e+00	1.956e+00	2.063e+00	2.017e+00	1.982e+00	3.590e+00	5.680e-01	5.200e-01	6.217e-01	nan	nan	nan
4.250e+04	3.614e+00	3.601e+00	3.626e+00	3.616e+00	3.593e+00	3.625e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.894e-01	4.598e-01	1.903e+00	2.008e+00	1.956e+00	2.063e+00	2.020e+00	1.982e+00	3.590e+00	nan	nan	nan	5.293e-01	4.806e-01	6.664e-01
4.275e+04	3.614e+00	3.601e+00	3.626e+00	3.614e+00	3.593e+00	3.625e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.868e-01	4.598e-01	1.903e+00	2.010e+00	1.956e+00	2.063e+00	2.020e+00	1.982e+00	3.590e+00	5.576e-01	5.072e-01	6.217e-01	5.217e-01	4.783e-01	6.664e-01
4.300e+04	3.614e+00	3.601e+00	3.626e+00	3.614e+00	3.593e+00	3.625e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.868e-01	4.598e-01	1.903e+00	2.010e+00	1.957e+00	2.063e+00	2.017e+00	1.982e+00	3.590e+00	nan	nan	nan	5.210e-01	4.783e-01	6.664e-01
4.325e+04	3.616e+00	3.607e+00	3.626e+00	3.616e+00	3.603e+00	3.625e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.868e-01	4.598e-01	1.903e+00	2.010e+00	1.957e+00	2.063e+00	2.017e+00	1.982e+00	3.590e+00	5.576e-01	5.072e-01	6.217e-01	nan	nan	nan
4.350e+04	3.616e+00	3.607e+00	3.626e+00	3.616e+00	3.603e+00	3.625e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.868e-01	4.598e-01	1.903e+00	2.010e+00	1.957e+00	2.069e+00	2.017e+00	1.982e+00	3.590e+00	nan	nan	nan	5.210e-01	4.783e-01	6.664e-01
4.375e+04	3.616e+00	3.607e+00	3.626e+00	3.616e+00	3.604e+00	3.633e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.868e-01	4.598e-01	1.903e+00	2.010e+00	1.957e+00	2.069e+00	2.017e+00	1.982e+00	3.590e+00	5.576e-01	5.072e-01	6.217e-01	5.210e-01	4.752e-01	6.664e-01
4.400e+04	3.616e+00	3.601e+00	3.626e+00	3.616e+00	3.604e+00	3.633e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.868e-01	4.598e-01	1.903e+00	2.010e+00	1.957e+00	2.069e+00	2.017e+00	1.982e+00	3.590e+00	5.576e-01	5.072e-01	6.217e-01	5.210e-01	4.752e-01	6.664e-01
4.425e+04	3.616e+00	3.601e+00	3.631e+00	3.616e+00	3.604e+00	3.633e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.868e-01	4.598e-01	1.903e+00	2.010e+00	1.957e+00	2.069e+00	2.017e+00	1.982e+00	3.590e+00	nan	nan	nan	nan	nan	nan
4.450e+04	3.616e+00	3.601e+00	3.631e+00	3.614e+00	3.604e+00	3.633e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.868e-01	4.598e-01	1.903e+00	2.010e+00	1.957e+00	2.069e+00	2.017e+00	1.982e+00	3.590e+00	5.576e-01	5.072e-01	6.217e-01	5.210e-01	4.752e-01	6.664e-01
4.475e+04	3.616e+00	3.602e+00	3.631e+00	3.614e+00	3.604e+00	3.633e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.868e-01	4.598e-01	1.903e+00	2.010e+00	1.957e+00	2.069e+00	2.017e+00	1.982e+00	3.590e+00	nan	nan	nan	5.210e-01	4.752e-01	6.664e-01
4.500e+04	3.614e+00	3.602e+00	3.626e+00	3.614e+00	3.604e+00	3.633e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.868e-01	4.598e-01	1.903e+00	2.010e+00	1.957e+00	2.069e+00	2.017e+00	1.982e+00	3.590e+00	5.576e-01	5.072e-01	6.217e-01	5.152e-01	4.752e-01	6.664e-01
4.525e+04	3.617e+00	3.607e+00	3.631e+00	3.612e+00	3.603e+00	3.633e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.868e-01	4.598e-01	1.903e+00	2.010e+00	1.957e+00	2.069e+00	2.017e+00	1.982e+00	3.590e+00	nan	nan	nan	nan	nan	nan
4.550e+04	3.617e+00	3.607e+00	3.633e+00	3.612e+00	3.603e+00	3.633e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.868e-01	4.586e-01	1.903e+00	2.010e+00	1.957e+00	2.069e+00	2.017e+00	1.982e+00	3.577e+00	5.576e-01	5.072e-01	6.138e-01	5.152e-01	4.752e-01	6.664e-01
4.575e+04	3.617e+00	3.607e+00	3.633e+00	3.620e+00	3.603e+00	3.634e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.815e-01	4.586e-01	1.903e+00	2.010e+00	1.957e+00	2.069e+00	2.017e+00	1.982e+00	3.577e+00	5.576e-01	5.072e-01	6.138e-01	5.152e-01	4.752e-01	6.664e-01
4.600e+04	3.617e+00	3.607e+00	3.633e+00	3.620e+00	3.601e+00	3.634e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.815e-01	4.586e-01	1.903e+00	2.010e+00	1.955e+00	2.069e+00	2.017e+00	1.982e+00	3.570e+00	nan	nan	nan	5.199e-01	4.752e-01	1.908e+00
4.625e+04	3.617e+00	3.607e+00	3.634e+00	3.620e+00	3.601e+00	3.634e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.815e-01	4.477e-01	1.903e+00	2.010e+00	1.955e+00	2.069e+00	2.017e+00	1.982e+00	3.570e+00	5.576e-01	5.072e-01	6.138e-01	nan	nan	nan
4.650e+04	3.617e+00	3.607e+00	3.634e+00	3.620e+00	3.601e+00	3.634e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.815e-01	4.454e-01	1.914e+00	2.010e+00	1.955e+00	2.069e+00	2.017e+00	1.982e+00	3.570e+00	nan	nan	nan	5.152e-01	4.752e-01	6.534e-01
4.675e+04	3.617e+00	3.607e+00	3.634e+00	3.620e+00	3.601e+00	3.639e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.815e-01	4.449e-01	1.914e+00	2.010e+00	1.955e+00	2.069e+00	2.017e+00	1.982e+00	3.570e+00	5.576e-01	5.072e-01	6.017e-01	5.152e-01	4.752e-01	6.534e-01
4.700e+04	3.617e+00	3.607e+00	3.634e+00	3.620e+00	3.599e+00	3.639e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.815e-01	4.449e-01	1.914e+00	2.010e+00	1.955e+00	2.064e+00	2.017e+00	1.982e+00	3.570e+00	nan	nan	nan	5.152e-01	4.699e-01	6.534e-01
4.725e+04	3.617e+00	3.607e+00	3.634e+00	3.620e+00	3.604e+00	3.639e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.815e-01	4.449e-01	1.914e+00	2.003e+00	1.955e+00	2.049e+00	2.017e+00	1.982e+00	3.570e+00	5.576e-01	5.072e-01	6.017e-01	nan	nan	nan
4.750e+04	3.617e+00	3.607e+00	3.634e+00	3.620e+00	3.604e+00	3.639e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.815e-01	4.449e-01	1.914e+00	2.003e+00	1.955e+00	2.049e+00	2.021e+00	1.982e+00	3.570e+00	nan	nan	nan	5.152e-01	4.699e-01	6.534e-01
4.775e+04	3.622e+00	3.607e+00	3.634e+00	3.620e+00	3.599e+00	3.639e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.815e-01	4.449e-01	1.914e+00	2.003e+00	1.955e+00	2.049e+00	2.021e+00	1.982e+00	3.570e+00	5.576e-01	5.062e-01	6.017e-01	5.152e-01	4.660e-01	6.534e-01
4.800e+04	3.622e+00	3.607e+00	3.634e+00	3.620e+00	3.598e+00	3.638e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.815e-01	4.449e-01	1.914e+00	2.003e+00	1.955e+00	2.049e+00	2.021e+00	1.982e+00	3.570e+00	5.576e-01	5.062e-01	6.017e-01	5.152e-01	4.660e-01	6.534e-01
4.825e+04	3.622e+00	3.607e+00	3.634e+00	3.620e+00	3.598e+00	3.638e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.815e-01	4.449e-01	1.914e+00	2.007e+00	1.955e+00	2.049e+00	2.021e+00	1.982e+00	3.570e+00	nan	nan	nan	5.152e-01	4.660e-01	6.534e-01
4.850e+04	3.619e+00	3.608e+00	3.634e+00	3.620e+00	3.599e+00	3.638e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.815e-01	4.449e-01	1.914e+00	2.007e+00	1.955e+00	2.049e+00	2.021e+00	1.982e+00	3.570e+00	5.576e-01	5.062e-01	6.017e-01	nan	nan	nan
4.875e+04	3.619e+00	3.608e+00	3.633e+00	3.620e+00	3.599e+00	3.638e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.815e-01	4.449e-01	1.914e+00	2.007e+00	1.955e+00	2.049e+00	2.021e+00	1.982e+00	3.570e+00	nan	nan	nan	5.026e-01	4.660e-01	6.205e-01
4.900e+04	3.619e+00	3.608e+00	3.633e+00	3.620e+00	3.599e+00	3.638e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.815e-01	4.449e-01	1.905e+00	2.007e+00	1.955e+00	2.049e+00	2.021e+00	1.982e+00	3.570e+00	5.576e-01	4.980e-01	6.012e-01	5.026e-01	4.660e-01	6.205e-01
4.925e+04	3.619e+00	3.608e+00	3.634e+00	3.620e+00	3.603e+00	3.638e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.815e-01	4.373e-01	1.905e+00	2.007e+00	1.955e+00	2.049e+00	2.021e+00	1.982e+00	3.570e+00	nan	nan	nan	5.026e-01	4.660e-01	6.205e-01
4.950e+04	3.619e+00	3.608e+00	3.634e+00	3.620e+00	3.600e+00	3.638e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.815e-01	4.373e-01	1.905e+00	2.007e+00	1.955e+00	2.049e+00	2.021e+00	1.982e+00	3.570e+00	5.576e-01	4.980e-01	6.012e-01	nan	nan	nan
4.975e+04	3.619e+00	3.608e+00	3.634e+00	3.620e+00	3.600e+00	3.636e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.815e-01	4.373e-01	1.905e+00	2.007e+00	1.955e+00	2.049e+00	2.021e+00	1.982e+00	3.570e+00	5.576e-01	4.980e-01	6.012e-01	5.026e-01	4.650e-01	6.205e-01
5.000e+04	3.619e+00	3.607e+00	3.634e+00	3.621e+00	3.600e+00	3.636e+00	3.730e+00	3.730e+00	3.730e+00	3.904e+00	3.767e+00	3.982e+00	4.795e-01	4.373e-01	1.905e+00	2.007e+00	1.955e+00	2.049e+00	2.021e+00	1.982e+00	3.570e+00	nan	nan	nan	5.026e-01	4.650e-01	6.205e-01
