evals.q.250.	_.circularPointsAiming.25.3.ga.best.fitness	_.circularPointsAiming.25.3.ga.best.fitness.min	_.circularPointsAiming.25.3.ga.best.fitness.max	_.circularPointsAiming.25.3.ga.33.best.fitness	_.circularPointsAiming.25.3.ga.33.best.fitness.min	_.circularPointsAiming.25.3.ga.33.best.fitness.max	_.circularPointsAiming.25.3.pso.best.fitness	_.circularPointsAiming.25.3.pso.best.fitness.min	_.circularPointsAiming.25.3.pso.best.fitness.max	_.circularPointsAiming.25.3.de.best.fitness	_.circularPointsAiming.25.3.de.best.fitness.min	_.circularPointsAiming.25.3.de.best.fitness.max	_.circularPointsAiming.25.3.me.2.best.fitness	_.circularPointsAiming.25.3.me.2.best.fitness.min	_.circularPointsAiming.25.3.me.2.best.fitness.max	_.circularPointsAiming.25.3.cabea.e.11.best.fitness	_.circularPointsAiming.25.3.cabea.e.11.best.fitness.min	_.circularPointsAiming.25.3.cabea.e.11.best.fitness.max	_.circularPointsAiming.25.3.cabea.cc.11.best.fitness	_.circularPointsAiming.25.3.cabea.cc.11.best.fitness.min	_.circularPointsAiming.25.3.cabea.cc.11.best.fitness.max	_.circularPointsAiming.25.3.cabea.e.21.best.fitness	_.circularPointsAiming.25.3.cabea.e.21.best.fitness.min	_.circularPointsAiming.25.3.cabea.e.21.best.fitness.max	_.circularPointsAiming.25.3.cabea.cc.21.best.fitness	_.circularPointsAiming.25.3.cabea.cc.21.best.fitness.min	_.circularPointsAiming.25.3.cabea.cc.21.best.fitness.max
4.675e+04	9.486e-01	8.978e-01	9.930e-01	9.847e-01	9.414e-01	1.047e+00	2.898e-01	2.115e-01	4.034e-01	7.735e-01	5.147e-01	1.015e+00	1.552e+00	1.452e+00	1.598e+00	1.084e+00	1.042e+00	1.106e+00	1.061e+00	1.004e+00	1.097e+00	1.316e+00	1.243e+00	1.364e+00	1.224e+00	1.133e+00	1.268e+00
4.700e+04	9.486e-01	8.978e-01	9.930e-01	9.847e-01	9.414e-01	1.047e+00	2.898e-01	2.115e-01	4.034e-01	7.735e-01	5.147e-01	1.015e+00	1.552e+00	1.452e+00	1.598e+00	1.084e+00	1.042e+00	1.106e+00	1.061e+00	1.004e+00	1.097e+00	nan	nan	nan	1.224e+00	1.133e+00	1.268e+00
4.725e+04	9.486e-01	8.978e-01	9.930e-01	9.847e-01	9.414e-01	1.047e+00	2.898e-01	2.115e-01	4.034e-01	7.735e-01	5.147e-01	1.015e+00	1.552e+00	1.452e+00	1.598e+00	1.084e+00	1.042e+00	1.106e+00	1.053e+00	1.003e+00	1.097e+00	1.316e+00	1.243e+00	1.364e+00	nan	nan	nan
4.750e+04	9.486e-01	8.978e-01	9.930e-01	9.847e-01	9.414e-01	1.047e+00	2.898e-01	2.115e-01	4.034e-01	7.735e-01	5.147e-01	1.015e+00	1.552e+00	1.452e+00	1.598e+00	1.079e+00	1.042e+00	1.104e+00	1.053e+00	1.003e+00	1.097e+00	nan	nan	nan	1.224e+00	1.133e+00	1.268e+00
4.775e+04	9.486e-01	8.978e-01	9.930e-01	9.847e-01	9.414e-01	1.047e+00	2.898e-01	2.115e-01	4.034e-01	7.735e-01	5.147e-01	1.015e+00	1.552e+00	1.452e+00	1.598e+00	1.079e+00	1.042e+00	1.104e+00	1.053e+00	1.003e+00	1.097e+00	1.310e+00	1.236e+00	1.335e+00	1.224e+00	1.133e+00	1.264e+00
4.800e+04	9.486e-01	8.978e-01	9.930e-01	9.847e-01	9.414e-01	1.047e+00	2.898e-01	2.115e-01	4.034e-01	7.735e-01	5.147e-01	1.015e+00	1.552e+00	1.452e+00	1.598e+00	1.079e+00	1.042e+00	1.104e+00	1.053e+00	1.003e+00	1.097e+00	1.308e+00	1.208e+00	1.335e+00	1.224e+00	1.125e+00	1.264e+00
4.825e+04	9.486e-01	8.978e-01	9.930e-01	9.847e-01	9.414e-01	1.047e+00	2.898e-01	2.115e-01	4.034e-01	7.735e-01	5.147e-01	1.015e+00	1.552e+00	1.452e+00	1.598e+00	1.079e+00	1.042e+00	1.104e+00	1.053e+00	1.003e+00	1.097e+00	nan	nan	nan	1.224e+00	1.125e+00	1.260e+00
4.850e+04	9.486e-01	8.978e-01	9.930e-01	9.847e-01	9.414e-01	1.047e+00	2.898e-01	2.115e-01	4.034e-01	7.735e-01	5.147e-01	1.015e+00	1.552e+00	1.444e+00	1.598e+00	1.079e+00	1.042e+00	1.104e+00	1.053e+00	1.003e+00	1.097e+00	1.288e+00	1.206e+00	1.326e+00	nan	nan	nan
4.875e+04	9.486e-01	8.978e-01	9.930e-01	9.847e-01	9.414e-01	1.032e+00	2.898e-01	2.115e-01	4.034e-01	7.735e-01	5.147e-01	1.015e+00	1.552e+00	1.444e+00	1.598e+00	1.079e+00	1.042e+00	1.104e+00	1.053e+00	1.003e+00	1.092e+00	nan	nan	nan	1.224e+00	1.125e+00	1.260e+00
4.900e+04	9.486e-01	8.978e-01	9.930e-01	9.811e-01	9.414e-01	1.032e+00	2.898e-01	2.115e-01	4.034e-01	7.735e-01	5.147e-01	1.015e+00	1.540e+00	1.444e+00	1.598e+00	1.079e+00	1.042e+00	1.104e+00	1.053e+00	1.003e+00	1.092e+00	1.284e+00	1.189e+00	1.326e+00	1.221e+00	1.121e+00	1.260e+00
4.925e+04	9.486e-01	8.978e-01	9.930e-01	9.811e-01	9.414e-01	1.015e+00	2.898e-01	2.115e-01	4.034e-01	7.735e-01	5.147e-01	1.015e+00	1.540e+00	1.444e+00	1.598e+00	1.079e+00	1.042e+00	1.104e+00	1.053e+00	1.003e+00	1.092e+00	nan	nan	nan	1.221e+00	1.121e+00	1.260e+00
4.950e+04	9.486e-01	8.978e-01	9.930e-01	9.811e-01	9.414e-01	1.015e+00	2.898e-01	2.115e-01	4.034e-01	7.735e-01	5.147e-01	1.015e+00	1.540e+00	1.444e+00	1.598e+00	1.068e+00	1.042e+00	1.104e+00	1.053e+00	1.003e+00	1.092e+00	1.284e+00	1.189e+00	1.323e+00	nan	nan	nan
4.975e+04	9.486e-01	8.978e-01	9.930e-01	9.811e-01	9.414e-01	1.015e+00	2.898e-01	2.115e-01	4.034e-01	7.735e-01	5.147e-01	1.015e+00	1.540e+00	1.444e+00	1.598e+00	1.068e+00	1.015e+00	1.104e+00	1.053e+00	1.003e+00	1.092e+00	1.282e+00	1.189e+00	1.321e+00	1.221e+00	1.121e+00	1.260e+00
5.000e+04	9.486e-01	8.978e-01	9.863e-01	9.811e-01	9.414e-01	1.015e+00	2.898e-01	2.115e-01	4.034e-01	7.735e-01	5.147e-01	1.015e+00	1.540e+00	1.444e+00	1.598e+00	1.068e+00	1.015e+00	1.104e+00	1.053e+00	1.003e+00	1.092e+00	nan	nan	nan	1.221e+00	1.121e+00	1.260e+00
5.025e+04	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.261e+00	1.189e+00	1.313e+00	nan	nan	nan
