evals.q.250.	_.mt.100.3.ga.best.fitness	_.mt.100.3.ga.best.fitness.min	_.mt.100.3.ga.best.fitness.max	_.mt.100.3.ga.33.best.fitness	_.mt.100.3.ga.33.best.fitness.min	_.mt.100.3.ga.33.best.fitness.max	_.mt.100.3.me.2.best.fitness	_.mt.100.3.me.2.best.fitness.min	_.mt.100.3.me.2.best.fitness.max	_.mt.100.3.cabea.e.11.best.fitness	_.mt.100.3.cabea.e.11.best.fitness.min	_.mt.100.3.cabea.e.11.best.fitness.max	_.mt.100.3.cabea.cc.11.best.fitness	_.mt.100.3.cabea.cc.11.best.fitness.min	_.mt.100.3.cabea.cc.11.best.fitness.max	_.mt.100.3.cabea.e.21.best.fitness	_.mt.100.3.cabea.e.21.best.fitness.min	_.mt.100.3.cabea.e.21.best.fitness.max	_.mt.100.3.cabea.cc.21.best.fitness	_.mt.100.3.cabea.cc.21.best.fitness.min	_.mt.100.3.cabea.cc.21.best.fitness.max
1.900e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	4.000e-01	3.800e-01	4.200e-01	3.000e-01	2.700e-01	3.100e-01	1.400e-01	1.200e-01	1.700e-01	6.300e-01	6.200e-01	6.400e-01	5.800e-01	5.600e-01	6.000e-01
1.925e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.900e-01	3.800e-01	4.200e-01	2.800e-01	2.700e-01	3.000e-01	1.400e-01	1.200e-01	1.700e-01	nan	nan	nan	nan	nan	nan
1.950e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.900e-01	3.800e-01	4.200e-01	2.800e-01	2.600e-01	3.000e-01	1.300e-01	1.200e-01	1.600e-01	6.300e-01	6.200e-01	6.400e-01	5.800e-01	5.500e-01	6.000e-01
1.975e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.900e-01	3.800e-01	4.200e-01	2.800e-01	2.600e-01	3.000e-01	1.300e-01	1.100e-01	1.600e-01	6.300e-01	6.200e-01	6.400e-01	5.800e-01	5.500e-01	5.900e-01
2.000e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.900e-01	3.800e-01	4.100e-01	2.700e-01	2.400e-01	3.000e-01	1.300e-01	1.100e-01	1.600e-01	nan	nan	nan	5.700e-01	5.500e-01	5.900e-01
2.025e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.900e-01	3.700e-01	4.100e-01	2.600e-01	2.400e-01	2.900e-01	1.200e-01	1.100e-01	1.600e-01	6.300e-01	6.200e-01	6.300e-01	nan	nan	nan
2.050e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.900e-01	3.700e-01	4.100e-01	2.600e-01	2.300e-01	2.800e-01	1.200e-01	1.000e-01	1.500e-01	nan	nan	nan	5.700e-01	5.500e-01	5.900e-01
2.075e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.900e-01	3.700e-01	4.100e-01	2.500e-01	2.300e-01	2.800e-01	1.200e-01	9.000e-02	1.500e-01	6.200e-01	6.100e-01	6.300e-01	5.700e-01	5.500e-01	5.800e-01
2.100e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.800e-01	3.700e-01	4.000e-01	2.400e-01	2.200e-01	2.700e-01	1.100e-01	9.000e-02	1.400e-01	nan	nan	nan	5.700e-01	5.400e-01	5.800e-01
2.125e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.800e-01	3.700e-01	4.000e-01	2.300e-01	2.200e-01	2.700e-01	1.100e-01	8.000e-02	1.400e-01	6.200e-01	6.000e-01	6.300e-01	nan	nan	nan
2.150e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.800e-01	3.700e-01	4.000e-01	2.300e-01	2.100e-01	2.700e-01	1.100e-01	8.000e-02	1.400e-01	6.100e-01	6.000e-01	6.300e-01	5.700e-01	5.400e-01	5.800e-01
2.175e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.800e-01	3.600e-01	4.000e-01	2.300e-01	2.100e-01	2.600e-01	1.000e-01	8.000e-02	1.300e-01	nan	nan	nan	5.600e-01	5.300e-01	5.700e-01
2.200e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.700e-01	3.600e-01	3.900e-01	2.300e-01	2.100e-01	2.600e-01	1.000e-01	8.000e-02	1.300e-01	6.100e-01	5.900e-01	6.200e-01	5.600e-01	5.300e-01	5.700e-01
2.225e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.700e-01	3.600e-01	3.900e-01	2.200e-01	2.100e-01	2.500e-01	1.000e-01	8.000e-02	1.300e-01	nan	nan	nan	5.500e-01	5.300e-01	5.600e-01
2.250e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.700e-01	3.600e-01	3.900e-01	2.200e-01	2.000e-01	2.500e-01	9.000e-02	7.000e-02	1.200e-01	6.000e-01	5.800e-01	6.100e-01	nan	nan	nan
2.275e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.700e-01	3.600e-01	3.900e-01	2.200e-01	2.000e-01	2.300e-01	8.000e-02	7.000e-02	1.200e-01	nan	nan	nan	5.400e-01	5.200e-01	5.600e-01
2.300e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.700e-01	3.500e-01	3.900e-01	2.100e-01	1.900e-01	2.300e-01	8.000e-02	6.000e-02	1.200e-01	6.000e-01	5.800e-01	6.100e-01	5.400e-01	5.200e-01	5.500e-01
2.325e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.700e-01	3.500e-01	3.900e-01	2.100e-01	1.900e-01	2.200e-01	8.000e-02	6.000e-02	1.200e-01	5.900e-01	5.800e-01	6.100e-01	5.400e-01	5.200e-01	5.500e-01
2.350e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.700e-01	3.500e-01	3.800e-01	2.000e-01	1.800e-01	2.100e-01	8.000e-02	6.000e-02	1.100e-01	nan	nan	nan	nan	nan	nan
2.375e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.500e-01	3.800e-01	2.000e-01	1.800e-01	2.100e-01	7.000e-02	6.000e-02	1.000e-01	5.800e-01	5.800e-01	6.000e-01	5.400e-01	5.200e-01	5.500e-01
2.400e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.500e-01	3.800e-01	1.900e-01	1.700e-01	2.100e-01	7.000e-02	6.000e-02	1.000e-01	nan	nan	nan	5.300e-01	5.100e-01	5.500e-01
2.425e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.400e-01	3.800e-01	1.900e-01	1.700e-01	2.100e-01	6.000e-02	5.000e-02	1.000e-01	5.800e-01	5.800e-01	6.000e-01	5.300e-01	5.100e-01	5.400e-01
2.450e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.400e-01	3.700e-01	1.900e-01	1.600e-01	2.100e-01	6.000e-02	5.000e-02	1.000e-01	nan	nan	nan	nan	nan	nan
2.475e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.400e-01	3.700e-01	1.800e-01	1.600e-01	2.000e-01	6.000e-02	5.000e-02	1.000e-01	5.800e-01	5.700e-01	5.900e-01	5.300e-01	5.100e-01	5.400e-01
2.500e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.500e-01	3.400e-01	3.700e-01	1.700e-01	1.600e-01	2.000e-01	6.000e-02	4.000e-02	1.000e-01	nan	nan	nan	5.200e-01	5.100e-01	5.400e-01
2.525e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.500e-01	3.400e-01	3.700e-01	1.700e-01	1.600e-01	1.900e-01	5.000e-02	4.000e-02	9.000e-02	5.800e-01	5.700e-01	5.800e-01	5.200e-01	5.100e-01	5.400e-01
2.550e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.500e-01	3.300e-01	3.700e-01	1.700e-01	1.500e-01	1.900e-01	5.000e-02	4.000e-02	9.000e-02	5.800e-01	5.600e-01	5.800e-01	nan	nan	nan
2.575e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.500e-01	3.300e-01	3.700e-01	1.700e-01	1.400e-01	1.900e-01	5.000e-02	3.000e-02	8.000e-02	nan	nan	nan	5.200e-01	5.000e-01	5.300e-01
2.600e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.400e-01	3.300e-01	3.600e-01	1.700e-01	1.300e-01	1.800e-01	5.000e-02	3.000e-02	8.000e-02	5.700e-01	5.500e-01	5.800e-01	5.100e-01	4.900e-01	5.300e-01
2.625e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.400e-01	3.300e-01	3.600e-01	1.600e-01	1.300e-01	1.800e-01	4.000e-02	3.000e-02	8.000e-02	nan	nan	nan	5.100e-01	4.900e-01	5.200e-01
2.650e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.400e-01	3.300e-01	3.600e-01	1.600e-01	1.300e-01	1.800e-01	4.000e-02	3.000e-02	8.000e-02	5.700e-01	5.500e-01	5.800e-01	nan	nan	nan
2.675e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.400e-01	3.300e-01	3.600e-01	1.600e-01	1.200e-01	1.700e-01	4.000e-02	3.000e-02	8.000e-02	nan	nan	nan	5.000e-01	4.900e-01	5.200e-01
2.700e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.400e-01	3.300e-01	3.600e-01	1.400e-01	1.200e-01	1.700e-01	4.000e-02	3.000e-02	7.000e-02	5.700e-01	5.500e-01	5.700e-01	5.000e-01	4.900e-01	5.100e-01
2.725e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.400e-01	3.200e-01	3.600e-01	1.400e-01	1.200e-01	1.600e-01	4.000e-02	3.000e-02	7.000e-02	5.600e-01	5.400e-01	5.700e-01	4.900e-01	4.900e-01	5.100e-01
2.750e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.400e-01	3.200e-01	3.500e-01	1.300e-01	1.100e-01	1.600e-01	4.000e-02	2.000e-02	6.000e-02	nan	nan	nan	nan	nan	nan
2.775e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.400e-01	3.200e-01	3.400e-01	1.300e-01	1.100e-01	1.600e-01	4.000e-02	2.000e-02	6.000e-02	5.500e-01	5.400e-01	5.600e-01	4.900e-01	4.800e-01	5.100e-01
2.800e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.300e-01	3.200e-01	3.400e-01	1.300e-01	1.100e-01	1.500e-01	3.000e-02	2.000e-02	6.000e-02	nan	nan	nan	4.900e-01	4.800e-01	5.100e-01
2.825e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.300e-01	3.200e-01	3.400e-01	1.300e-01	1.100e-01	1.500e-01	3.000e-02	2.000e-02	6.000e-02	5.500e-01	5.400e-01	5.500e-01	4.900e-01	4.800e-01	5.000e-01
2.850e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.300e-01	3.100e-01	3.400e-01	1.200e-01	1.000e-01	1.500e-01	3.000e-02	2.000e-02	5.000e-02	nan	nan	nan	4.900e-01	4.800e-01	5.000e-01
2.875e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.300e-01	3.100e-01	3.400e-01	1.200e-01	1.000e-01	1.400e-01	3.000e-02	2.000e-02	5.000e-02	5.500e-01	5.400e-01	5.500e-01	nan	nan	nan
2.900e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.300e-01	3.100e-01	3.400e-01	1.200e-01	1.000e-01	1.400e-01	3.000e-02	2.000e-02	5.000e-02	5.400e-01	5.300e-01	5.500e-01	4.800e-01	4.700e-01	5.000e-01
2.925e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	3.100e-01	3.400e-01	1.200e-01	1.000e-01	1.400e-01	3.000e-02	1.000e-02	5.000e-02	nan	nan	nan	4.800e-01	4.600e-01	5.000e-01
2.950e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	3.100e-01	3.400e-01	1.100e-01	1.000e-01	1.300e-01	3.000e-02	1.000e-02	5.000e-02	5.400e-01	5.300e-01	5.500e-01	4.800e-01	4.600e-01	4.900e-01
2.975e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	3.000e-01	3.300e-01	1.100e-01	9.000e-02	1.300e-01	2.000e-02	1.000e-02	4.000e-02	nan	nan	nan	nan	nan	nan
3.000e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	3.000e-01	3.300e-01	1.100e-01	9.000e-02	1.300e-01	2.000e-02	1.000e-02	4.000e-02	5.400e-01	5.300e-01	5.400e-01	4.700e-01	4.500e-01	4.900e-01
3.025e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	3.000e-01	3.300e-01	1.000e-01	9.000e-02	1.200e-01	2.000e-02	1.000e-02	4.000e-02	nan	nan	nan	4.700e-01	4.500e-01	4.800e-01
3.050e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	3.000e-01	3.300e-01	1.000e-01	8.000e-02	1.200e-01	2.000e-02	1.000e-02	4.000e-02	5.300e-01	5.200e-01	5.400e-01	4.600e-01	4.400e-01	4.800e-01
3.075e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	3.000e-01	3.300e-01	1.000e-01	8.000e-02	1.200e-01	2.000e-02	1.000e-02	4.000e-02	5.300e-01	5.200e-01	5.400e-01	nan	nan	nan
3.100e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	3.000e-01	3.200e-01	1.000e-01	8.000e-02	1.200e-01	2.000e-02	1.000e-02	3.000e-02	nan	nan	nan	4.500e-01	4.400e-01	4.800e-01
3.125e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.100e-01	3.000e-01	3.200e-01	1.000e-01	8.000e-02	1.200e-01	2.000e-02	1.000e-02	3.000e-02	5.200e-01	5.100e-01	5.300e-01	4.500e-01	4.300e-01	4.800e-01
3.150e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.100e-01	3.000e-01	3.200e-01	9.000e-02	7.000e-02	1.000e-01	2.000e-02	0.000e+00	3.000e-02	nan	nan	nan	4.500e-01	4.300e-01	4.700e-01
3.175e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.100e-01	2.900e-01	3.200e-01	9.000e-02	7.000e-02	1.000e-01	2.000e-02	0.000e+00	3.000e-02	5.200e-01	5.100e-01	5.300e-01	nan	nan	nan
3.200e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.100e-01	2.900e-01	3.100e-01	8.000e-02	7.000e-02	1.000e-01	2.000e-02	0.000e+00	3.000e-02	nan	nan	nan	4.500e-01	4.200e-01	4.700e-01
3.225e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.100e-01	2.900e-01	3.100e-01	8.000e-02	7.000e-02	1.000e-01	2.000e-02	0.000e+00	3.000e-02	5.200e-01	5.100e-01	5.300e-01	4.400e-01	4.200e-01	4.600e-01
3.250e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.000e-01	2.900e-01	3.100e-01	8.000e-02	6.000e-02	1.000e-01	2.000e-02	0.000e+00	2.000e-02	nan	nan	nan	4.400e-01	4.200e-01	4.600e-01
3.275e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.000e-01	2.900e-01	3.100e-01	8.000e-02	6.000e-02	9.000e-02	2.000e-02	0.000e+00	2.000e-02	5.100e-01	5.100e-01	5.300e-01	nan	nan	nan
3.300e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.000e-01	2.900e-01	3.100e-01	8.000e-02	6.000e-02	9.000e-02	1.000e-02	0.000e+00	2.000e-02	5.100e-01	5.000e-01	5.300e-01	4.400e-01	4.200e-01	4.600e-01
3.325e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.000e-01	2.800e-01	3.100e-01	8.000e-02	6.000e-02	8.000e-02	1.000e-02	0.000e+00	2.000e-02	nan	nan	nan	4.400e-01	4.100e-01	4.500e-01
3.350e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.000e-01	2.800e-01	3.100e-01	8.000e-02	6.000e-02	8.000e-02	1.000e-02	0.000e+00	2.000e-02	5.100e-01	5.000e-01	5.200e-01	4.400e-01	4.100e-01	4.500e-01
3.375e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.000e-01	2.800e-01	3.100e-01	8.000e-02	6.000e-02	8.000e-02	1.000e-02	0.000e+00	2.000e-02	nan	nan	nan	nan	nan	nan
3.400e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.000e-01	2.800e-01	3.100e-01	7.000e-02	6.000e-02	8.000e-02	1.000e-02	0.000e+00	2.000e-02	5.100e-01	5.000e-01	5.100e-01	4.300e-01	4.100e-01	4.500e-01
3.425e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.900e-01	2.800e-01	3.000e-01	6.000e-02	5.000e-02	8.000e-02	1.000e-02	0.000e+00	2.000e-02	nan	nan	nan	4.200e-01	4.100e-01	4.500e-01
3.450e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.900e-01	2.800e-01	3.000e-01	6.000e-02	5.000e-02	8.000e-02	1.000e-02	0.000e+00	2.000e-02	5.000e-01	5.000e-01	5.100e-01	4.200e-01	4.100e-01	4.500e-01
3.475e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.900e-01	2.800e-01	3.000e-01	6.000e-02	4.000e-02	8.000e-02	1.000e-02	0.000e+00	1.000e-02	5.000e-01	4.900e-01	5.100e-01	4.200e-01	4.100e-01	4.400e-01
3.500e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.900e-01	2.700e-01	3.000e-01	6.000e-02	4.000e-02	7.000e-02	1.000e-02	0.000e+00	1.000e-02	nan	nan	nan	nan	nan	nan
3.525e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.900e-01	2.700e-01	3.000e-01	6.000e-02	3.000e-02	7.000e-02	1.000e-02	0.000e+00	1.000e-02	5.000e-01	4.900e-01	5.100e-01	4.200e-01	4.100e-01	4.400e-01
3.550e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.900e-01	2.700e-01	3.000e-01	5.000e-02	3.000e-02	7.000e-02	1.000e-02	0.000e+00	1.000e-02	nan	nan	nan	4.200e-01	4.100e-01	4.400e-01
3.575e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.900e-01	2.700e-01	3.000e-01	5.000e-02	3.000e-02	7.000e-02	1.000e-02	0.000e+00	1.000e-02	4.900e-01	4.800e-01	5.000e-01	4.200e-01	4.000e-01	4.300e-01
3.600e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.700e-01	2.900e-01	5.000e-02	3.000e-02	7.000e-02	0.000e+00	0.000e+00	1.000e-02	nan	nan	nan	nan	nan	nan
3.625e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.600e-01	2.900e-01	5.000e-02	3.000e-02	7.000e-02	0.000e+00	0.000e+00	1.000e-02	4.900e-01	4.800e-01	5.000e-01	4.200e-01	3.900e-01	4.200e-01
3.650e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.600e-01	2.900e-01	5.000e-02	3.000e-02	6.000e-02	0.000e+00	0.000e+00	1.000e-02	4.900e-01	4.800e-01	4.900e-01	4.100e-01	3.900e-01	4.200e-01
3.675e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.600e-01	2.900e-01	4.000e-02	3.000e-02	6.000e-02	0.000e+00	0.000e+00	1.000e-02	nan	nan	nan	4.000e-01	3.900e-01	4.200e-01
3.700e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.600e-01	2.900e-01	4.000e-02	3.000e-02	6.000e-02	0.000e+00	0.000e+00	1.000e-02	4.800e-01	4.700e-01	4.900e-01	nan	nan	nan
3.725e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.600e-01	2.900e-01	4.000e-02	2.000e-02	5.000e-02	0.000e+00	0.000e+00	1.000e-02	nan	nan	nan	4.000e-01	3.900e-01	4.200e-01
3.750e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.600e-01	2.800e-01	4.000e-02	2.000e-02	5.000e-02	0.000e+00	0.000e+00	1.000e-02	4.800e-01	4.700e-01	4.900e-01	4.000e-01	3.800e-01	4.200e-01
3.775e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.700e-01	2.500e-01	2.800e-01	3.000e-02	2.000e-02	5.000e-02	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	4.000e-01	3.800e-01	4.100e-01
3.800e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.700e-01	2.500e-01	2.800e-01	3.000e-02	2.000e-02	5.000e-02	0.000e+00	0.000e+00	0.000e+00	4.700e-01	4.600e-01	4.900e-01	nan	nan	nan
3.825e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.700e-01	2.500e-01	2.800e-01	3.000e-02	2.000e-02	5.000e-02	0.000e+00	0.000e+00	0.000e+00	4.700e-01	4.600e-01	4.800e-01	3.900e-01	3.800e-01	4.000e-01
3.850e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.700e-01	2.500e-01	2.800e-01	3.000e-02	2.000e-02	5.000e-02	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	3.900e-01	3.800e-01	4.000e-01
3.875e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.700e-01	2.500e-01	2.800e-01	3.000e-02	2.000e-02	4.000e-02	0.000e+00	0.000e+00	0.000e+00	4.700e-01	4.500e-01	4.700e-01	3.900e-01	3.800e-01	4.000e-01
3.900e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.700e-01	2.500e-01	2.700e-01	3.000e-02	1.000e-02	4.000e-02	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	nan	nan	nan
3.925e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.600e-01	2.500e-01	2.700e-01	3.000e-02	1.000e-02	4.000e-02	0.000e+00	0.000e+00	0.000e+00	4.600e-01	4.400e-01	4.700e-01	3.800e-01	3.800e-01	4.000e-01
3.950e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.600e-01	2.400e-01	2.700e-01	3.000e-02	1.000e-02	4.000e-02	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	3.800e-01	3.600e-01	4.000e-01
3.975e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.600e-01	2.400e-01	2.700e-01	3.000e-02	1.000e-02	4.000e-02	0.000e+00	0.000e+00	0.000e+00	4.600e-01	4.400e-01	4.700e-01	3.800e-01	3.600e-01	3.900e-01
4.000e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.600e-01	2.400e-01	2.700e-01	2.000e-02	1.000e-02	3.000e-02	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	nan	nan	nan
4.025e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.600e-01	2.400e-01	2.700e-01	2.000e-02	1.000e-02	3.000e-02	0.000e+00	0.000e+00	0.000e+00	4.600e-01	4.400e-01	4.700e-01	3.800e-01	3.600e-01	3.900e-01
4.050e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.600e-01	2.400e-01	2.700e-01	2.000e-02	1.000e-02	3.000e-02	0.000e+00	0.000e+00	0.000e+00	4.500e-01	4.400e-01	4.600e-01	3.700e-01	3.500e-01	3.900e-01
4.075e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.600e-01	2.400e-01	2.700e-01	2.000e-02	1.000e-02	3.000e-02	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	3.700e-01	3.500e-01	3.900e-01
4.100e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.600e-01	2.400e-01	2.700e-01	2.000e-02	0.000e+00	3.000e-02	0.000e+00	0.000e+00	0.000e+00	4.500e-01	4.400e-01	4.600e-01	nan	nan	nan
4.125e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.600e-01	2.400e-01	2.700e-01	2.000e-02	0.000e+00	3.000e-02	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	3.700e-01	3.500e-01	3.800e-01
4.150e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.500e-01	2.400e-01	2.700e-01	2.000e-02	0.000e+00	3.000e-02	0.000e+00	0.000e+00	0.000e+00	4.400e-01	4.400e-01	4.600e-01	3.700e-01	3.500e-01	3.800e-01
4.175e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.500e-01	2.400e-01	2.700e-01	2.000e-02	0.000e+00	3.000e-02	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	3.600e-01	3.500e-01	3.800e-01
