evals.q.250.	_.mt.25.3.ga.best.fitness	_.mt.25.3.ga.best.fitness.min	_.mt.25.3.ga.best.fitness.max	_.mt.25.3.ga.33.best.fitness	_.mt.25.3.ga.33.best.fitness.min	_.mt.25.3.ga.33.best.fitness.max	_.mt.25.3.me.2.best.fitness	_.mt.25.3.me.2.best.fitness.min	_.mt.25.3.me.2.best.fitness.max	_.mt.25.3.cabea.e.11.best.fitness	_.mt.25.3.cabea.e.11.best.fitness.min	_.mt.25.3.cabea.e.11.best.fitness.max	_.mt.25.3.cabea.cc.11.best.fitness	_.mt.25.3.cabea.cc.11.best.fitness.min	_.mt.25.3.cabea.cc.11.best.fitness.max	_.mt.25.3.cabea.e.21.best.fitness	_.mt.25.3.cabea.e.21.best.fitness.min	_.mt.25.3.cabea.e.21.best.fitness.max	_.mt.25.3.cabea.cc.21.best.fitness	_.mt.25.3.cabea.cc.21.best.fitness.min	_.mt.25.3.cabea.cc.21.best.fitness.max
6.000e+03	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	4.400e-01	4.000e-01	4.400e-01	3.200e-01	2.800e-01	3.600e-01	1.600e-01	1.200e-01	2.000e-01	nan	nan	nan	5.200e-01	4.800e-01	5.200e-01
6.250e+03	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	4.000e-01	4.000e-01	4.400e-01	3.200e-01	2.800e-01	3.600e-01	1.600e-01	1.200e-01	2.000e-01	5.200e-01	5.200e-01	5.600e-01	5.200e-01	4.800e-01	5.200e-01
6.500e+03	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	4.000e-01	4.000e-01	4.400e-01	3.200e-01	2.400e-01	3.200e-01	1.600e-01	1.200e-01	1.600e-01	5.200e-01	5.200e-01	5.600e-01	4.800e-01	4.800e-01	5.200e-01
6.750e+03	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	4.000e-01	3.600e-01	4.400e-01	2.800e-01	2.400e-01	3.200e-01	1.200e-01	8.000e-02	1.600e-01	nan	nan	nan	nan	nan	nan
7.000e+03	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	4.000e-01	3.600e-01	4.400e-01	2.800e-01	2.400e-01	3.200e-01	1.200e-01	8.000e-02	1.600e-01	5.200e-01	5.200e-01	5.600e-01	4.800e-01	4.400e-01	5.200e-01
7.250e+03	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	4.000e-01	3.600e-01	4.400e-01	2.800e-01	2.400e-01	2.800e-01	8.000e-02	8.000e-02	1.200e-01	nan	nan	nan	4.800e-01	4.400e-01	5.200e-01
7.500e+03	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.600e-01	4.000e-01	2.400e-01	2.000e-01	2.800e-01	8.000e-02	4.000e-02	1.200e-01	5.200e-01	4.800e-01	5.200e-01	4.800e-01	4.400e-01	4.800e-01
7.750e+03	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.600e-01	4.000e-01	2.400e-01	2.000e-01	2.800e-01	8.000e-02	4.000e-02	1.200e-01	nan	nan	nan	nan	nan	nan
8.000e+03	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.600e-01	4.000e-01	2.000e-01	2.000e-01	2.400e-01	8.000e-02	4.000e-02	8.000e-02	5.200e-01	4.800e-01	5.200e-01	4.400e-01	4.400e-01	4.800e-01
8.250e+03	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.200e-01	4.000e-01	2.000e-01	1.600e-01	2.400e-01	4.000e-02	4.000e-02	8.000e-02	nan	nan	nan	4.400e-01	4.400e-01	4.800e-01
8.500e+03	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.200e-01	4.000e-01	2.000e-01	1.600e-01	2.400e-01	4.000e-02	4.000e-02	8.000e-02	4.800e-01	4.400e-01	5.200e-01	4.400e-01	4.000e-01	4.800e-01
8.750e+03	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.200e-01	4.000e-01	2.000e-01	1.600e-01	2.000e-01	4.000e-02	4.000e-02	8.000e-02	4.800e-01	4.400e-01	5.200e-01	nan	nan	nan
9.000e+03	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.200e-01	3.600e-01	1.600e-01	1.600e-01	2.000e-01	4.000e-02	0.000e+00	8.000e-02	nan	nan	nan	4.400e-01	4.000e-01	4.400e-01
9.250e+03	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.200e-01	3.600e-01	1.600e-01	1.200e-01	2.000e-01	4.000e-02	0.000e+00	8.000e-02	4.800e-01	4.400e-01	4.800e-01	4.400e-01	4.000e-01	4.400e-01
9.500e+03	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.200e-01	3.600e-01	1.600e-01	1.200e-01	2.000e-01	4.000e-02	0.000e+00	8.000e-02	nan	nan	nan	4.000e-01	4.000e-01	4.400e-01
9.750e+03	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	3.200e-01	3.600e-01	1.600e-01	1.200e-01	2.000e-01	4.000e-02	0.000e+00	4.000e-02	4.800e-01	4.400e-01	4.800e-01	4.000e-01	3.600e-01	4.400e-01
1.000e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	3.200e-01	3.600e-01	1.600e-01	1.200e-01	2.000e-01	0.000e+00	0.000e+00	4.000e-02	nan	nan	nan	nan	nan	nan
1.025e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	3.200e-01	3.600e-01	1.600e-01	1.200e-01	1.600e-01	0.000e+00	0.000e+00	4.000e-02	4.400e-01	4.400e-01	4.800e-01	4.000e-01	3.600e-01	4.000e-01
1.050e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	3.200e-01	3.600e-01	1.200e-01	1.200e-01	1.600e-01	0.000e+00	0.000e+00	4.000e-02	4.400e-01	4.400e-01	4.800e-01	4.000e-01	3.600e-01	4.000e-01
1.075e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	3.200e-01	3.600e-01	1.200e-01	1.200e-01	1.600e-01	0.000e+00	0.000e+00	4.000e-02	nan	nan	nan	4.000e-01	3.600e-01	4.000e-01
1.100e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	2.800e-01	3.600e-01	1.200e-01	1.200e-01	1.200e-01	0.000e+00	0.000e+00	4.000e-02	4.400e-01	4.400e-01	4.800e-01	nan	nan	nan
1.125e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	2.800e-01	3.200e-01	1.200e-01	8.000e-02	1.200e-01	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	4.000e-01	3.600e-01	4.000e-01
1.150e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	2.800e-01	3.200e-01	1.200e-01	8.000e-02	1.200e-01	0.000e+00	0.000e+00	0.000e+00	4.400e-01	4.000e-01	4.800e-01	3.600e-01	3.600e-01	4.000e-01
1.175e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	2.800e-01	3.200e-01	1.200e-01	8.000e-02	1.200e-01	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	3.600e-01	3.600e-01	4.000e-01
1.200e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	2.800e-01	3.200e-01	8.000e-02	8.000e-02	1.200e-01	0.000e+00	0.000e+00	0.000e+00	4.400e-01	4.000e-01	4.400e-01	nan	nan	nan
1.225e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	2.800e-01	3.200e-01	8.000e-02	4.000e-02	1.200e-01	0.000e+00	0.000e+00	0.000e+00	4.400e-01	4.000e-01	4.400e-01	3.600e-01	3.600e-01	4.000e-01
1.250e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	2.800e-01	3.200e-01	8.000e-02	4.000e-02	1.200e-01	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	3.600e-01	3.600e-01	4.000e-01
1.275e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	2.800e-01	3.200e-01	8.000e-02	4.000e-02	8.000e-02	0.000e+00	0.000e+00	0.000e+00	4.000e-01	3.600e-01	4.400e-01	3.600e-01	3.200e-01	3.600e-01
1.300e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	2.800e-01	3.200e-01	4.000e-02	4.000e-02	8.000e-02	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	nan	nan	nan
1.325e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.400e-01	3.200e-01	4.000e-02	4.000e-02	8.000e-02	0.000e+00	0.000e+00	0.000e+00	4.000e-01	3.600e-01	4.400e-01	3.600e-01	3.200e-01	3.600e-01
1.350e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.400e-01	3.200e-01	4.000e-02	4.000e-02	8.000e-02	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	3.600e-01	3.200e-01	3.600e-01
1.375e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.400e-01	3.200e-01	4.000e-02	4.000e-02	8.000e-02	0.000e+00	0.000e+00	0.000e+00	4.000e-01	3.600e-01	4.400e-01	3.600e-01	3.200e-01	3.600e-01
1.400e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.400e-01	3.200e-01	4.000e-02	4.000e-02	4.000e-02	0.000e+00	0.000e+00	0.000e+00	4.000e-01	3.600e-01	4.400e-01	nan	nan	nan
1.425e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.400e-01	3.200e-01	4.000e-02	4.000e-02	4.000e-02	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	3.200e-01	3.200e-01	3.600e-01
1.450e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.400e-01	2.800e-01	4.000e-02	4.000e-02	4.000e-02	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.600e-01	4.000e-01	3.200e-01	3.200e-01	3.200e-01
1.475e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.400e-01	2.800e-01	4.000e-02	0.000e+00	4.000e-02	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	3.200e-01	2.800e-01	3.200e-01
1.500e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.400e-01	2.800e-01	4.000e-02	0.000e+00	4.000e-02	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.600e-01	4.000e-01	nan	nan	nan
1.525e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.400e-01	2.800e-01	0.000e+00	0.000e+00	4.000e-02	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	3.200e-01	2.800e-01	3.200e-01
1.550e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.400e-01	2.800e-01	0.000e+00	0.000e+00	4.000e-02	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.600e-01	4.000e-01	3.200e-01	2.800e-01	3.200e-01
1.575e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.400e-01	2.800e-01	0.000e+00	0.000e+00	4.000e-02	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	3.200e-01	2.400e-01	3.200e-01
1.600e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.400e-01	2.400e-01	2.800e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.200e-01	3.600e-01	2.800e-01	2.400e-01	3.200e-01
1.625e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.400e-01	2.400e-01	2.800e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.200e-01	3.600e-01	nan	nan	nan
1.650e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.400e-01	2.400e-01	2.800e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	2.800e-01	2.400e-01	3.200e-01
1.675e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.400e-01	2.400e-01	2.800e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.200e-01	3.600e-01	2.800e-01	2.400e-01	2.800e-01
1.700e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.400e-01	2.400e-01	2.800e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	2.800e-01	2.400e-01	2.800e-01
1.725e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.400e-01	2.400e-01	2.800e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.600e-01	3.200e-01	3.600e-01	nan	nan	nan
1.750e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.400e-01	2.400e-01	2.800e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	2.800e-01	2.400e-01	2.800e-01
1.775e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.400e-01	2.000e-01	2.800e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	3.200e-01	3.600e-01	2.400e-01	2.400e-01	2.800e-01
1.800e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.400e-01	2.000e-01	2.800e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	3.200e-01	3.600e-01	2.400e-01	2.400e-01	2.800e-01
1.825e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.400e-01	2.000e-01	2.800e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	nan	nan	nan
1.850e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.400e-01	2.000e-01	2.800e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	2.800e-01	3.600e-01	2.400e-01	2.400e-01	2.800e-01
1.875e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.400e-01	2.000e-01	2.400e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	2.400e-01	2.400e-01	2.800e-01
1.900e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.400e-01	2.000e-01	2.400e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	2.800e-01	3.200e-01	2.400e-01	2.000e-01	2.400e-01
1.925e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.400e-01	2.000e-01	2.400e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	nan	nan	nan
1.950e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.400e-01	2.000e-01	2.400e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.200e-01	2.800e-01	3.200e-01	2.400e-01	2.000e-01	2.400e-01
1.975e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.400e-01	2.000e-01	2.400e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.800e-01	3.200e-01	2.400e-01	2.000e-01	2.400e-01
2.000e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.400e-01	2.000e-01	2.400e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	2.000e-01	2.000e-01	2.400e-01
2.025e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.400e-01	2.000e-01	2.400e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.800e-01	3.200e-01	nan	nan	nan
2.050e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.000e-01	2.000e-01	2.400e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	2.000e-01	2.000e-01	2.400e-01
2.075e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.000e-01	2.000e-01	2.400e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.400e-01	3.200e-01	2.000e-01	2.000e-01	2.400e-01
2.100e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.000e-01	2.000e-01	2.400e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	2.000e-01	2.000e-01	2.400e-01
2.125e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.000e-01	2.000e-01	2.400e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.400e-01	3.200e-01	nan	nan	nan
2.150e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.000e-01	2.000e-01	2.400e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.400e-01	2.800e-01	2.000e-01	2.000e-01	2.400e-01
2.175e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.000e-01	2.000e-01	2.400e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	2.000e-01	1.600e-01	2.000e-01
2.200e+04	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.000e-01	2.000e-01	2.400e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.800e-01	2.400e-01	2.800e-01	2.000e-01	1.600e-01	2.000e-01
