evals.q.250.	_.mt.100.3.ga.all.each.solution.overall.target.distance	_.mt.100.3.ga.all.each.solution.overall.target.distance.min	_.mt.100.3.ga.all.each.solution.overall.target.distance.max	_.mt.100.3.ga.33.all.each.solution.overall.target.distance	_.mt.100.3.ga.33.all.each.solution.overall.target.distance.min	_.mt.100.3.ga.33.all.each.solution.overall.target.distance.max	_.mt.100.3.me.2.all.each.solution.overall.target.distance	_.mt.100.3.me.2.all.each.solution.overall.target.distance.min	_.mt.100.3.me.2.all.each.solution.overall.target.distance.max	_.mt.100.3.cabea.e.11.all.each.solution.overall.target.distance	_.mt.100.3.cabea.e.11.all.each.solution.overall.target.distance.min	_.mt.100.3.cabea.e.11.all.each.solution.overall.target.distance.max	_.mt.100.3.cabea.cc.11.all.each.solution.overall.target.distance	_.mt.100.3.cabea.cc.11.all.each.solution.overall.target.distance.min	_.mt.100.3.cabea.cc.11.all.each.solution.overall.target.distance.max	_.mt.100.3.cabea.e.21.all.each.solution.overall.target.distance	_.mt.100.3.cabea.e.21.all.each.solution.overall.target.distance.min	_.mt.100.3.cabea.e.21.all.each.solution.overall.target.distance.max	_.mt.100.3.cabea.cc.21.all.each.solution.overall.target.distance	_.mt.100.3.cabea.cc.21.all.each.solution.overall.target.distance.min	_.mt.100.3.cabea.cc.21.all.each.solution.overall.target.distance.max
1.675e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	5.133e-01	4.867e-01	5.367e-01	4.033e-01	3.900e-01	4.300e-01	3.000e-01	2.700e-01	3.700e-01	6.667e-01	6.600e-01	6.733e-01	6.267e-01	6.167e-01	6.400e-01
1.700e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	5.133e-01	4.867e-01	5.333e-01	4.000e-01	3.833e-01	4.300e-01	2.967e-01	2.633e-01	3.633e-01	nan	nan	nan	6.233e-01	6.133e-01	6.333e-01
1.725e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	5.133e-01	4.867e-01	5.300e-01	3.967e-01	3.767e-01	4.267e-01	2.967e-01	2.600e-01	3.633e-01	6.633e-01	6.567e-01	6.700e-01	nan	nan	nan
1.750e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	5.067e-01	4.800e-01	5.300e-01	3.933e-01	3.767e-01	4.200e-01	2.900e-01	2.533e-01	3.600e-01	nan	nan	nan	6.233e-01	6.067e-01	6.300e-01
1.775e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	5.067e-01	4.800e-01	5.267e-01	3.867e-01	3.733e-01	4.133e-01	2.800e-01	2.500e-01	3.533e-01	6.600e-01	6.500e-01	6.633e-01	6.200e-01	6.067e-01	6.267e-01
1.800e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	5.067e-01	4.767e-01	5.267e-01	3.833e-01	3.700e-01	4.100e-01	2.767e-01	2.400e-01	3.500e-01	6.567e-01	6.500e-01	6.633e-01	6.167e-01	6.000e-01	6.233e-01
1.825e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	5.067e-01	4.733e-01	5.200e-01	3.767e-01	3.667e-01	4.033e-01	2.767e-01	2.400e-01	3.467e-01	nan	nan	nan	nan	nan	nan
1.850e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	5.067e-01	4.700e-01	5.200e-01	3.767e-01	3.633e-01	4.000e-01	2.767e-01	2.267e-01	3.433e-01	6.533e-01	6.433e-01	6.600e-01	6.133e-01	6.000e-01	6.200e-01
1.875e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	5.033e-01	4.667e-01	5.200e-01	3.733e-01	3.600e-01	3.967e-01	2.733e-01	2.267e-01	3.400e-01	nan	nan	nan	6.100e-01	5.933e-01	6.200e-01
1.900e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	5.000e-01	4.667e-01	5.167e-01	3.633e-01	3.533e-01	3.900e-01	2.667e-01	2.233e-01	3.400e-01	6.500e-01	6.400e-01	6.567e-01	6.033e-01	5.900e-01	6.167e-01
1.925e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	5.000e-01	4.633e-01	5.167e-01	3.600e-01	3.400e-01	3.900e-01	2.633e-01	2.233e-01	3.400e-01	nan	nan	nan	nan	nan	nan
1.950e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	5.000e-01	4.600e-01	5.167e-01	3.600e-01	3.367e-01	3.900e-01	2.633e-01	2.200e-01	3.300e-01	6.500e-01	6.400e-01	6.533e-01	6.033e-01	5.867e-01	6.100e-01
1.975e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.967e-01	4.567e-01	5.133e-01	3.533e-01	3.333e-01	3.833e-01	2.600e-01	2.200e-01	3.267e-01	6.467e-01	6.333e-01	6.533e-01	5.967e-01	5.867e-01	6.067e-01
2.000e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.933e-01	4.533e-01	5.100e-01	3.500e-01	3.300e-01	3.767e-01	2.600e-01	2.133e-01	3.233e-01	nan	nan	nan	5.933e-01	5.767e-01	6.033e-01
2.025e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.900e-01	4.533e-01	5.100e-01	3.467e-01	3.233e-01	3.700e-01	2.567e-01	2.100e-01	3.233e-01	6.433e-01	6.300e-01	6.500e-01	nan	nan	nan
2.050e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.867e-01	4.500e-01	5.100e-01	3.433e-01	3.200e-01	3.700e-01	2.567e-01	1.967e-01	3.200e-01	nan	nan	nan	5.900e-01	5.767e-01	6.000e-01
2.075e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.833e-01	4.567e-01	5.100e-01	3.367e-01	3.167e-01	3.667e-01	2.500e-01	1.967e-01	3.133e-01	6.400e-01	6.267e-01	6.467e-01	5.867e-01	5.767e-01	5.967e-01
2.100e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.833e-01	4.533e-01	5.100e-01	3.333e-01	3.100e-01	3.567e-01	2.467e-01	1.933e-01	3.100e-01	nan	nan	nan	5.833e-01	5.733e-01	5.967e-01
2.125e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.800e-01	4.533e-01	5.100e-01	3.333e-01	3.033e-01	3.567e-01	2.433e-01	1.833e-01	3.067e-01	6.300e-01	6.267e-01	6.433e-01	nan	nan	nan
2.150e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.800e-01	4.533e-01	5.000e-01	3.267e-01	3.033e-01	3.567e-01	2.400e-01	1.833e-01	3.067e-01	6.300e-01	6.233e-01	6.367e-01	5.833e-01	5.733e-01	5.933e-01
2.175e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.767e-01	4.533e-01	5.000e-01	3.200e-01	2.967e-01	3.533e-01	2.367e-01	1.767e-01	3.000e-01	nan	nan	nan	5.800e-01	5.700e-01	5.900e-01
2.200e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.767e-01	4.533e-01	5.067e-01	3.167e-01	2.967e-01	3.467e-01	2.300e-01	1.733e-01	3.000e-01	6.267e-01	6.200e-01	6.333e-01	5.767e-01	5.633e-01	5.867e-01
2.225e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.867e-01	4.533e-01	5.067e-01	3.167e-01	2.933e-01	3.467e-01	2.300e-01	1.700e-01	3.000e-01	nan	nan	nan	5.733e-01	5.600e-01	5.833e-01
2.250e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.867e-01	4.500e-01	5.033e-01	3.100e-01	2.933e-01	3.433e-01	2.267e-01	1.667e-01	2.933e-01	6.200e-01	6.167e-01	6.267e-01	nan	nan	nan
2.275e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.867e-01	4.500e-01	5.033e-01	3.100e-01	2.867e-01	3.400e-01	2.167e-01	1.633e-01	2.867e-01	nan	nan	nan	5.667e-01	5.567e-01	5.833e-01
2.300e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.800e-01	4.500e-01	5.000e-01	3.033e-01	2.800e-01	3.367e-01	2.133e-01	1.567e-01	2.867e-01	6.167e-01	6.100e-01	6.233e-01	5.600e-01	5.533e-01	5.733e-01
2.325e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.800e-01	4.433e-01	4.967e-01	3.033e-01	2.767e-01	3.300e-01	2.133e-01	1.533e-01	2.867e-01	6.133e-01	6.100e-01	6.200e-01	5.600e-01	5.533e-01	5.700e-01
2.350e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.800e-01	4.433e-01	4.967e-01	3.000e-01	2.733e-01	3.267e-01	2.100e-01	1.533e-01	2.833e-01	nan	nan	nan	nan	nan	nan
2.375e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.767e-01	4.433e-01	4.933e-01	2.933e-01	2.700e-01	3.267e-01	2.033e-01	1.467e-01	2.800e-01	6.100e-01	6.033e-01	6.167e-01	5.567e-01	5.467e-01	5.667e-01
2.400e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.767e-01	4.400e-01	4.933e-01	2.933e-01	2.667e-01	3.267e-01	2.033e-01	1.467e-01	2.800e-01	nan	nan	nan	5.533e-01	5.433e-01	5.667e-01
2.425e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.733e-01	4.367e-01	4.933e-01	2.933e-01	2.633e-01	3.233e-01	2.033e-01	1.433e-01	2.800e-01	6.067e-01	6.000e-01	6.133e-01	5.500e-01	5.400e-01	5.633e-01
2.450e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.700e-01	4.333e-01	4.900e-01	2.900e-01	2.600e-01	3.200e-01	2.000e-01	1.400e-01	2.733e-01	nan	nan	nan	nan	nan	nan
2.475e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.700e-01	4.333e-01	4.900e-01	2.900e-01	2.567e-01	3.133e-01	2.000e-01	1.367e-01	2.733e-01	6.033e-01	5.933e-01	6.100e-01	5.500e-01	5.367e-01	5.633e-01
2.500e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.700e-01	4.300e-01	4.900e-01	2.833e-01	2.533e-01	3.167e-01	1.933e-01	1.367e-01	2.700e-01	nan	nan	nan	5.467e-01	5.333e-01	5.633e-01
2.525e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.700e-01	4.300e-01	4.867e-01	2.700e-01	2.500e-01	3.167e-01	1.900e-01	1.367e-01	2.667e-01	6.000e-01	5.900e-01	6.067e-01	5.433e-01	5.333e-01	5.600e-01
2.550e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.700e-01	4.267e-01	4.833e-01	2.700e-01	2.500e-01	3.133e-01	1.867e-01	1.367e-01	2.667e-01	5.967e-01	5.833e-01	6.033e-01	nan	nan	nan
2.575e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.667e-01	4.233e-01	4.833e-01	2.700e-01	2.433e-01	3.067e-01	1.867e-01	1.367e-01	2.633e-01	nan	nan	nan	5.367e-01	5.267e-01	5.533e-01
2.600e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.633e-01	4.200e-01	4.800e-01	2.700e-01	2.400e-01	3.067e-01	1.833e-01	1.367e-01	2.600e-01	5.933e-01	5.833e-01	6.033e-01	5.333e-01	5.233e-01	5.467e-01
2.625e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.633e-01	4.200e-01	4.800e-01	2.600e-01	2.400e-01	3.133e-01	1.833e-01	1.267e-01	2.600e-01	nan	nan	nan	5.333e-01	5.200e-01	5.433e-01
2.650e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.600e-01	4.167e-01	4.767e-01	2.600e-01	2.333e-01	3.100e-01	1.833e-01	1.267e-01	2.567e-01	5.900e-01	5.800e-01	5.967e-01	nan	nan	nan
2.675e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.600e-01	4.167e-01	4.767e-01	2.567e-01	2.333e-01	3.100e-01	1.800e-01	1.233e-01	2.567e-01	nan	nan	nan	5.333e-01	5.167e-01	5.400e-01
2.700e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.600e-01	4.167e-01	4.733e-01	2.467e-01	2.300e-01	3.000e-01	1.767e-01	1.200e-01	2.567e-01	5.833e-01	5.767e-01	5.900e-01	5.267e-01	5.167e-01	5.400e-01
2.725e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.567e-01	4.133e-01	4.733e-01	2.467e-01	2.267e-01	3.000e-01	1.700e-01	1.133e-01	2.567e-01	5.767e-01	5.733e-01	5.833e-01	5.233e-01	5.133e-01	5.333e-01
2.750e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.567e-01	4.100e-01	4.733e-01	2.433e-01	2.267e-01	3.000e-01	1.633e-01	1.133e-01	2.567e-01	nan	nan	nan	nan	nan	nan
2.775e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.533e-01	4.100e-01	4.700e-01	2.400e-01	2.200e-01	3.000e-01	1.633e-01	1.100e-01	2.567e-01	5.767e-01	5.700e-01	5.833e-01	5.233e-01	5.133e-01	5.333e-01
2.800e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.500e-01	4.100e-01	4.667e-01	2.400e-01	2.167e-01	2.967e-01	1.633e-01	1.100e-01	2.533e-01	nan	nan	nan	5.200e-01	5.100e-01	5.300e-01
2.825e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.500e-01	4.067e-01	4.667e-01	2.400e-01	2.133e-01	2.967e-01	1.600e-01	1.067e-01	2.533e-01	5.733e-01	5.633e-01	5.800e-01	5.200e-01	5.033e-01	5.267e-01
2.850e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.500e-01	4.033e-01	4.633e-01	2.400e-01	2.133e-01	2.900e-01	1.600e-01	1.033e-01	2.500e-01	nan	nan	nan	5.133e-01	5.033e-01	5.200e-01
2.875e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.500e-01	4.033e-01	4.600e-01	2.300e-01	2.100e-01	2.900e-01	1.500e-01	1.033e-01	2.500e-01	5.700e-01	5.600e-01	5.767e-01	nan	nan	nan
2.900e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.500e-01	4.000e-01	4.600e-01	2.267e-01	2.100e-01	2.800e-01	1.467e-01	1.000e-01	2.500e-01	5.700e-01	5.567e-01	5.733e-01	5.100e-01	4.967e-01	5.167e-01
2.925e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.467e-01	4.000e-01	4.600e-01	2.200e-01	2.000e-01	2.800e-01	1.433e-01	1.000e-01	2.467e-01	nan	nan	nan	5.067e-01	4.967e-01	5.133e-01
2.950e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.433e-01	4.000e-01	4.600e-01	2.200e-01	1.967e-01	2.800e-01	1.400e-01	9.667e-02	2.467e-01	5.633e-01	5.567e-01	5.733e-01	5.067e-01	4.933e-01	5.133e-01
2.975e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.433e-01	4.000e-01	4.600e-01	2.167e-01	1.967e-01	2.867e-01	1.400e-01	9.667e-02	2.433e-01	nan	nan	nan	nan	nan	nan
3.000e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.433e-01	3.967e-01	4.567e-01	2.133e-01	1.933e-01	2.867e-01	1.400e-01	9.333e-02	2.433e-01	5.600e-01	5.533e-01	5.700e-01	5.000e-01	4.800e-01	5.100e-01
3.025e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.433e-01	3.967e-01	4.567e-01	2.100e-01	1.900e-01	2.800e-01	1.400e-01	9.333e-02	2.400e-01	nan	nan	nan	4.967e-01	4.800e-01	5.067e-01
3.050e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.433e-01	3.933e-01	4.567e-01	2.100e-01	1.833e-01	2.800e-01	1.400e-01	9.000e-02	2.400e-01	5.567e-01	5.467e-01	5.667e-01	4.967e-01	4.800e-01	5.000e-01
3.075e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.433e-01	3.933e-01	4.533e-01	2.100e-01	1.800e-01	2.800e-01	1.400e-01	9.000e-02	2.400e-01	5.533e-01	5.467e-01	5.633e-01	nan	nan	nan
3.100e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.433e-01	3.933e-01	4.500e-01	2.067e-01	1.800e-01	2.800e-01	1.367e-01	8.333e-02	2.400e-01	nan	nan	nan	4.933e-01	4.767e-01	5.000e-01
3.125e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.900e-01	4.500e-01	2.067e-01	1.767e-01	2.767e-01	1.367e-01	8.333e-02	2.400e-01	5.500e-01	5.433e-01	5.533e-01	4.900e-01	4.700e-01	4.967e-01
3.150e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.900e-01	4.467e-01	2.067e-01	1.733e-01	2.767e-01	1.367e-01	8.333e-02	2.400e-01	nan	nan	nan	4.867e-01	4.667e-01	4.967e-01
3.175e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.333e-01	3.900e-01	4.467e-01	2.067e-01	1.733e-01	2.733e-01	1.333e-01	8.000e-02	2.400e-01	5.467e-01	5.400e-01	5.533e-01	nan	nan	nan
3.200e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.333e-01	3.900e-01	4.467e-01	1.967e-01	1.667e-01	2.733e-01	1.333e-01	8.000e-02	2.400e-01	nan	nan	nan	4.800e-01	4.633e-01	4.900e-01
3.225e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.333e-01	3.900e-01	4.467e-01	1.933e-01	1.633e-01	2.700e-01	1.333e-01	8.000e-02	2.400e-01	5.467e-01	5.367e-01	5.500e-01	4.800e-01	4.567e-01	4.867e-01
3.250e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.333e-01	3.833e-01	4.433e-01	1.933e-01	1.600e-01	2.667e-01	1.333e-01	7.667e-02	2.400e-01	nan	nan	nan	4.733e-01	4.533e-01	4.867e-01
3.275e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.333e-01	3.800e-01	4.433e-01	1.933e-01	1.600e-01	2.633e-01	1.333e-01	7.667e-02	2.400e-01	5.433e-01	5.367e-01	5.467e-01	nan	nan	nan
3.300e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.300e-01	3.767e-01	4.433e-01	1.900e-01	1.600e-01	2.633e-01	1.300e-01	7.667e-02	2.400e-01	5.400e-01	5.333e-01	5.467e-01	4.733e-01	4.533e-01	4.867e-01
3.325e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.300e-01	3.767e-01	4.400e-01	1.900e-01	1.567e-01	2.633e-01	1.300e-01	7.667e-02	2.367e-01	nan	nan	nan	4.633e-01	4.500e-01	4.767e-01
3.350e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.300e-01	3.767e-01	4.433e-01	1.900e-01	1.533e-01	2.633e-01	1.267e-01	7.667e-02	2.367e-01	5.367e-01	5.267e-01	5.433e-01	4.633e-01	4.500e-01	4.767e-01
3.375e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.300e-01	3.733e-01	4.433e-01	1.867e-01	1.500e-01	2.633e-01	1.267e-01	7.333e-02	2.367e-01	nan	nan	nan	nan	nan	nan
3.400e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.233e-01	3.733e-01	4.367e-01	1.867e-01	1.467e-01	2.600e-01	1.200e-01	7.333e-02	2.367e-01	5.300e-01	5.233e-01	5.367e-01	4.567e-01	4.467e-01	4.767e-01
3.425e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.233e-01	3.700e-01	4.367e-01	1.867e-01	1.467e-01	2.567e-01	1.200e-01	6.667e-02	2.333e-01	nan	nan	nan	4.533e-01	4.433e-01	4.767e-01
3.450e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.233e-01	3.700e-01	4.367e-01	1.833e-01	1.433e-01	2.533e-01	1.200e-01	6.667e-02	2.333e-01	5.267e-01	5.200e-01	5.333e-01	4.533e-01	4.433e-01	4.767e-01
3.475e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.233e-01	3.700e-01	4.367e-01	1.800e-01	1.433e-01	2.533e-01	1.200e-01	6.333e-02	2.333e-01	5.233e-01	5.200e-01	5.333e-01	4.500e-01	4.400e-01	4.700e-01
3.500e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.233e-01	3.667e-01	4.367e-01	1.767e-01	1.400e-01	2.533e-01	1.200e-01	6.333e-02	2.333e-01	nan	nan	nan	nan	nan	nan
3.525e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.233e-01	3.667e-01	4.367e-01	1.767e-01	1.400e-01	2.500e-01	1.200e-01	6.333e-02	2.333e-01	5.200e-01	5.167e-01	5.300e-01	4.500e-01	4.367e-01	4.667e-01
3.550e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.200e-01	3.667e-01	4.367e-01	1.733e-01	1.367e-01	2.500e-01	1.200e-01	6.333e-02	2.333e-01	nan	nan	nan	4.467e-01	4.333e-01	4.633e-01
3.575e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.167e-01	3.667e-01	4.333e-01	1.733e-01	1.367e-01	2.500e-01	1.200e-01	6.333e-02	2.300e-01	5.167e-01	5.100e-01	5.200e-01	4.433e-01	4.333e-01	4.567e-01
3.600e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.167e-01	3.600e-01	4.300e-01	1.733e-01	1.333e-01	2.467e-01	1.133e-01	6.333e-02	2.300e-01	nan	nan	nan	nan	nan	nan
3.625e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.167e-01	3.600e-01	4.300e-01	1.733e-01	1.333e-01	2.467e-01	1.133e-01	6.000e-02	2.300e-01	5.133e-01	5.067e-01	5.200e-01	4.433e-01	4.300e-01	4.500e-01
3.650e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.100e-01	3.600e-01	4.300e-01	1.700e-01	1.300e-01	2.467e-01	1.133e-01	6.000e-02	2.300e-01	5.100e-01	5.033e-01	5.167e-01	4.400e-01	4.267e-01	4.500e-01
3.675e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.100e-01	3.567e-01	4.267e-01	1.633e-01	1.267e-01	2.433e-01	1.133e-01	5.667e-02	2.300e-01	nan	nan	nan	4.367e-01	4.233e-01	4.467e-01
3.700e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.100e-01	3.567e-01	4.267e-01	1.633e-01	1.267e-01	2.433e-01	1.133e-01	5.333e-02	2.300e-01	5.067e-01	4.967e-01	5.133e-01	nan	nan	nan
3.725e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.100e-01	3.567e-01	4.267e-01	1.600e-01	1.267e-01	2.433e-01	1.133e-01	5.000e-02	2.300e-01	nan	nan	nan	4.333e-01	4.233e-01	4.467e-01
3.750e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.100e-01	3.533e-01	4.267e-01	1.567e-01	1.167e-01	2.433e-01	1.133e-01	5.000e-02	2.300e-01	5.067e-01	4.933e-01	5.133e-01	4.300e-01	4.167e-01	4.433e-01
3.775e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.067e-01	3.500e-01	4.267e-01	1.567e-01	1.133e-01	2.433e-01	1.133e-01	4.667e-02	2.300e-01	nan	nan	nan	4.267e-01	4.133e-01	4.433e-01
3.800e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.067e-01	3.467e-01	4.267e-01	1.567e-01	1.100e-01	2.433e-01	1.133e-01	4.667e-02	2.300e-01	5.000e-01	4.900e-01	5.100e-01	nan	nan	nan
3.825e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.033e-01	3.467e-01	4.233e-01	1.567e-01	1.100e-01	2.400e-01	1.100e-01	4.667e-02	2.300e-01	5.000e-01	4.900e-01	5.067e-01	4.233e-01	4.133e-01	4.367e-01
3.850e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.000e-01	3.433e-01	4.233e-01	1.567e-01	1.100e-01	2.400e-01	1.100e-01	4.667e-02	2.267e-01	nan	nan	nan	4.233e-01	4.100e-01	4.333e-01
3.875e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.967e-01	3.433e-01	4.233e-01	1.567e-01	1.067e-01	2.400e-01	1.033e-01	4.667e-02	2.267e-01	4.933e-01	4.867e-01	5.000e-01	4.200e-01	4.100e-01	4.333e-01
3.900e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.933e-01	3.433e-01	4.200e-01	1.567e-01	1.067e-01	2.367e-01	1.000e-01	4.333e-02	2.267e-01	nan	nan	nan	nan	nan	nan
3.925e+04	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	4.400e-01	3.900e-01	3.433e-01	4.167e-01	1.533e-01	1.067e-01	2.333e-01	1.000e-01	4.333e-02	2.267e-01	4.900e-01	4.800e-01	4.967e-01	4.167e-01	4.067e-01	4.267e-01
