evals.q.250.	_.mt.250.3.ga.all.each.solution.overall.target.distance	_.mt.250.3.ga.all.each.solution.overall.target.distance.min	_.mt.250.3.ga.all.each.solution.overall.target.distance.max	_.mt.250.3.ga.33.all.each.solution.overall.target.distance	_.mt.250.3.ga.33.all.each.solution.overall.target.distance.min	_.mt.250.3.ga.33.all.each.solution.overall.target.distance.max	_.mt.250.3.me.2.all.each.solution.overall.target.distance	_.mt.250.3.me.2.all.each.solution.overall.target.distance.min	_.mt.250.3.me.2.all.each.solution.overall.target.distance.max	_.mt.250.3.cabea.e.11.all.each.solution.overall.target.distance	_.mt.250.3.cabea.e.11.all.each.solution.overall.target.distance.min	_.mt.250.3.cabea.e.11.all.each.solution.overall.target.distance.max	_.mt.250.3.cabea.cc.11.all.each.solution.overall.target.distance	_.mt.250.3.cabea.cc.11.all.each.solution.overall.target.distance.min	_.mt.250.3.cabea.cc.11.all.each.solution.overall.target.distance.max	_.mt.250.3.cabea.e.21.all.each.solution.overall.target.distance	_.mt.250.3.cabea.e.21.all.each.solution.overall.target.distance.min	_.mt.250.3.cabea.e.21.all.each.solution.overall.target.distance.max	_.mt.250.3.cabea.cc.21.all.each.solution.overall.target.distance	_.mt.250.3.cabea.cc.21.all.each.solution.overall.target.distance.min	_.mt.250.3.cabea.cc.21.all.each.solution.overall.target.distance.max
2.500e+03	7.013e-01	6.907e-01	7.213e-01	7.733e-01	7.627e-01	7.840e-01	8.053e-01	7.987e-01	8.147e-01	8.107e-01	8.067e-01	8.173e-01	7.933e-01	7.853e-01	7.987e-01	nan	nan	nan	nan	nan	nan
2.750e+03	6.933e-01	6.840e-01	7.160e-01	7.680e-01	7.573e-01	7.800e-01	8.000e-01	7.947e-01	8.133e-01	8.080e-01	8.027e-01	8.133e-01	7.867e-01	7.787e-01	7.920e-01	8.307e-01	8.267e-01	8.333e-01	8.280e-01	8.240e-01	8.320e-01
3.000e+03	6.867e-01	6.773e-01	7.053e-01	7.640e-01	7.507e-01	7.747e-01	7.960e-01	7.880e-01	8.080e-01	8.040e-01	7.973e-01	8.080e-01	7.800e-01	7.747e-01	7.867e-01	8.267e-01	8.253e-01	8.293e-01	8.267e-01	8.240e-01	8.293e-01
3.250e+03	6.827e-01	6.720e-01	6.973e-01	7.573e-01	7.440e-01	7.680e-01	7.933e-01	7.840e-01	8.067e-01	7.987e-01	7.920e-01	8.040e-01	7.747e-01	7.693e-01	7.800e-01	nan	nan	nan	8.240e-01	8.200e-01	8.280e-01
3.500e+03	6.747e-01	6.653e-01	6.893e-01	7.520e-01	7.400e-01	7.627e-01	7.893e-01	7.800e-01	8.013e-01	7.960e-01	7.880e-01	8.013e-01	7.680e-01	7.627e-01	7.773e-01	8.240e-01	8.213e-01	8.280e-01	8.227e-01	8.187e-01	8.253e-01
3.750e+03	6.707e-01	6.613e-01	6.880e-01	7.507e-01	7.333e-01	7.587e-01	7.867e-01	7.747e-01	7.960e-01	7.893e-01	7.840e-01	7.933e-01	7.627e-01	7.573e-01	7.693e-01	nan	nan	nan	nan	nan	nan
4.000e+03	6.640e-01	6.533e-01	6.773e-01	7.440e-01	7.293e-01	7.520e-01	7.840e-01	7.707e-01	7.933e-01	7.840e-01	7.813e-01	7.880e-01	7.573e-01	7.493e-01	7.627e-01	8.213e-01	8.187e-01	8.253e-01	8.213e-01	8.160e-01	8.227e-01
4.250e+03	6.573e-01	6.453e-01	6.707e-01	7.413e-01	7.227e-01	7.467e-01	7.800e-01	7.667e-01	7.880e-01	7.800e-01	7.773e-01	7.853e-01	7.507e-01	7.427e-01	7.573e-01	nan	nan	nan	8.187e-01	8.160e-01	8.213e-01
4.500e+03	6.520e-01	6.373e-01	6.653e-01	7.347e-01	7.160e-01	7.413e-01	7.760e-01	7.627e-01	7.853e-01	7.787e-01	7.720e-01	7.827e-01	7.453e-01	7.360e-01	7.520e-01	8.213e-01	8.160e-01	8.240e-01	8.160e-01	8.107e-01	8.200e-01
4.750e+03	6.440e-01	6.320e-01	6.587e-01	7.280e-01	7.133e-01	7.373e-01	7.720e-01	7.587e-01	7.827e-01	7.747e-01	7.693e-01	7.813e-01	7.387e-01	7.320e-01	7.467e-01	8.173e-01	8.147e-01	8.227e-01	nan	nan	nan
5.000e+03	6.360e-01	6.253e-01	6.533e-01	7.240e-01	7.093e-01	7.333e-01	7.680e-01	7.560e-01	7.787e-01	7.733e-01	7.680e-01	7.800e-01	7.347e-01	7.267e-01	7.427e-01	nan	nan	nan	8.133e-01	8.080e-01	8.173e-01
5.250e+03	6.307e-01	6.187e-01	6.480e-01	7.187e-01	7.040e-01	7.280e-01	7.627e-01	7.520e-01	7.760e-01	7.680e-01	7.627e-01	7.733e-01	7.280e-01	7.200e-01	7.373e-01	8.147e-01	8.120e-01	8.227e-01	8.107e-01	8.080e-01	8.160e-01
5.500e+03	6.253e-01	6.133e-01	6.427e-01	7.133e-01	6.973e-01	7.200e-01	7.613e-01	7.480e-01	7.720e-01	7.653e-01	7.587e-01	7.707e-01	7.227e-01	7.133e-01	7.320e-01	nan	nan	nan	8.107e-01	8.067e-01	8.147e-01
5.750e+03	6.200e-01	6.080e-01	6.387e-01	7.080e-01	6.933e-01	7.173e-01	7.587e-01	7.453e-01	7.667e-01	7.613e-01	7.547e-01	7.667e-01	7.187e-01	7.067e-01	7.267e-01	8.133e-01	8.080e-01	8.200e-01	nan	nan	nan
6.000e+03	6.147e-01	6.040e-01	6.280e-01	7.013e-01	6.893e-01	7.120e-01	7.573e-01	7.427e-01	7.627e-01	7.587e-01	7.507e-01	7.640e-01	7.147e-01	6.987e-01	7.227e-01	nan	nan	nan	8.080e-01	8.053e-01	8.147e-01
6.250e+03	6.093e-01	5.987e-01	6.227e-01	6.973e-01	6.853e-01	7.053e-01	7.533e-01	7.387e-01	7.600e-01	7.547e-01	7.467e-01	7.627e-01	7.093e-01	6.973e-01	7.173e-01	8.133e-01	8.067e-01	8.187e-01	8.053e-01	8.013e-01	8.107e-01
6.500e+03	6.040e-01	5.933e-01	6.160e-01	6.907e-01	6.800e-01	7.013e-01	7.480e-01	7.333e-01	7.573e-01	7.493e-01	7.427e-01	7.547e-01	7.040e-01	6.920e-01	7.133e-01	8.107e-01	8.053e-01	8.147e-01	8.053e-01	8.000e-01	8.080e-01
6.750e+03	6.000e-01	5.893e-01	6.107e-01	6.880e-01	6.773e-01	6.973e-01	7.467e-01	7.307e-01	7.507e-01	7.453e-01	7.387e-01	7.533e-01	6.987e-01	6.840e-01	7.080e-01	nan	nan	nan	nan	nan	nan
7.000e+03	5.947e-01	5.840e-01	6.053e-01	6.813e-01	6.720e-01	6.920e-01	7.427e-01	7.267e-01	7.493e-01	7.440e-01	7.347e-01	7.507e-01	6.960e-01	6.800e-01	7.080e-01	8.080e-01	8.053e-01	8.120e-01	8.000e-01	7.987e-01	8.053e-01
7.250e+03	5.907e-01	5.787e-01	6.027e-01	6.760e-01	6.667e-01	6.880e-01	7.373e-01	7.253e-01	7.467e-01	7.400e-01	7.320e-01	7.453e-01	6.920e-01	6.733e-01	6.987e-01	nan	nan	nan	8.000e-01	7.973e-01	8.040e-01
7.500e+03	5.853e-01	5.760e-01	5.973e-01	6.720e-01	6.627e-01	6.813e-01	7.360e-01	7.227e-01	7.453e-01	7.333e-01	7.267e-01	7.413e-01	6.853e-01	6.693e-01	6.947e-01	8.067e-01	8.027e-01	8.107e-01	7.973e-01	7.960e-01	8.013e-01
7.750e+03	5.800e-01	5.720e-01	5.947e-01	6.693e-01	6.587e-01	6.773e-01	7.320e-01	7.160e-01	7.413e-01	7.293e-01	7.227e-01	7.360e-01	6.813e-01	6.653e-01	6.907e-01	nan	nan	nan	nan	nan	nan
8.000e+03	5.747e-01	5.680e-01	5.907e-01	6.627e-01	6.547e-01	6.707e-01	7.307e-01	7.080e-01	7.373e-01	7.280e-01	7.173e-01	7.307e-01	6.773e-01	6.587e-01	6.867e-01	8.040e-01	8.013e-01	8.093e-01	7.973e-01	7.933e-01	8.000e-01
8.250e+03	5.707e-01	5.627e-01	5.853e-01	6.587e-01	6.507e-01	6.667e-01	7.280e-01	7.040e-01	7.347e-01	7.227e-01	7.147e-01	7.267e-01	6.707e-01	6.533e-01	6.840e-01	nan	nan	nan	7.960e-01	7.920e-01	7.973e-01
8.500e+03	5.667e-01	5.600e-01	5.813e-01	6.547e-01	6.440e-01	6.613e-01	7.227e-01	7.000e-01	7.347e-01	7.187e-01	7.093e-01	7.253e-01	6.640e-01	6.493e-01	6.787e-01	8.027e-01	8.000e-01	8.067e-01	7.947e-01	7.893e-01	7.960e-01
8.750e+03	5.627e-01	5.560e-01	5.773e-01	6.493e-01	6.387e-01	6.573e-01	7.200e-01	6.973e-01	7.307e-01	7.173e-01	7.053e-01	7.227e-01	6.613e-01	6.440e-01	6.773e-01	8.000e-01	7.987e-01	8.027e-01	nan	nan	nan
9.000e+03	5.587e-01	5.507e-01	5.693e-01	6.440e-01	6.333e-01	6.533e-01	7.160e-01	6.933e-01	7.280e-01	7.120e-01	7.040e-01	7.187e-01	6.560e-01	6.373e-01	6.747e-01	nan	nan	nan	7.920e-01	7.880e-01	7.933e-01
9.250e+03	5.547e-01	5.467e-01	5.680e-01	6.400e-01	6.293e-01	6.480e-01	7.120e-01	6.893e-01	7.253e-01	7.093e-01	7.000e-01	7.133e-01	6.507e-01	6.347e-01	6.707e-01	7.987e-01	7.960e-01	8.000e-01	7.893e-01	7.853e-01	7.920e-01
9.500e+03	5.520e-01	5.427e-01	5.627e-01	6.373e-01	6.253e-01	6.440e-01	7.107e-01	6.853e-01	7.213e-01	7.053e-01	6.947e-01	7.107e-01	6.453e-01	6.293e-01	6.653e-01	nan	nan	nan	7.867e-01	7.827e-01	7.907e-01
9.750e+03	5.480e-01	5.400e-01	5.573e-01	6.320e-01	6.227e-01	6.400e-01	7.093e-01	6.840e-01	7.187e-01	6.987e-01	6.907e-01	7.053e-01	6.427e-01	6.267e-01	6.653e-01	7.960e-01	7.947e-01	7.987e-01	7.840e-01	7.813e-01	7.880e-01
1.000e+04	5.440e-01	5.360e-01	5.533e-01	6.293e-01	6.187e-01	6.373e-01	7.053e-01	6.773e-01	7.160e-01	6.933e-01	6.880e-01	7.000e-01	6.400e-01	6.240e-01	6.600e-01	nan	nan	nan	nan	nan	nan
1.025e+04	5.387e-01	5.320e-01	5.480e-01	6.253e-01	6.147e-01	6.320e-01	7.027e-01	6.733e-01	7.133e-01	6.893e-01	6.867e-01	6.987e-01	6.347e-01	6.187e-01	6.587e-01	7.947e-01	7.920e-01	7.973e-01	7.827e-01	7.787e-01	7.853e-01
1.050e+04	5.360e-01	5.280e-01	5.467e-01	6.200e-01	6.107e-01	6.280e-01	7.000e-01	6.707e-01	7.093e-01	6.867e-01	6.827e-01	6.947e-01	6.333e-01	6.120e-01	6.547e-01	7.920e-01	7.907e-01	7.960e-01	7.813e-01	7.773e-01	7.853e-01
1.075e+04	5.320e-01	5.253e-01	5.427e-01	6.173e-01	6.080e-01	6.240e-01	6.987e-01	6.680e-01	7.067e-01	6.853e-01	6.800e-01	6.907e-01	6.307e-01	6.093e-01	6.507e-01	nan	nan	nan	7.800e-01	7.760e-01	7.840e-01
1.100e+04	5.293e-01	5.213e-01	5.373e-01	6.133e-01	6.053e-01	6.213e-01	6.947e-01	6.640e-01	7.053e-01	6.827e-01	6.733e-01	6.867e-01	6.240e-01	6.040e-01	6.453e-01	7.907e-01	7.867e-01	7.933e-01	nan	nan	nan
1.125e+04	5.253e-01	5.200e-01	5.333e-01	6.093e-01	6.013e-01	6.173e-01	6.920e-01	6.613e-01	7.053e-01	6.773e-01	6.693e-01	6.840e-01	6.227e-01	6.000e-01	6.427e-01	nan	nan	nan	7.760e-01	7.733e-01	7.813e-01
1.150e+04	5.227e-01	5.173e-01	5.307e-01	6.067e-01	5.960e-01	6.133e-01	6.893e-01	6.573e-01	7.040e-01	6.733e-01	6.680e-01	6.800e-01	6.160e-01	5.920e-01	6.427e-01	7.880e-01	7.840e-01	7.920e-01	7.733e-01	7.707e-01	7.800e-01
1.175e+04	5.187e-01	5.133e-01	5.267e-01	6.027e-01	5.933e-01	6.107e-01	6.880e-01	6.560e-01	7.027e-01	6.707e-01	6.627e-01	6.773e-01	6.120e-01	5.920e-01	6.387e-01	nan	nan	nan	7.733e-01	7.693e-01	7.773e-01
1.200e+04	5.160e-01	5.093e-01	5.227e-01	5.987e-01	5.880e-01	6.067e-01	6.840e-01	6.547e-01	7.000e-01	6.680e-01	6.560e-01	6.773e-01	6.067e-01	5.867e-01	6.307e-01	7.867e-01	7.840e-01	7.907e-01	nan	nan	nan
1.225e+04	5.133e-01	5.080e-01	5.200e-01	5.947e-01	5.840e-01	6.027e-01	6.787e-01	6.520e-01	6.987e-01	6.653e-01	6.533e-01	6.720e-01	6.027e-01	5.800e-01	6.280e-01	7.840e-01	7.800e-01	7.880e-01	7.720e-01	7.667e-01	7.747e-01
1.250e+04	5.093e-01	5.027e-01	5.160e-01	5.920e-01	5.800e-01	5.973e-01	6.773e-01	6.493e-01	6.960e-01	6.613e-01	6.520e-01	6.693e-01	6.000e-01	5.760e-01	6.240e-01	nan	nan	nan	7.693e-01	7.653e-01	7.733e-01
1.275e+04	5.067e-01	5.013e-01	5.147e-01	5.880e-01	5.773e-01	5.933e-01	6.760e-01	6.480e-01	6.933e-01	6.587e-01	6.453e-01	6.653e-01	5.973e-01	5.720e-01	6.200e-01	7.813e-01	7.787e-01	7.867e-01	7.667e-01	7.613e-01	7.693e-01
1.300e+04	5.040e-01	4.973e-01	5.107e-01	5.840e-01	5.747e-01	5.893e-01	6.733e-01	6.453e-01	6.920e-01	6.520e-01	6.440e-01	6.640e-01	5.947e-01	5.680e-01	6.160e-01	nan	nan	nan	nan	nan	nan
1.325e+04	5.013e-01	4.960e-01	5.093e-01	5.800e-01	5.707e-01	5.880e-01	6.693e-01	6.427e-01	6.893e-01	6.493e-01	6.400e-01	6.600e-01	5.907e-01	5.667e-01	6.160e-01	7.813e-01	7.773e-01	7.840e-01	7.640e-01	7.613e-01	7.680e-01
1.350e+04	4.987e-01	4.933e-01	5.080e-01	5.760e-01	5.680e-01	5.853e-01	6.680e-01	6.373e-01	6.880e-01	6.453e-01	6.373e-01	6.587e-01	5.853e-01	5.627e-01	6.107e-01	nan	nan	nan	7.627e-01	7.560e-01	7.680e-01
1.375e+04	4.960e-01	4.907e-01	5.040e-01	5.747e-01	5.640e-01	5.813e-01	6.653e-01	6.347e-01	6.840e-01	6.413e-01	6.333e-01	6.573e-01	5.813e-01	5.587e-01	6.040e-01	7.800e-01	7.760e-01	7.827e-01	7.600e-01	7.547e-01	7.640e-01
1.400e+04	4.947e-01	4.880e-01	5.013e-01	5.720e-01	5.613e-01	5.787e-01	6.640e-01	6.293e-01	6.813e-01	6.413e-01	6.293e-01	6.547e-01	5.773e-01	5.547e-01	6.040e-01	7.773e-01	7.720e-01	7.813e-01	nan	nan	nan
1.425e+04	4.920e-01	4.867e-01	5.000e-01	5.693e-01	5.573e-01	5.747e-01	6.600e-01	6.280e-01	6.800e-01	6.373e-01	6.280e-01	6.547e-01	5.733e-01	5.533e-01	6.013e-01	nan	nan	nan	7.573e-01	7.533e-01	7.613e-01
1.450e+04	4.893e-01	4.853e-01	4.973e-01	5.653e-01	5.560e-01	5.693e-01	6.573e-01	6.267e-01	6.760e-01	6.347e-01	6.253e-01	6.467e-01	5.720e-01	5.493e-01	5.947e-01	7.760e-01	7.693e-01	7.800e-01	7.573e-01	7.533e-01	7.613e-01
1.475e+04	4.880e-01	4.813e-01	4.960e-01	5.613e-01	5.520e-01	5.667e-01	6.560e-01	6.267e-01	6.747e-01	6.333e-01	6.227e-01	6.467e-01	5.653e-01	5.453e-01	5.920e-01	nan	nan	nan	7.560e-01	7.520e-01	7.573e-01
1.500e+04	4.867e-01	4.787e-01	4.920e-01	5.573e-01	5.507e-01	5.627e-01	6.533e-01	6.240e-01	6.707e-01	6.280e-01	6.200e-01	6.440e-01	5.587e-01	5.413e-01	5.880e-01	7.720e-01	7.667e-01	7.760e-01	nan	nan	nan
1.525e+04	4.840e-01	4.773e-01	4.907e-01	5.560e-01	5.493e-01	5.600e-01	6.507e-01	6.227e-01	6.667e-01	6.213e-01	6.160e-01	6.360e-01	5.587e-01	5.387e-01	5.867e-01	nan	nan	nan	7.533e-01	7.480e-01	7.560e-01
1.550e+04	4.840e-01	4.760e-01	4.893e-01	5.520e-01	5.467e-01	5.560e-01	6.480e-01	6.213e-01	6.667e-01	6.187e-01	6.147e-01	6.320e-01	5.533e-01	5.320e-01	5.813e-01	7.693e-01	7.653e-01	7.747e-01	7.493e-01	7.453e-01	7.533e-01
1.575e+04	4.827e-01	4.733e-01	4.880e-01	5.493e-01	5.427e-01	5.533e-01	6.480e-01	6.187e-01	6.653e-01	6.173e-01	6.107e-01	6.307e-01	5.520e-01	5.307e-01	5.800e-01	nan	nan	nan	7.480e-01	7.453e-01	7.520e-01
1.600e+04	4.787e-01	4.733e-01	4.840e-01	5.467e-01	5.387e-01	5.493e-01	6.480e-01	6.173e-01	6.627e-01	6.133e-01	6.027e-01	6.280e-01	5.507e-01	5.267e-01	5.760e-01	7.680e-01	7.640e-01	7.707e-01	7.467e-01	7.413e-01	7.507e-01
1.625e+04	4.773e-01	4.720e-01	4.827e-01	5.440e-01	5.347e-01	5.467e-01	6.453e-01	6.133e-01	6.600e-01	6.080e-01	5.987e-01	6.253e-01	5.467e-01	5.227e-01	5.720e-01	7.667e-01	7.627e-01	7.707e-01	nan	nan	nan
1.650e+04	4.760e-01	4.707e-01	4.787e-01	5.400e-01	5.320e-01	5.440e-01	6.427e-01	6.120e-01	6.560e-01	6.067e-01	5.947e-01	6.253e-01	5.467e-01	5.160e-01	5.693e-01	nan	nan	nan	7.440e-01	7.413e-01	7.480e-01
1.675e+04	4.733e-01	4.680e-01	4.773e-01	5.373e-01	5.280e-01	5.413e-01	6.387e-01	6.107e-01	6.533e-01	6.000e-01	5.920e-01	6.173e-01	5.427e-01	5.147e-01	5.667e-01	7.640e-01	7.600e-01	7.653e-01	7.427e-01	7.387e-01	7.480e-01
1.700e+04	4.720e-01	4.680e-01	4.760e-01	5.347e-01	5.267e-01	5.400e-01	6.360e-01	6.067e-01	6.493e-01	6.000e-01	5.907e-01	6.173e-01	5.400e-01	5.107e-01	5.640e-01	nan	nan	nan	7.413e-01	7.387e-01	7.440e-01
1.725e+04	4.693e-01	4.653e-01	4.747e-01	5.320e-01	5.227e-01	5.373e-01	6.360e-01	6.040e-01	6.480e-01	5.973e-01	5.880e-01	6.173e-01	5.373e-01	5.080e-01	5.600e-01	7.627e-01	7.587e-01	7.653e-01	nan	nan	nan
1.750e+04	4.693e-01	4.653e-01	4.733e-01	5.293e-01	5.213e-01	5.347e-01	6.347e-01	6.013e-01	6.453e-01	5.973e-01	5.880e-01	6.120e-01	5.333e-01	5.067e-01	5.560e-01	nan	nan	nan	7.413e-01	7.360e-01	7.440e-01
1.775e+04	4.680e-01	4.640e-01	4.720e-01	5.293e-01	5.200e-01	5.333e-01	6.320e-01	5.973e-01	6.453e-01	5.960e-01	5.827e-01	6.080e-01	5.320e-01	5.013e-01	5.507e-01	7.613e-01	7.573e-01	7.640e-01	7.387e-01	7.333e-01	7.427e-01
1.800e+04	4.667e-01	4.613e-01	4.693e-01	5.253e-01	5.160e-01	5.293e-01	6.307e-01	5.933e-01	6.413e-01	5.907e-01	5.720e-01	6.040e-01	5.280e-01	4.960e-01	5.507e-01	7.587e-01	7.547e-01	7.613e-01	7.360e-01	7.320e-01	7.400e-01
1.825e+04	4.653e-01	4.613e-01	4.680e-01	5.240e-01	5.147e-01	5.280e-01	6.280e-01	5.907e-01	6.387e-01	5.867e-01	5.693e-01	6.027e-01	5.280e-01	4.933e-01	5.493e-01	nan	nan	nan	nan	nan	nan
1.850e+04	4.640e-01	4.587e-01	4.667e-01	5.213e-01	5.120e-01	5.253e-01	6.240e-01	5.853e-01	6.347e-01	5.853e-01	5.680e-01	6.013e-01	5.253e-01	4.907e-01	5.480e-01	7.560e-01	7.507e-01	7.613e-01	7.347e-01	7.293e-01	7.387e-01
1.875e+04	4.640e-01	4.587e-01	4.653e-01	5.200e-01	5.107e-01	5.227e-01	6.240e-01	5.827e-01	6.347e-01	5.813e-01	5.613e-01	5.960e-01	5.227e-01	4.880e-01	5.440e-01	nan	nan	nan	7.333e-01	7.267e-01	7.360e-01
1.900e+04	4.613e-01	4.560e-01	4.640e-01	5.173e-01	5.067e-01	5.213e-01	6.187e-01	5.813e-01	6.320e-01	5.773e-01	5.600e-01	5.893e-01	5.133e-01	4.867e-01	5.440e-01	7.547e-01	7.507e-01	7.573e-01	7.307e-01	7.253e-01	7.347e-01
1.925e+04	4.600e-01	4.560e-01	4.627e-01	5.160e-01	5.053e-01	5.187e-01	6.173e-01	5.787e-01	6.320e-01	5.733e-01	5.573e-01	5.827e-01	5.133e-01	4.827e-01	5.400e-01	nan	nan	nan	nan	nan	nan
1.950e+04	4.600e-01	4.547e-01	4.613e-01	5.133e-01	5.013e-01	5.173e-01	6.120e-01	5.747e-01	6.293e-01	5.693e-01	5.560e-01	5.800e-01	5.080e-01	4.800e-01	5.320e-01	7.520e-01	7.480e-01	7.533e-01	7.293e-01	7.227e-01	7.347e-01
1.975e+04	4.587e-01	4.547e-01	4.613e-01	5.120e-01	4.987e-01	5.133e-01	6.133e-01	5.787e-01	6.280e-01	5.667e-01	5.547e-01	5.800e-01	5.053e-01	4.733e-01	5.347e-01	7.507e-01	7.453e-01	7.533e-01	7.267e-01	7.213e-01	7.307e-01
2.000e+04	4.573e-01	4.533e-01	4.600e-01	5.080e-01	4.987e-01	5.120e-01	6.107e-01	5.787e-01	6.267e-01	5.653e-01	5.533e-01	5.787e-01	5.040e-01	4.707e-01	5.293e-01	nan	nan	nan	7.240e-01	7.187e-01	7.293e-01
2.025e+04	4.560e-01	4.533e-01	4.600e-01	5.067e-01	4.960e-01	5.107e-01	6.093e-01	5.760e-01	6.240e-01	5.627e-01	5.533e-01	5.720e-01	5.027e-01	4.667e-01	5.267e-01	7.480e-01	7.427e-01	7.507e-01	nan	nan	nan
2.050e+04	4.547e-01	4.520e-01	4.600e-01	5.040e-01	4.947e-01	5.080e-01	6.067e-01	5.720e-01	6.227e-01	5.600e-01	5.493e-01	5.693e-01	5.013e-01	4.667e-01	5.240e-01	nan	nan	nan	7.227e-01	7.187e-01	7.280e-01
2.075e+04	4.547e-01	4.507e-01	4.573e-01	5.013e-01	4.933e-01	5.053e-01	6.053e-01	5.667e-01	6.227e-01	5.560e-01	5.467e-01	5.693e-01	4.960e-01	4.627e-01	5.227e-01	7.453e-01	7.413e-01	7.493e-01	7.213e-01	7.160e-01	7.240e-01
2.100e+04	4.533e-01	4.507e-01	4.560e-01	5.000e-01	4.920e-01	5.040e-01	6.027e-01	5.640e-01	6.213e-01	5.547e-01	5.427e-01	5.693e-01	4.933e-01	4.600e-01	5.213e-01	nan	nan	nan	7.187e-01	7.120e-01	7.227e-01
2.125e+04	4.533e-01	4.507e-01	4.547e-01	4.960e-01	4.893e-01	5.013e-01	6.027e-01	5.627e-01	6.187e-01	5.507e-01	5.400e-01	5.680e-01	4.907e-01	4.573e-01	5.160e-01	7.427e-01	7.373e-01	7.480e-01	nan	nan	nan
