x	y	0.fitness	0.targets.dist.0.	0.targets.dist.1.	0.targets.dist.2.	5000.fitness	5000.targets.dist.0.	5000.targets.dist.1.	5000.targets.dist.2.	10000.fitness	10000.targets.dist.0.	10000.targets.dist.1.	10000.targets.dist.2.	15000.fitness	15000.targets.dist.0.	15000.targets.dist.1.	15000.targets.dist.2.	20000.fitness	20000.targets.dist.0.	20000.targets.dist.1.	20000.targets.dist.2.	25000.fitness	25000.targets.dist.0.	25000.targets.dist.1.	25000.targets.dist.2.	30000.fitness	30000.targets.dist.0.	30000.targets.dist.1.	30000.targets.dist.2.	40000.fitness	40000.targets.dist.0.	40000.targets.dist.1.	40000.targets.dist.2.	50000.fitness	50000.targets.dist.0.	50000.targets.dist.1.	50000.targets.dist.2.
5	0	4.862e+00	5.048e+00	4.862e+00	6.620e+00	2.471e+00	4.047e+00	2.471e+00	6.273e+00	1.924e+00	4.616e+00	1.924e+00	6.418e+00	1.743e+00	5.196e+00	1.743e+00	6.380e+00	1.493e+00	5.390e+00	1.493e+00	6.837e+00	1.476e+00	5.535e+00	1.476e+00	6.875e+00	1.476e+00	5.535e+00	1.476e+00	6.875e+00	1.476e+00	5.535e+00	1.476e+00	6.875e+00	1.403e+00	5.502e+00	1.403e+00	7.174e+00
5	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	5	6.321e+00	6.642e+00	6.321e+00	8.299e+00	2.174e+00	5.080e+00	2.174e+00	7.215e+00	1.723e+00	5.162e+00	1.723e+00	6.150e+00	1.647e+00	5.511e+00	1.647e+00	6.768e+00	1.516e+00	6.101e+00	1.516e+00	7.262e+00	1.423e+00	5.434e+00	1.423e+00	6.648e+00	1.423e+00	5.434e+00	1.423e+00	6.648e+00	1.402e+00	5.538e+00	1.402e+00	6.651e+00	1.402e+00	5.538e+00	1.402e+00	6.651e+00
5	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	9	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5	10	5.272e+00	6.244e+00	5.272e+00	8.097e+00	2.412e+00	4.518e+00	2.412e+00	6.238e+00	1.797e+00	4.910e+00	1.797e+00	6.438e+00	1.688e+00	4.607e+00	1.688e+00	6.383e+00	1.496e+00	5.289e+00	1.496e+00	6.710e+00	1.496e+00	5.289e+00	1.496e+00	6.710e+00	1.496e+00	5.289e+00	1.496e+00	6.710e+00	1.418e+00	5.468e+00	1.418e+00	6.534e+00	1.418e+00	5.468e+00	1.418e+00	6.534e+00
6	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	1	6.414e+00	7.212e+00	6.414e+00	8.579e+00	2.638e+00	4.524e+00	2.638e+00	6.778e+00	2.169e+00	2.169e+00	5.816e+00	6.454e+00	1.652e+00	1.652e+00	5.591e+00	6.098e+00	1.610e+00	1.610e+00	5.840e+00	6.033e+00	1.451e+00	1.451e+00	5.007e+00	5.550e+00	1.287e+00	1.287e+00	5.314e+00	5.486e+00	1.287e+00	1.287e+00	5.314e+00	5.486e+00	1.221e+00	1.221e+00	5.112e+00	5.560e+00
6	2	5.241e+00	6.222e+00	5.241e+00	7.339e+00	2.359e+00	5.132e+00	2.359e+00	5.813e+00	1.693e+00	5.112e+00	1.693e+00	6.381e+00	1.693e+00	5.112e+00	1.693e+00	6.381e+00	1.693e+00	5.112e+00	1.693e+00	6.381e+00	1.670e+00	4.830e+00	1.670e+00	5.879e+00	1.573e+00	5.302e+00	1.573e+00	6.506e+00	1.573e+00	5.302e+00	1.573e+00	6.506e+00	1.463e+00	5.605e+00	1.463e+00	6.590e+00
6	3	6.176e+00	6.176e+00	6.226e+00	8.489e+00	2.302e+00	5.469e+00	2.302e+00	6.097e+00	2.125e+00	5.055e+00	2.125e+00	6.604e+00	1.713e+00	1.713e+00	5.051e+00	5.951e+00	1.713e+00	1.713e+00	5.051e+00	5.951e+00	1.446e+00	1.446e+00	4.980e+00	4.920e+00	1.446e+00	1.446e+00	4.980e+00	4.920e+00	1.243e+00	1.243e+00	4.777e+00	5.401e+00	1.243e+00	1.243e+00	4.777e+00	5.401e+00
6	4	5.489e+00	5.792e+00	5.489e+00	7.759e+00	2.424e+00	5.499e+00	2.424e+00	6.372e+00	1.817e+00	1.817e+00	4.858e+00	5.515e+00	1.817e+00	1.817e+00	4.858e+00	5.515e+00	1.625e+00	1.625e+00	5.313e+00	5.219e+00	1.464e+00	1.464e+00	5.195e+00	5.562e+00	1.464e+00	1.464e+00	5.195e+00	5.562e+00	1.464e+00	1.464e+00	5.195e+00	5.562e+00	1.192e+00	1.192e+00	5.239e+00	5.488e+00
6	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6	6	5.392e+00	5.956e+00	5.392e+00	8.054e+00	2.094e+00	5.532e+00	2.094e+00	6.653e+00	1.653e+00	5.804e+00	1.653e+00	7.020e+00	1.339e+00	5.042e+00	1.339e+00	6.404e+00	1.339e+00	5.042e+00	1.339e+00	6.404e+00	1.339e+00	5.042e+00	1.339e+00	6.404e+00	1.339e+00	5.042e+00	1.339e+00	6.404e+00	1.339e+00	5.042e+00	1.339e+00	6.404e+00	1.339e+00	5.042e+00	1.339e+00	6.404e+00
6	7	5.867e+00	6.641e+00	5.867e+00	8.768e+00	2.595e+00	5.274e+00	2.595e+00	6.151e+00	1.731e+00	5.744e+00	1.731e+00	6.740e+00	1.359e+00	5.512e+00	1.359e+00	6.452e+00	1.359e+00	5.512e+00	1.359e+00	6.452e+00	1.359e+00	5.512e+00	1.359e+00	6.452e+00	1.359e+00	5.512e+00	1.359e+00	6.452e+00	1.359e+00	5.512e+00	1.359e+00	6.452e+00	1.213e+00	5.144e+00	1.213e+00	6.254e+00
6	8	5.911e+00	6.757e+00	5.911e+00	8.061e+00	2.331e+00	4.951e+00	2.331e+00	6.297e+00	2.047e+00	5.244e+00	2.047e+00	6.909e+00	1.722e+00	5.283e+00	1.722e+00	6.673e+00	1.354e+00	4.784e+00	1.354e+00	6.587e+00	1.354e+00	4.784e+00	1.354e+00	6.587e+00	1.227e+00	4.500e+00	1.227e+00	6.457e+00	1.227e+00	4.500e+00	1.227e+00	6.457e+00	1.227e+00	4.500e+00	1.227e+00	6.457e+00
6	9	5.715e+00	6.415e+00	5.715e+00	7.463e+00	2.441e+00	4.454e+00	2.441e+00	6.244e+00	1.679e+00	5.120e+00	1.679e+00	6.535e+00	1.679e+00	5.120e+00	1.679e+00	6.535e+00	1.622e+00	5.220e+00	1.622e+00	7.195e+00	1.498e+00	5.454e+00	1.498e+00	7.072e+00	1.498e+00	5.454e+00	1.498e+00	7.072e+00	1.125e+00	4.926e+00	1.125e+00	6.384e+00	1.125e+00	4.926e+00	1.125e+00	6.384e+00
6	10	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	1	6.424e+00	7.777e+00	6.424e+00	8.875e+00	2.398e+00	5.373e+00	2.398e+00	7.375e+00	1.834e+00	5.367e+00	1.834e+00	6.984e+00	1.834e+00	5.367e+00	1.834e+00	6.984e+00	1.792e+00	1.792e+00	5.667e+00	5.618e+00	1.377e+00	1.377e+00	5.141e+00	5.538e+00	1.377e+00	1.377e+00	5.141e+00	5.538e+00	1.377e+00	1.377e+00	5.141e+00	5.538e+00	1.377e+00	1.377e+00	5.141e+00	5.538e+00
7	2	4.212e+00	5.558e+00	4.212e+00	7.172e+00	2.431e+00	2.431e+00	4.911e+00	6.657e+00	1.787e+00	1.787e+00	5.226e+00	5.942e+00	1.747e+00	1.747e+00	5.590e+00	5.826e+00	1.746e+00	1.746e+00	5.649e+00	5.684e+00	1.746e+00	1.746e+00	5.649e+00	5.684e+00	1.549e+00	1.549e+00	5.709e+00	5.722e+00	1.404e+00	1.404e+00	5.638e+00	5.430e+00	1.404e+00	1.404e+00	5.638e+00	5.430e+00
7	3	6.111e+00	6.111e+00	6.196e+00	7.916e+00	2.500e+00	5.738e+00	2.500e+00	7.248e+00	1.767e+00	1.767e+00	5.152e+00	5.610e+00	1.320e+00	1.320e+00	5.439e+00	5.659e+00	1.320e+00	1.320e+00	5.439e+00	5.659e+00	1.320e+00	1.320e+00	5.439e+00	5.659e+00	1.320e+00	1.320e+00	5.439e+00	5.659e+00	1.320e+00	1.320e+00	5.439e+00	5.659e+00	1.320e+00	1.320e+00	5.439e+00	5.659e+00
7	4	5.816e+00	6.346e+00	5.816e+00	7.741e+00	2.324e+00	2.324e+00	5.224e+00	6.247e+00	1.637e+00	1.637e+00	5.195e+00	5.883e+00	1.404e+00	1.404e+00	5.042e+00	5.499e+00	1.404e+00	1.404e+00	5.042e+00	5.499e+00	1.404e+00	1.404e+00	5.042e+00	5.499e+00	1.404e+00	1.404e+00	5.042e+00	5.499e+00	1.404e+00	1.404e+00	5.042e+00	5.499e+00	1.404e+00	1.404e+00	5.042e+00	5.499e+00
7	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7	6	4.983e+00	5.911e+00	4.983e+00	7.307e+00	1.933e+00	5.678e+00	1.933e+00	6.862e+00	1.897e+00	5.389e+00	1.897e+00	6.819e+00	1.638e+00	5.397e+00	1.638e+00	6.536e+00	1.567e+00	5.772e+00	1.567e+00	6.991e+00	1.478e+00	5.162e+00	1.478e+00	6.263e+00	1.478e+00	5.162e+00	1.478e+00	6.263e+00	1.233e+00	5.286e+00	1.233e+00	6.536e+00	1.233e+00	5.286e+00	1.233e+00	6.536e+00
7	7	6.470e+00	6.911e+00	6.470e+00	8.354e+00	2.380e+00	5.577e+00	2.380e+00	6.468e+00	1.828e+00	5.244e+00	1.828e+00	6.126e+00	1.606e+00	5.243e+00	1.606e+00	6.263e+00	1.402e+00	5.409e+00	1.402e+00	6.768e+00	1.402e+00	5.409e+00	1.402e+00	6.768e+00	1.402e+00	5.409e+00	1.402e+00	6.768e+00	1.402e+00	5.409e+00	1.402e+00	6.768e+00	1.402e+00	5.409e+00	1.402e+00	6.768e+00
7	8	5.525e+00	6.326e+00	5.525e+00	8.247e+00	2.291e+00	5.155e+00	2.291e+00	6.494e+00	1.956e+00	5.507e+00	1.956e+00	6.476e+00	1.450e+00	5.159e+00	1.450e+00	6.634e+00	1.450e+00	5.159e+00	1.450e+00	6.634e+00	1.450e+00	5.159e+00	1.450e+00	6.634e+00	1.450e+00	5.159e+00	1.450e+00	6.634e+00	1.450e+00	5.159e+00	1.450e+00	6.634e+00	1.171e+00	5.355e+00	1.171e+00	6.933e+00
7	9	5.774e+00	6.215e+00	5.774e+00	7.530e+00	2.702e+00	4.926e+00	2.702e+00	6.316e+00	1.836e+00	5.255e+00	1.836e+00	7.025e+00	1.627e+00	5.378e+00	1.627e+00	6.980e+00	1.627e+00	5.378e+00	1.627e+00	6.980e+00	1.627e+00	5.378e+00	1.627e+00	6.980e+00	1.500e+00	5.999e+00	1.500e+00	7.297e+00	1.500e+00	5.999e+00	1.500e+00	7.297e+00	1.445e+00	5.685e+00	1.445e+00	7.054e+00
7	10	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
8	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
8	1	5.610e+00	6.038e+00	5.610e+00	7.368e+00	3.100e+00	5.738e+00	3.100e+00	7.731e+00	1.670e+00	1.670e+00	5.041e+00	5.979e+00	1.670e+00	1.670e+00	5.041e+00	5.979e+00	1.550e+00	1.550e+00	5.270e+00	5.878e+00	1.550e+00	1.550e+00	5.270e+00	5.878e+00	1.550e+00	1.550e+00	5.270e+00	5.878e+00	1.550e+00	1.550e+00	5.270e+00	5.878e+00	1.273e+00	1.273e+00	5.047e+00	5.718e+00
8	2	5.775e+00	5.981e+00	5.775e+00	7.889e+00	2.594e+00	2.594e+00	5.534e+00	7.117e+00	1.867e+00	1.867e+00	5.870e+00	6.070e+00	1.607e+00	1.607e+00	5.482e+00	5.856e+00	1.607e+00	1.607e+00	5.482e+00	5.856e+00	1.607e+00	1.607e+00	5.482e+00	5.856e+00	1.529e+00	1.529e+00	5.336e+00	5.429e+00	1.330e+00	1.330e+00	5.138e+00	5.407e+00	1.181e+00	1.181e+00	5.055e+00	5.742e+00
8	3	5.947e+00	6.325e+00	5.947e+00	8.286e+00	1.893e+00	1.893e+00	5.854e+00	6.129e+00	1.759e+00	1.759e+00	5.603e+00	6.437e+00	1.474e+00	1.474e+00	5.277e+00	6.204e+00	1.474e+00	1.474e+00	5.277e+00	6.204e+00	1.468e+00	1.468e+00	5.638e+00	5.778e+00	1.468e+00	1.468e+00	5.638e+00	5.778e+00	1.468e+00	1.468e+00	5.638e+00	5.778e+00	1.339e+00	1.339e+00	4.952e+00	5.715e+00
8	4	5.752e+00	5.779e+00	5.752e+00	7.209e+00	2.150e+00	2.150e+00	5.457e+00	5.677e+00	2.018e+00	2.018e+00	5.124e+00	5.546e+00	1.441e+00	1.441e+00	4.680e+00	5.578e+00	1.366e+00	1.366e+00	5.047e+00	5.843e+00	1.366e+00	1.366e+00	5.047e+00	5.843e+00	1.366e+00	1.366e+00	5.047e+00	5.843e+00	1.366e+00	1.366e+00	5.047e+00	5.843e+00	1.366e+00	1.366e+00	5.047e+00	5.843e+00
8	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
8	6	5.524e+00	5.735e+00	5.524e+00	6.891e+00	2.456e+00	5.319e+00	2.456e+00	6.741e+00	1.681e+00	5.351e+00	1.681e+00	6.939e+00	1.428e+00	5.064e+00	1.428e+00	6.396e+00	1.428e+00	5.064e+00	1.428e+00	6.396e+00	1.428e+00	5.064e+00	1.428e+00	6.396e+00	1.401e+00	4.961e+00	1.401e+00	6.315e+00	1.401e+00	4.961e+00	1.401e+00	6.315e+00	1.401e+00	4.961e+00	1.401e+00	6.315e+00
8	7	5.953e+00	5.953e+00	6.254e+00	7.908e+00	1.861e+00	5.542e+00	1.861e+00	7.370e+00	1.778e+00	5.452e+00	1.778e+00	6.813e+00	1.507e+00	4.882e+00	1.507e+00	6.609e+00	1.325e+00	4.941e+00	1.325e+00	6.670e+00	1.325e+00	4.941e+00	1.325e+00	6.670e+00	1.325e+00	4.941e+00	1.325e+00	6.670e+00	1.325e+00	4.941e+00	1.325e+00	6.670e+00	1.321e+00	5.053e+00	1.321e+00	6.507e+00
8	8	6.671e+00	7.162e+00	6.671e+00	9.022e+00	2.337e+00	5.264e+00	2.337e+00	6.819e+00	2.088e+00	5.937e+00	2.088e+00	6.860e+00	1.371e+00	4.930e+00	1.371e+00	6.774e+00	1.351e+00	5.453e+00	1.351e+00	6.813e+00	1.351e+00	5.453e+00	1.351e+00	6.813e+00	1.210e+00	4.991e+00	1.210e+00	6.401e+00	1.210e+00	4.991e+00	1.210e+00	6.401e+00	1.210e+00	4.991e+00	1.210e+00	6.401e+00
8	9	6.190e+00	6.953e+00	6.190e+00	8.367e+00	2.330e+00	5.081e+00	2.330e+00	6.470e+00	1.715e+00	5.431e+00	1.715e+00	6.782e+00	1.585e+00	5.195e+00	1.585e+00	6.908e+00	1.474e+00	5.330e+00	1.474e+00	6.912e+00	1.474e+00	5.330e+00	1.474e+00	6.912e+00	1.474e+00	5.330e+00	1.474e+00	6.912e+00	1.474e+00	5.330e+00	1.474e+00	6.912e+00	1.157e+00	5.194e+00	1.157e+00	6.759e+00
8	10	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
9	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
9	1	6.157e+00	6.268e+00	6.157e+00	8.988e+00	2.935e+00	2.935e+00	5.891e+00	7.099e+00	1.723e+00	1.723e+00	5.452e+00	6.050e+00	1.723e+00	1.723e+00	5.452e+00	6.050e+00	1.723e+00	1.723e+00	5.452e+00	6.050e+00	1.488e+00	1.488e+00	5.128e+00	5.643e+00	1.488e+00	1.488e+00	5.128e+00	5.643e+00	1.163e+00	1.163e+00	5.520e+00	5.498e+00	1.163e+00	1.163e+00	5.520e+00	5.498e+00
9	2	5.661e+00	5.926e+00	5.661e+00	6.489e+00	2.166e+00	2.166e+00	4.886e+00	5.393e+00	2.131e+00	2.131e+00	5.501e+00	5.754e+00	1.680e+00	1.680e+00	5.485e+00	6.005e+00	1.478e+00	1.478e+00	5.473e+00	5.614e+00	1.478e+00	1.478e+00	5.473e+00	5.614e+00	1.478e+00	1.478e+00	5.473e+00	5.614e+00	1.436e+00	1.436e+00	5.712e+00	5.563e+00	1.144e+00	1.144e+00	5.047e+00	5.500e+00
9	3	4.883e+00	5.130e+00	4.883e+00	6.926e+00	2.332e+00	2.332e+00	5.304e+00	5.794e+00	2.013e+00	2.013e+00	5.235e+00	6.099e+00	1.755e+00	1.755e+00	4.949e+00	5.750e+00	1.592e+00	1.592e+00	5.437e+00	5.622e+00	1.592e+00	1.592e+00	5.437e+00	5.622e+00	1.592e+00	1.592e+00	5.437e+00	5.622e+00	1.185e+00	1.185e+00	5.180e+00	5.821e+00	1.185e+00	1.185e+00	5.180e+00	5.821e+00
9	4	6.450e+00	6.697e+00	6.450e+00	7.465e+00	1.997e+00	1.997e+00	5.991e+00	5.558e+00	1.678e+00	1.678e+00	5.395e+00	5.516e+00	1.597e+00	1.597e+00	5.291e+00	5.708e+00	1.597e+00	1.597e+00	5.291e+00	5.708e+00	1.534e+00	1.534e+00	5.124e+00	5.339e+00	1.534e+00	1.534e+00	5.124e+00	5.339e+00	1.344e+00	1.344e+00	5.146e+00	5.528e+00	1.344e+00	1.344e+00	5.146e+00	5.528e+00
9	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
9	6	6.550e+00	7.110e+00	6.550e+00	8.375e+00	2.859e+00	5.060e+00	2.859e+00	6.995e+00	1.335e+00	5.140e+00	1.335e+00	6.540e+00	1.335e+00	5.140e+00	1.335e+00	6.540e+00	1.335e+00	5.140e+00	1.335e+00	6.540e+00	1.335e+00	5.140e+00	1.335e+00	6.540e+00	1.335e+00	5.140e+00	1.335e+00	6.540e+00	1.335e+00	5.140e+00	1.335e+00	6.540e+00	1.335e+00	5.140e+00	1.335e+00	6.540e+00
9	7	5.912e+00	5.956e+00	5.912e+00	7.282e+00	2.797e+00	5.608e+00	2.797e+00	7.555e+00	1.539e+00	5.252e+00	1.539e+00	6.576e+00	1.295e+00	5.082e+00	1.295e+00	5.975e+00	1.295e+00	5.082e+00	1.295e+00	5.975e+00	1.295e+00	5.082e+00	1.295e+00	5.975e+00	1.295e+00	5.082e+00	1.295e+00	5.975e+00	1.295e+00	5.082e+00	1.295e+00	5.975e+00	1.295e+00	5.082e+00	1.295e+00	5.975e+00
9	8	5.926e+00	6.450e+00	5.926e+00	8.025e+00	1.745e+00	5.720e+00	1.745e+00	7.392e+00	1.511e+00	5.108e+00	1.511e+00	6.581e+00	1.511e+00	5.108e+00	1.511e+00	6.581e+00	1.511e+00	5.108e+00	1.511e+00	6.581e+00	1.511e+00	5.108e+00	1.511e+00	6.581e+00	1.303e+00	5.246e+00	1.303e+00	6.907e+00	1.303e+00	5.246e+00	1.303e+00	6.907e+00	1.303e+00	5.246e+00	1.303e+00	6.907e+00
9	9	5.540e+00	6.322e+00	5.540e+00	7.985e+00	2.091e+00	5.521e+00	2.091e+00	7.130e+00	1.894e+00	5.236e+00	1.894e+00	6.201e+00	1.738e+00	4.852e+00	1.738e+00	6.376e+00	1.738e+00	4.852e+00	1.738e+00	6.376e+00	1.738e+00	4.852e+00	1.738e+00	6.376e+00	1.533e+00	5.946e+00	1.533e+00	7.180e+00	1.533e+00	5.946e+00	1.533e+00	7.180e+00	1.533e+00	5.946e+00	1.533e+00	7.180e+00
9	10	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10	5	5.182e+00	6.751e+00	5.182e+00	8.213e+00	2.493e+00	2.493e+00	4.520e+00	6.153e+00	1.851e+00	1.851e+00	5.248e+00	5.329e+00	1.758e+00	1.758e+00	5.580e+00	5.674e+00	1.589e+00	1.589e+00	5.158e+00	5.882e+00	1.550e+00	1.550e+00	5.044e+00	5.486e+00	1.550e+00	1.550e+00	5.044e+00	5.486e+00	1.550e+00	1.550e+00	5.044e+00	5.486e+00	1.280e+00	1.280e+00	5.136e+00	5.552e+00
10	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10	9	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10	10	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
